letters,count
க,334
த,317
ன்,315
வ,286
த்,253
ய,241
ரு,240
ம,233
ப்,215
ந்,212
ற்,208
ர்,197
ப,193
க்,188
ன,176
து,164
ர,162
தி,162
ம்,159
ல,140
ண்,133
ற,129
ங்,126
மு,120
சி,119
ட,108
ரி,103
றி,102
வி,100
கு,94
று,93
ய்,93
ட்,89
வா,89
மா,81
யி,80
பு,80
ல்,79
நி,70
பா,69
தா,67
ச,66
பெ,66
சு,65
டு,65
யா,64
ச்,64
கி,62
ஞ்,60
டி,59
னி,59
பி,58
செ,55
யு,55
பொ,54
னு,54
ள்,52
மி,52
கா,51
மெ,50
வை,49
ண,49
லி,48
மை,47
ளி,47
ள,46
வெ,46
சை,42
லா,42
ந,41
வே,40
றை,40
ணி,39
ழி,39
வு,39
தெ,38
லை,37
ரா,36
ளை,36
னை,31
னா,31
கொ,31
யெ,31
சோ,28
கை,28
தோ,28
இ,27
நா,27
போ,27
ரை,27
டை,26
கோ,25
மொ,24
னே,23
பே,22
நே,21
மே,20
ஞா,20
ழ்,20
லு,19
ழ,18
ழு,17
ளா,17
தே,17
சா,17
தை,17
றெ,17
சொ,17
றே,16
கே,16
யோ,15
யே,14
சே,14
டா,14
னெ,14
ரே,14
சூ,13
நூ,13
அ,12
சீ,12
வீ,12
ளு,12
{,11
},11
லெ,11
தொ,11
;,10
டெ,10
றா,10
நீ,10
றீ,10
னோ,10
வோ,10
லோ,10
ரீ,9
லே,9
தீ,9
பூ,9
ணை,9
ழை,9
வொ,8
றொ,8
நெ,8
கெ,8
உ,8
னீ,7
மூ,7
றோ,7
ரோ,7
ரெ,7
ஸ்,6
கூ,6
ரொ,6
தூ,6
எ,5
டொ,5
னொ,5
யொ,5
வ்,5
மீ,5
',4
மோ,4
லொ,4
கீ,4
பீ,4
ழீ,4
றூ,4
ணு,4
ளெ,4
ணூ,4
ஃ,3
ரூ,3
ளீ,3
டீ,3
லீ,3
நு,3
ஞ,3
ங,3
னூ,3
ணா,2
பை,2
ஆ,2
யீ,2
ஞெ,2
யை,2
ணெ,2
ழா,2
﻿,1
&,1
ஒ,1
ஐ,1
ஷ்,1
ஸா,1
ஜெ,1
ஜ்,1
ஸ,1
லூ,1
ளே,1
நோ,1
ழூ,1
ஓ,1
ளோ,1
ழோ,1
ணொ,1
டோ,1
ழெ,1
டே,1
