letters,count
க,666
ம்,665
வ,406
ர,383
ரு,344
த,340
ன்,330
ச,286
த்,282
க்,278
ப,271
ல்,256
தி,245
கு,223
ர்,210
ம,208
அ,203
மு,198
து,191
ட,187
ந்,184
ய,159
கா,155
டி,152
ண்,148
ள்,146
ண,144
ங்,140
வா,135
ய்,127
ன,125
ல,118
வே,114
ரி,114
வி,113
ந,112
டு,107
யு,107
ட்,105
மா,102
ப்,101
னே,98
எ,97
சி,94
ற்,92
கி,91
னை,90
தா,84
று,83
இ,83
லா,77
யா,73
பு,72
செ,71
ற,70
ச்,68
யி,66
பா,64
ளி,63
றி,63
உ,63
னி,63
ழ்,60
பி,59
ஆ,58
ள,56
ரா,55
ணி,53
நா,49
போ,47
கை,47
நி,46
தே,45
லை,44
ழ,42
லி,41
மி,36
னு,36
மோ,35
டை,33
ரை,33
ஒ,32
வு,32
லு,32
றை,31
சு,30
கொ,30
சா,30
சே,29
மே,29
ளு,28
டா,28
தெ,27
பொ,27
சூ,27
கோ,27
ஞ்,26
ஏ,25
ஓ,24
ஷ்,24
வெ,23
வை,23
ணை,23
னா,22
மெ,22
மை,22
ழு,21
பெ,20
வீ,19
தை,19
யே,18
ழி,18
வ்,18
ளை,17
நீ,17
யை,17
தோ,16
பூ,16
;,14
சை,14
ஐ,13
பை,13
ஹ,13
யோ,13
சொ,13
&,12
ளே,12
நெ,11
தூ,10
கூ,10
ஈ,10
கே,10
சீ,10
பே,10
ணா,9
ணு,9
ழை,9
தொ,9
னெ,9
மொ,9
றா,8
லே,8
மூ,8
ஸ்,7
நே,7
மீ,7
கெ,7
நோ,7
வோ,7
ளா,7
ரீ,6
சோ,6
தீ,6
யெ,6
லோ,6
லீ,6
ரெ,6
ஞா,5
லெ,5
ளோ,4
கீ,4
றெ,4
யொ,4
ஷ,4
லொ,4
ணோ,4
னோ,3
நூ,3
ரொ,3
டூ,3
பீ,3
ரோ,3
ஹோ,2
லூ,2
நொ,2
டே,2
ளெ,2
ரே,2
ழொ,2
னொ,2
ஜெ,2
﻿,1
',1
©,1
ளீ,1
ளூ,1
றே,1
ணெ,1
றீ,1
£,1
டோ,1
¢,1
ஜ,1
ஜோ,1
யீ,1
ஜீ,1
ரூ,1
றோ,1
ணே,1
ணீ,1
நு,1
ஷி,1
வூ,1
ங,1
டெ,1
கௌ,1
டொ,1
