letters,count
ன்,6473
க,5109
ம்,4680
த,4105
வ,3511
ல்,3107
து,3053
த்,2787
க்,2704
ர்,2697
ந்,2646
ய,2423
கு,2259
ரு,2202
அ,2022
ம,2018
;,2016
ப,1848
ற்,1822
ண்,1721
இ,1705
வி,1664
தி,1558
ப்,1550
ற,1522
ன,1510
று,1491
&,1489
ட,1464
டு,1440
ல,1410
ள்,1391
எ,1383
கி,1342
ங்,1299
ர,1259
ட்,1211
ய்,1122
பு,1005
கா,982
யி,978
டி,939
றி,916
னை,871
மா,854
லை,845
தா,824
உ,821
செ,811
யா,800
ரி,789
மு,764
ண,753
ச,746
ச்,729
வா,718
சி,716
கொ,716
யு,708
னா,692
போ,691
பி,679
ந,670
டை,636
நி,616
பா,614
ளி,603
மை,597
வே,557
மி,556
னு,535
தே,520
றா,518
லா,517
பொ,508
சீ,506
ள,504
ரை,500
ணி,487
லி,477
ழ,476
ஆ,474
னி,467
லு,467
கூ,458
தை,454
கை,445
பெ,430
நீ,428
ளை,424
ழ்,407
ழி,402
வு,401
யை,386
சு,381
ழு,377
தோ,369
ஒ,362
றை,343
‌,334
வெ,332
வை,319
நா,311
ஞ்,295
கோ,284
சொ,261
ரா,255
தொ,248
டா,246
மே,242
தெ,237
வீ,212
பூ,210
நெ,205
வ்,187
சை,183
ழை,175
ஏ,172
கே,169
ளு,168
தீ,156
நோ,156
யெ,155
சா,150
நூ,150
ளா,147
ணை,147
மெ,146
சே,138
னே,131
ஓ,127
றே,124
நு,121
யே,121
பே,113
லே,103
மொ,96
சூ,95
மூ,94
–,93
கெ,91
யோ,81
ஊ,80
ணு,79
தூ,78
ஈ,74
பை,70
சோ,66
மீ,66
ஐ,60
லோ,56
ணா,55
றோ,53
யொ,53
டே,50
றெ,50
ஃ,49
நே,47
ளே,45
ரே,44
மோ,41
ஞா,41
னெ,36
னோ,34
றொ,32
யீ,31
வோ,28
',28
ழா,24
டோ,24
டொ,22
கீ,22
வொ,21
ணெ,21
ளெ,21
லெ,20
ரெ,19
ரோ,17
டெ,16
லொ,16
யூ,15
பீ,15
னொ,13
னீ,13
{,11
},11
ளோ,11
ரொ,11
ணீ,11
றீ,11
நொ,11
நை,10
ளொ,10
ஞ,9
வூ,9
ணொ,9
ரீ,7
ணே,7
ணூ,7
டீ,7
ங,7
ணோ,6
வௌ,6
[,5
],5
னூ,5
ழே,5
ழூ,5
றூ,5
”,5
ஸ்,4
ழோ,4
லூ,4
ழீ,4
ஞி,4
ரூ,3
டூ,3
லீ,3
ளீ,3
கௌ,3
ஔ,2
மௌ,2
ழொ,2
ஞை,2
﻿,1
‘,1
’,1
வி்,1
ஜா,1
ஸ,1
ஹ,1
ழெ,1
ளூ,1
“,1
ஞூ,1
பௌ,1
ஷி,1
