letters,count
ம்,510
ன்,458
ரு,403
க,402
தி,367
த,349
வ,346
த்,336
ர்,308
ந்,303
க்,254
ப,247
ல்,234
அ,234
து,228
ப்,221
ள்,199
கு,181
ன,173
ல,170
ம,168
ய,167
எ,166
ர,163
ண்,160
ற்,151
இ,150
ட,147
ற,135
சி,128
டு,128
ங்,118
டி,116
கி,107
பி,105
வா,99
று,99
ட்,98
தா,92
உ,90
மு,88
தே,86
',84
மா,83
றி,83
ச,83
வி,82
பு,79
ரி,78
ஆ,77
யா,75
னை,74
பெ,73
யி,71
ள,69
பா,69
யு,68
கா,68
ய்,67
லா,64
ரா,63
மூ,63
ளி,62
னு,62
மை,61
செ,59
நா,59
ந,59
ச்,58
லி,58
;,56
லை,55
நி,51
ண,49
ழு,48
ஒ,48
மி,48
வு,47
ரை,46
னி,43
சு,42
றை,41
வே,41
ழி,41
போ,40
னே,34
றா,31
யை,31
கொ,31
வெ,30
ணி,30
பொ,30
நூ,30
ளை,29
கை,28
லு,28
னா,27
தை,27
கூ,26
ழ்,25
வை,24
மே,24
டா,24
கோ,24
ளா,24
சை,23
யோ,23
டை,23
&,22
தொ,22
ஞ்,22
தோ,21
சா,20
ளு,20
தெ,20
நீ,20
பூ,20
ளே,18
பே,17
யே,16
சொ,16
ஏ,16
வ்,14
றே,14
ஞா,14
ழ,14
ரீ,13
ஸ்,12
ணை,12
லெ,12
ழை,12
தீ,12
ணா,12
{,11
},11
ஐ,11
நெ,10
ழா,10
ரூ,9
சூ,9
கே,8
லே,8
மெ,8
றோ,7
நே,7
நு,7
ஈ,7
னோ,7
மொ,7
யொ,7
தூ,7
யெ,7
[,6
],6
ணு,6
சே,6
ஓ,6
சீ,6
டே,6
னெ,6
பை,5
ங,5
கெ,5
யீ,4
வொ,4
ஜ,4
டெ,4
ரொ,4
மோ,4
நோ,4
ரே,4
ளொ,4
றொ,3
னூ,3
ஊ,3
டோ,3
யூ,3
வீ,3
டொ,3
ளெ,3
லோ,3
லொ,2
றெ,2
கீ,2
பீ,2
ரோ,2
ஷ,2
ளோ,2
–,2
னொ,2
சோ,2
﻿,1
௨,1
லூ,1
”,1
ணீ,1
‘,1
’,1
ஜை,1
ணோ,1
வூ,1
ஞ,1
மௌ,1
ஔ,1
பௌ,1
னீ,1
மீ,1
