words,count,book
&;,2070,pmuni0012_02.html
சக்தி,217,pmuni0012_02.html
தனக்கே,88,pmuni0012_02.html
எங்கள்,62,pmuni0012_02.html
ஓம்,59,pmuni0012_02.html
அது,55,pmuni0012_02.html
வெண்ணிலாவே,41,pmuni0012_02.html
கருவியாக்கு,36,pmuni0012_02.html
போற்றி,34,pmuni0012_02.html
நீ,33,pmuni0012_02.html
முத்து,33,pmuni0012_02.html
வேண்டும்,32,pmuni0012_02.html
தீ,30,pmuni0012_02.html
ராதே,29,pmuni0012_02.html
மனம்,28,pmuni0012_02.html
மதி,28,pmuni0012_02.html
வாழி,26,pmuni0012_02.html
சக்திசக்தி,26,pmuni0012_02.html
இந்நேரம்,26,pmuni0012_02.html
காளி,24,pmuni0012_02.html
நல்ல,23,pmuni0012_02.html
அன்னை,23,pmuni0012_02.html
தாளம்,22,pmuni0012_02.html
நின்றன்,22,pmuni0012_02.html
சிவ,22,pmuni0012_02.html
உடைமையாக்கு,22,pmuni0012_02.html
ராகம்,21,pmuni0012_02.html
அவள்,20,pmuni0012_02.html
வெற்றி,19,pmuni0012_02.html
கன,19,pmuni0012_02.html
மாரி,17,pmuni0012_02.html
பராசக்தி,17,pmuni0012_02.html
இங்கு,17,pmuni0012_02.html
பல,17,pmuni0012_02.html
அதில்,17,pmuni0012_02.html
என்றும்,16,pmuni0012_02.html
கண்ண,16,pmuni0012_02.html
சரணம்,15,pmuni0012_02.html
அல்லா,15,pmuni0012_02.html
நெஞ்சே,15,pmuni0012_02.html
கோடி,15,pmuni0012_02.html
பல்லவி,15,pmuni0012_02.html
இந்த,15,pmuni0012_02.html
என்றன்,15,pmuni0012_02.html
மாரியம்மா,15,pmuni0012_02.html
பெருமானே,15,pmuni0012_02.html
செய்யும்,14,pmuni0012_02.html
வந்து,14,pmuni0012_02.html
சக்தீ,14,pmuni0012_02.html
கண்டேன்,14,pmuni0012_02.html
கண்ணம்மா,14,pmuni0012_02.html
சரணங்கள்,13,pmuni0012_02.html
கண்டு,13,pmuni0012_02.html
நித்தம்,13,pmuni0012_02.html
ஜய,13,pmuni0012_02.html
கண்ணன்,13,pmuni0012_02.html
ரிஷிகள்,13,pmuni0012_02.html
வெண்பா,12,pmuni0012_02.html
செய்து,12,pmuni0012_02.html
தானே,12,pmuni0012_02.html
கொண்டு,12,pmuni0012_02.html
வருவாய்,12,pmuni0012_02.html
எந்த,12,pmuni0012_02.html
சித்தம்,12,pmuni0012_02.html
உரிமையாக்கு,12,pmuni0012_02.html
வெள்ளைத்,12,pmuni0012_02.html
நெஞ்சம்,11,pmuni0012_02.html
அம்மா,11,pmuni0012_02.html
நாம்,11,pmuni0012_02.html
திருவே,11,pmuni0012_02.html
கலித்துறை,10,pmuni0012_02.html
விருத்தம்,10,pmuni0012_02.html
அகவல்,10,pmuni0012_02.html
வாழ்க,10,pmuni0012_02.html
யாவும்,10,pmuni0012_02.html
ஆதி,10,pmuni0012_02.html
கண்ணா,10,pmuni0012_02.html
பாட்டு,10,pmuni0012_02.html
அடி,10,pmuni0012_02.html
சக்தியென்று,10,pmuni0012_02.html
ஓம்சக்தி,10,pmuni0012_02.html
அந்த,10,pmuni0012_02.html
வாரீர்,10,pmuni0012_02.html
கணபதி,9,pmuni0012_02.html
தோன்றும்,9,pmuni0012_02.html
காக்கும்,9,pmuni0012_02.html
எங்கும்,9,pmuni0012_02.html
கவிதை,9,pmuni0012_02.html
முருகா,9,pmuni0012_02.html
ஏகம்,9,pmuni0012_02.html
வில்லினை,9,pmuni0012_02.html
நேரமும்,9,pmuni0012_02.html
அங்கு,9,pmuni0012_02.html
தாயே,9,pmuni0012_02.html
அடிமையாக்கு,9,pmuni0012_02.html
என்றால்,9,pmuni0012_02.html
நந்த,9,pmuni0012_02.html
லாலா,9,pmuni0012_02.html
தெய்வம்,9,pmuni0012_02.html
இன்பம்,8,pmuni0012_02.html
தன்னை,8,pmuni0012_02.html
என்று,8,pmuni0012_02.html
எனை,8,pmuni0012_02.html
கண்டீர்,8,pmuni0012_02.html
மில்லை,8,pmuni0012_02.html
தொழில்,8,pmuni0012_02.html
சிவசக்தி,8,pmuni0012_02.html
அசுரர்,8,pmuni0012_02.html
ஞான,8,pmuni0012_02.html
அகம்,8,pmuni0012_02.html
காதல்,8,pmuni0012_02.html
வேள்வி,7,pmuni0012_02.html
நின்,7,pmuni0012_02.html
தேவா,7,pmuni0012_02.html
வாழ்வேன்,7,pmuni0012_02.html
நின்று,7,pmuni0012_02.html
மனமே,7,pmuni0012_02.html
வான,7,pmuni0012_02.html
யாவினையும்,7,pmuni0012_02.html
செய்வேன்,7,pmuni0012_02.html
தெய்வ,7,pmuni0012_02.html
தேவி,7,pmuni0012_02.html
நான்,7,pmuni0012_02.html
தருவாய்,7,pmuni0012_02.html
வேலவா,7,pmuni0012_02.html
ஒளி,7,pmuni0012_02.html
மேனி,7,pmuni0012_02.html
தேனே,7,pmuni0012_02.html
என்றே,7,pmuni0012_02.html
உயிர்,7,pmuni0012_02.html
அந்தக்,7,pmuni0012_02.html
நெஞ்சிற்,7,pmuni0012_02.html
வாய்,7,pmuni0012_02.html
சொல்லி,7,pmuni0012_02.html
தகத்,7,pmuni0012_02.html
யாக்கு,7,pmuni0012_02.html
செய்கை,7,pmuni0012_02.html
செய்தாள்,7,pmuni0012_02.html
செய்தாய்,7,pmuni0012_02.html
தேகி,7,pmuni0012_02.html
பணிந்திடுவோம்,7,pmuni0012_02.html
ஐயோ,7,pmuni0012_02.html
அம்மாவோ,7,pmuni0012_02.html
பாடல்கள்,6,pmuni0012_02.html
காண்,6,pmuni0012_02.html
ஆண்மை,6,pmuni0012_02.html
நாளும்,6,pmuni0012_02.html
வேத,6,pmuni0012_02.html
வாழும்,6,pmuni0012_02.html
வேண்டேன்,6,pmuni0012_02.html
தேவர்,6,pmuni0012_02.html
மேவி,6,pmuni0012_02.html
எத்தனை,6,pmuni0012_02.html
இன்ப,6,pmuni0012_02.html
சொல்ல,6,pmuni0012_02.html
கிளியே,6,pmuni0012_02.html
அவன்,6,pmuni0012_02.html
விந்தை,6,pmuni0012_02.html
சிந்தை,6,pmuni0012_02.html
தான்,6,pmuni0012_02.html
அன்பு,6,pmuni0012_02.html
அதை,6,pmuni0012_02.html
மஹாசக்தி,6,pmuni0012_02.html
வேல்,6,pmuni0012_02.html
கின்றோம்,6,pmuni0012_02.html
உயர்,6,pmuni0012_02.html
பாடி,6,pmuni0012_02.html
வேதம்,6,pmuni0012_02.html
என்னை,6,pmuni0012_02.html
எங்கிருந்து,6,pmuni0012_02.html
சோதி,6,pmuni0012_02.html
வளர்த்திடுவோம்,6,pmuni0012_02.html
பெருந்திரள்,6,pmuni0012_02.html
வாயே,5,pmuni0012_02.html
வென்று,5,pmuni0012_02.html
தீரும்,5,pmuni0012_02.html
பொருள்,5,pmuni0012_02.html
வேண்டி,5,pmuni0012_02.html
கொண்ட,5,pmuni0012_02.html
யார்க்கும்,5,pmuni0012_02.html
முக்தி,5,pmuni0012_02.html
காளீ,5,pmuni0012_02.html
மக்கள்,5,pmuni0012_02.html
செய்தல்,5,pmuni0012_02.html
நின்னை,5,pmuni0012_02.html
நிலை,5,pmuni0012_02.html
கவலைப்,5,pmuni0012_02.html
உண்மை,5,pmuni0012_02.html
திஸ்ர,5,pmuni0012_02.html
யொத்த,5,pmuni0012_02.html
ஒரு,5,pmuni0012_02.html
யென்று,5,pmuni0012_02.html
கூடி,5,pmuni0012_02.html
வள்ளீ,5,pmuni0012_02.html
இறைவா,5,pmuni0012_02.html
அத்தனை,5,pmuni0012_02.html
துன்பம்,5,pmuni0012_02.html
அருள்,5,pmuni0012_02.html
திருவடி,5,pmuni0012_02.html
போலே,5,pmuni0012_02.html
மஹா,5,pmuni0012_02.html
துயர்,5,pmuni0012_02.html
வாணி,5,pmuni0012_02.html
முழுதும்,5,pmuni0012_02.html
கின்ற,5,pmuni0012_02.html
வாழ்த்து,5,pmuni0012_02.html
மூன்று,5,pmuni0012_02.html
மீதே,5,pmuni0012_02.html
கருவி,5,pmuni0012_02.html
நன்கு,5,pmuni0012_02.html
சாகா,5,pmuni0012_02.html
லாமோ,5,pmuni0012_02.html
உஜ்ஜயினீ,5,pmuni0012_02.html
நன்மை,5,pmuni0012_02.html
யெல்லாம்,5,pmuni0012_02.html
அங்கே,5,pmuni0012_02.html
வெறும்,5,pmuni0012_02.html
இனி,5,pmuni0012_02.html
ளெல்லாம்,5,pmuni0012_02.html
ஆடுங்,5,pmuni0012_02.html
கூத்தை,5,pmuni0012_02.html
நாடச்,5,pmuni0012_02.html
நின்னையே,5,pmuni0012_02.html
கடவுளே,4,pmuni0012_02.html
தேவன்,4,pmuni0012_02.html
வெல்க,4,pmuni0012_02.html
சந்திர,4,pmuni0012_02.html
மைந்தன்,4,pmuni0012_02.html
செல்வம்,4,pmuni0012_02.html
வேண்டுதல்,4,pmuni0012_02.html
விநாயகா,4,pmuni0012_02.html
வேண்டா,4,pmuni0012_02.html
விழியும்,4,pmuni0012_02.html
பிள்ளை,4,pmuni0012_02.html
கேட்டேன்,4,pmuni0012_02.html
கடனே,4,pmuni0012_02.html
கடல்,4,pmuni0012_02.html
அஞ்சோம்,4,pmuni0012_02.html
புரிவாய்,4,pmuni0012_02.html
பொருளே,4,pmuni0012_02.html
சங்கரன்,4,pmuni0012_02.html
உள்ளம்,4,pmuni0012_02.html
பாவி,4,pmuni0012_02.html
இல்லை,4,pmuni0012_02.html
கலியை,4,pmuni0012_02.html
பரமா,4,pmuni0012_02.html
காட்டும்,4,pmuni0012_02.html
சேர்க்கும்,4,pmuni0012_02.html
புகழும்,4,pmuni0012_02.html
அமரர்,4,pmuni0012_02.html
கொண்டே,4,pmuni0012_02.html
வாழ்வு,4,pmuni0012_02.html
பெற்ற,4,pmuni0012_02.html
லே,4,pmuni0012_02.html
அனுபல்லவி,4,pmuni0012_02.html
சொன்ன,4,pmuni0012_02.html
நாடு,4,pmuni0012_02.html
சுரர்,4,pmuni0012_02.html
பாடு,4,pmuni0012_02.html
இந்தப்,4,pmuni0012_02.html
வேலை,4,pmuni0012_02.html
மையல்,4,pmuni0012_02.html
அமர,4,pmuni0012_02.html
வெள்ளை,4,pmuni0012_02.html
மே,4,pmuni0012_02.html
லாத,4,pmuni0012_02.html
போல,4,pmuni0012_02.html
காணி,4,pmuni0012_02.html
வேணும்,4,pmuni0012_02.html
காட்டு,4,pmuni0012_02.html
வீணை,4,pmuni0012_02.html
நீல,4,pmuni0012_02.html
இவள்,4,pmuni0012_02.html
நாட்டு,4,pmuni0012_02.html
வையம்,4,pmuni0012_02.html
காட்டி,4,pmuni0012_02.html
சரண,4,pmuni0012_02.html
வேண்டு,4,pmuni0012_02.html
சுடர்,4,pmuni0012_02.html
தொல்லை,4,pmuni0012_02.html
