letters,count
ன்,260
த,242
வ,215
த்,210
ம்,208
க,188
ய,177
ர்,172
ப,170
தி,167
ப்,161
க்,158
து,150
ந்,148
ரு,145
ற்,141
ன,138
ல,129
ல்,121
ம,115
ர,109
ண்,91
ட,90
கு,90
கி,87
ற,80
மு,78
ங்,76
யா,74
வி,72
டு,70
சி,66
ரி,66
றி,66
கா,63
று,62
யி,62
பே,60
ய்,60
அ,59
டி,57
ள்,57
டை,50
ச,48
வா,47
பி,47
லி,46
பா,46
பொ,46
லை,45
ட்,45
ள,45
தா,45
ச்,44
மா,44
னை,43
னி,43
பு,41
யு,41
ஞ்,40
ரூ,38
ண,38
வெ,36
கொ,36
ந,35
பெ,35
ழி,34
வை,32
நி,31
இ,29
லா,29
மை,29
னா,29
செ,29
றை,28
ழ,28
மி,27
கை,27
வு,27
யெ,27
தே,27
யே,26
ளி,25
னு,25
எ,24
ழ்,24
கோ,22
ஆ,22
வே,22
மே,20
ணி,20
நா,20
ரை,20
போ,20
லு,19
உ,18
ளு,18
சு,17
ரா,17
ளா,16
தொ,16
சே,16
மெ,16
தெ,15
நீ,15
தூ,14
சா,14
தை,14
நோ,13
றா,13
நெ,13
யை,13
னெ,13
ழு,12
தோ,12
னே,12
லே,12
;,11
{,11
},11
கே,11
ணை,11
யோ,11
வ்,11
ழை,10
ளை,10
சை,10
–,9
யொ,9
ஒ,9
மொ,9
டா,9
தீ,9
பூ,8
றே,8
ரே,8
சொ,8
கெ,7
சோ,7
லெ,7
ரீ,7
சீ,7
மூ,6
றெ,6
ஞா,6
லொ,6
னொ,6
ளெ,6
ளே,6
னோ,5
ணெ,5
டோ,5
லோ,5
சூ,5
கூ,4
மீ,4
றொ,4
பை,4
வோ,4
ஏ,4
ணா,4
ஐ,4
வீ,4
ணு,4
ரெ,3
வூ,3
மோ,3
லீ,3
ழா,3
வொ,3
ங,3
ஃ,2
ஷ,2
நூ,2
ஓ,2
யீ,2
றூ,2
றோ,2
பீ,2
யூ,2
லூ,2
கீ,2
நொ,2
னீ,2
றீ,2
நே,2
﻿,1
&,1
ஷு,1
டே,1
ணே,1
ணீ,1
ஊ,1
டெ,1
ளொ,1
ளோ,1
ரொ,1
ஞ,1
ஜ,1
ரோ,1
