letters,count
த,391
ன்,373
க,370
த்,335
வ,275
ன,229
ந்,221
ம்,212
ரு,209
ம,206
க்,204
ய,192
ப,188
ற்,186
ர,185
ங்,172
கு,169
ர்,159
தி,154
ப்,153
ஞ்,150
ட,142
னை,139
லி,134
ண்,124
வி,123
ல,113
து,106
பு,100
தா,97
மு,93
பை,90
ல்,90
னே,84
ய்,83
டு,80
ற,79
வா,77
ஞீ,75
லை,74
ச,72
று,70
ரி,66
யா,66
பா,63
னி,60
றி,60
கொ,56
ணி,55
செ,55
ட்,52
ள்,52
மா,51
யி,51
யு,50
கி,50
கா,49
வெ,49
றை,48
டை,47
சி,44
யே,44
தே,43
யெ,43
டி,42
னா,41
ச்,40
னு,37
மே,37
டா,36
றா,36
பொ,36
நி,35
ந,34
ழ,33
மி,33
லா,33
பெ,30
ரை,30
லு,30
தை,29
ண,28
வு,28
கை,27
வே,27
மெ,27
ள,25
போ,25
மை,24
தெ,24
சு,23
பி,23
ரா,23
தொ,23
னெ,22
ழ்,20
ழு,20
வை,19
சே,18
ழி,18
ளை,17
நா,17
பூ,15
கோ,15
தோ,14
ணா,14
வீ,14
கே,14
றே,13
யை,13
லெ,13
தீ,12
மீ,12
ளி,12
அ,12
நீ,12
சை,12
{,11
},11
ளே,11
யொ,11
லே,11
;,10
ரே,10
சொ,10
நெ,9
ழை,9
கெ,9
ளு,9
றெ,8
ளா,8
மொ,8
வோ,8
உ,7
றோ,7
சூ,7
யோ,7
சா,7
இ,7
ரெ,7
றொ,7
மோ,7
ழா,6
ணு,6
ரொ,6
மூ,6
பே,6
னீ,6
யீ,6
ஆ,5
ணை,5
னோ,5
நூ,5
ஞா,5
நு,5
ளெ,5
வ்,5
சோ,4
டே,4
கூ,4
றூ,4
டீ,4
சீ,4
டோ,4
டெ,3
ணீ,3
நோ,3
லி்,3
னொ,3
ரோ,3
தூ,3
ஹா,2
ஸ்,2
ரீ,2
நே,2
றீ,2
வொ,2
ங,2
﻿,1
&,1
ஒ,1
ணே,1
ஃ,1
ணூ,1
ஏ,1
ஞை,1
லூ,1
பீ,1
ஈ,1
ஞ,1
லொ,1
ணெ,1
எ,1
ரு்,1
ழோ,1
கீ,1
ழே,1
