letters,count
க,383
ன்,345
த,345
ம்,331
ல்,275
க்,259
ந்,255
த்,238
வ,230
ண்,210
கு,209
து,208
தி,208
ரு,199
ங்,196
ர்,194
ப,192
ம,175
ட,174
ய,164
ப்,154
டு,150
ய்,133
ற்,128
மா,125
மு,116
ல,114
ர,112
வி,111
தா,105
ன,96
ள்,92
பு,90
று,90
ட்,89
ற,88
ள,87
கா,86
வா,84
யு,82
கி,82
அ,80
வே,77
லை,74
யி,70
ண,69
யா,69
பா,69
ளி,68
இ,67
டி,66
சி,64
லி,61
கொ,61
றி,59
ந,59
மே,58
நா,56
போ,55
செ,52
பி,49
ணி,49
பொ,49
ரி,48
எ,48
லா,46
ஆ,45
வு,44
நி,43
ஞ்,43
லு,43
ரை,42
னை,41
ழி,40
பூ,39
கை,38
மி,38
னி,37
ழ்,37
உ,35
தோ,35
டை,34
கூ,34
வெ,34
கோ,34
வை,33
ளை,33
னு,32
ச்,32
றை,32
ழ,32
மை,31
தே,31
ச,31
தூ,30
டா,30
ழு,30
னா,30
மெ,29
பெ,28
தை,28
றா,25
சு,25
தொ,23
தெ,23
நூ,22
யே,20
ழா,20
சா,19
ரா,19
நீ,19
சே,18
லே,16
மொ,16
பே,15
சீ,14
னே,14
வீ,14
சொ,13
ளா,13
ழை,13
;,12
நெ,12
தீ,12
{,11
},11
ணை,11
ளு,11
ணு,11
ணா,11
மோ,11
மூ,10
மீ,9
ஒ,9
சை,9
நோ,9
வோ,9
ஏ,9
யை,8
ஞா,8
டோ,8
யெ,8
லெ,8
ரோ,8
சோ,7
ஓ,7
யோ,7
கே,7
கெ,7
நு,6
றோ,6
யொ,6
ஊ,5
வ்,5
றே,5
றெ,5
–,4
வொ,4
கீ,4
ணீ,4
நே,4
டே,4
லோ,4
ரே,3
ஐ,3
“,3
பை,3
ளே,3
பீ,3
டெ,3
னோ,3
யூ,3
யீ,3
சூ,3
னொ,3
ஃ,2
றொ,2
”,2
ளோ,2
ளெ,2
லொ,2
﻿,1
&,1
பொ,1
நை,1
ங,1
ணொ,1
ஸ்,1
ரீ,1
ஜ,1
ஜீ,1
னீ,1
டொ,1
டூ,1
ழோ,1
ளூ,1
ஞ,1
னூ,1
ஈ,1
டீ,1
னெ,1
நொ,1
