letters,count
க,1990
ன்,1879
ம்,1754
த,1663
ல்,1528
க்,1478
து,1418
த்,1333
வ,1145
அ,1001
ப,921
ள்,917
ந்,910
கு,866
ட,826
ப்,823
ண்,767
தி,763
ர்,740
வி,726
ரு,723
ட்,721
டு,711
இ,676
டி,648
எ,592
கி,569
தா,563
ர,549
ங்,520
ய,468
லை,467
ம,454
உ,443
ச,417
ன,417
யி,376
மு,371
று,354
சி,335
ரி,333
ல,331
கா,330
ற,325
ய்,311
ற்,301
பி,300
கொ,287
பா,287
மி,282
போ,277
ச்,275
ளி,267
மா,264
யா,254
வா,247
பு,233
லி,227
னா,224
ழு,213
ளை,211
றி,206
கை,205
ஒ,204
டா,197
ழ்,190
ள,187
நி,183
சு,180
ண,178
ஆ,178
நீ,167
தை,165
னை,160
வே,160
ரை,158
ந,157
லா,156
யு,152
தே,147
னி,147
மீ,146
வை,141
நா,137
றா,136
டை,131
வு,121
வெ,118
னு,118
லு,117
மை,117
செ,113
ழ,112
றை,107
கே,104
ணீ,101
சொ,98
ளு,98
ஓ,96
ழி,92
சை,91
மே,88
தெ,86
தொ,84
பெ,82
சா,81
ஏ,78
தோ,77
பே,74
ஞ்,74
யை,72
ளா,71
ரா,69
மெ,69
பூ,68
யே,64
கூ,63
ரோ,58
ழை,58
டே,55
நே,53
ணி,53
ஜா,52
தூ,52
பொ,51
றே,51
லோ,45
தீ,44
யோ,43
வ்,42
கோ,41
சோ,41
ணை,39
சே,38
னே,35
வீ,32
ளே,32
நெ,31
லே,31
மொ,28
லீ,28
பை,27
சூ,27
யெ,26
ரே,25
கீ,23
ணு,23
ஸ,21
நூ,20
ஷ,20
ஊ,19
கெ,19
வோ,19
வொ,18
ஐ,17
லெ,17
ஜ,15
றீ,15
ணா,14
ழா,14
ஞா,13
ழே,12
டெ,12
டோ,11
றோ,11
டீ,11
னொ,11
ளோ,10
ஈ,10
நோ,9
நு,9
னோ,9
மோ,9
ரெ,8
னெ,8
ஜீ,8
ணெ,8
பீ,7
சீ,7
ரீ,7
ஜை,5
ணே,5
ஜெ,5
ஞ,4
',3
ளெ,3
ஜோ,3
றெ,3
ஷை,3
;,2
ஃ,2
லூ,2
ணூ,2
ஸி,2
﻿,1
நொ,1
யீ,1
யொ,1
ஜி,1
னீ,1
நை,1
னூ,1
ஹி,1
வூ,1
ணோ,1
ஹ,1
ஞை,1
டொ,1
ணொ,1
