letters,count
க,4042
ம்,3155
ன்,3088
க்,2981
வ,2825
ர்,2732
;,2592
&,2591
அ,2207
ள்,2006
து,1979
த்,1920
ல்,1894
த,1885
ப,1867
ப்,1789
ரு,1744
கு,1717
ட,1508
டு,1464
ய,1330
ண்,1290
ட்,1267
இ,1232
ந்,1137
தி,1136
எ,1086
ங்,1042
ஆ,959
ம,932
கி,847
ர,820
டி,757
று,743
யி,720
ன,696
உ,677
ரி,609
கா,591
ற்,589
பு,577
ளை,576
வி,574
பா,563
லி,562
செ,547
ல,540
ளி,526
லை,512
ய்,508
யா,496
நா,490
தா,490
பி,487
ற,473
மு,467
டா,462
ஒ,462
யே,458
டை,439
வே,433
வா,432
கொ,423
யு,418
தை,415
கூ,397
றி,379
ச்,377
னை,362
னி,352
சே,345
லு,341
போ,338
றை,338
ளு,332
நீ,330
ரா,318
வு,314
மா,313
மோ,313
ச,301
வை,288
னா,284
மை,268
ஸ்,258
ண,256
ள,249
னு,248
மி,248
ணி,244
நி,244
ரை,232
கை,227
ழு,226
லா,223
மே,216
சி,192
ஏ,183
கே,174
ந,173
பெ,171
வீ,170
வெ,165
ரோ,164
மூ,150
றா,150
பே,143
யோ,137
பொ,136
ளா,135
தூ,128
யை,126
கோ,125
சொ,124
வ்,123
ழி,119
லே,117
சு,111
தொ,102
தோ,101
ஓ,94
சா,91
ஜ,87
நூ,85
நெ,81
தீ,77
வொ,63
சை,62
தே,59
கெ,58
ழ,58
ழை,57
லோ,53
தெ,52
மொ,52
ரே,50
னே,50
வோ,50
ளோ,48
ளே,48
மீ,48
பீ,48
சீ,45
டோ,45
றே,44
பை,44
னோ,42
ஞ்,41
ழ்,38
னெ,36
நோ,35
சூ,34
ணெ,33
சோ,30
ணை,29
மெ,29
ணீ,28
ழா,26
ரூ,22
ஊ,21
யெ,18
ஈ,17
யூ,16
நே,16
றீ,14
¡,13
பூ,13
கீ,13
நு,13
ணூ,13
டே,13
லொ,13
டீ,12
ணு,10
றோ,10
ங,9
யொ,8
ணா,7
டெ,6
ணோ,5
வூ,4
றெ,4
னீ,4
லூ,4
னொ,4
யீ,3
றொ,3
ரெ,3
ளெ,3
நொ,3
ழே,3
ஞ,2
ரொ,2
ளீ,2
றூ,2
﻿,1
¢,1
¨,1
ணொ,1
டொ,1
£,1
