letters,count
;,3324
&,3172
ம்,1981
ன்,1732
க,1511
த,1191
த்,1176
க்,1170
ல்,1050
து,1017
ட்,1002
டு,932
கு,846
வ,817
டி,811
ர்,795
அ,767
ப,764
ட,763
ந்,749
தி,739
ப்,735
ரு,657
எ,628
ள்,626
ண்,613
ன,599
பா,489
வி,473
ம,466
ங்,435
ய்,423
இ,415
கி,408
ய,399
ர,358
று,357
உ,353
வா,351
மா,346
ற,335
கா,330
ல,324
சி,322
வே,320
னை,316
போ,310
தா,295
யி,288
றி,280
ற்,275
ச்,275
லை,274
செ,271
பி,250
லா,240
மே,230
ச,230
நா,227
மு,226
தே,225
ரி,220
டை,218
யு,215
தை,207
ந,206
யா,205
டா,202
பு,200
கொ,197
ஆ,193
ண,190
ளி,181
ழ,175
ள,174
லே,173
ஒ,167
மி,166
னி,166
கே,155
ளை,151
பெ,147
யே,146
கூ,144
வு,144
ழு,143
நி,141
னு,137
னே,131
வை,128
மை,127
கை,126
சு,125
யை,124
ழ்,122
லு,121
ரை,116
வெ,114
ணி,109
ஓ,105
னா,104
நீ,103
லி,101
றா,97
ஏ,96
வீ,90
ழி,89
சொ,85
றே,78
றை,78
யோ,76
“,73
”,72
ரா,70
வோ,70
தெ,70
தோ,69
ளு,67
ழை,61
மூ,60
சா,59
ஞ்,59
சை,58
பூ,58
கோ,58
ளே,57
டே,56
பொ,53
ரே,53
மோ,51
தொ,49
சே,49
தூ,45
ஊ,44
பை,44
பே,43
கெ,40
மெ,38
ணை,37
ஐ,32
டெ,31
யெ,31
னோ,31
மீ,28
ணா,25
தீ,25
ஜ,25
ளா,24
சீ,24
ரோ,23
நெ,22
சோ,21
நோ,21
வ்,20
ஹ,19
மொ,19
ஞ,18
ணு,18
றெ,16
நே,16
ஸ்,16
றோ,14
ழா,14
ரெ,14
கீ,13
டோ,13
லோ,13
ஜா,12
ணெ,12
{,11
},11
ரொ,11
லெ,11
ஷ்,11
நூ,10
சூ,10
றீ,10
ஷ,9
ஈ,8
லூ,8
ணோ,8
றொ,8
நு,7
',6
ணே,6
ழே,6
நொ,6
ளோ,4
ளெ,4
ஜோ,4
வொ,4
ணீ,4
னெ,4
ஸா,4
‘,3
ளொ,3
ரீ,3
யொ,3
யூ,3
’,2
பீ,2
ஹா,2
ஜை,2
﻿,1
னூ,1
வூ,1
ஞா,1
ஜெ,1
ஷா,1
ளூ,1
யீ,1
ஜ்,1
டொ,1
ஹி,1
ழெ,1
ஹே,1
ஸு,1
றூ,1
ஹூ,1
நை,1
டீ,1
னொ,1
