words,count,book
இவர்,296,pmuni0616_01.html
அவர்,218,pmuni0616_01.html
என்று,164,pmuni0616_01.html
சில,156,pmuni0616_01.html
ஒரு,144,pmuni0616_01.html
[],140,pmuni0616_01.html
&;,134,pmuni0616_01.html
பல,133,pmuni0616_01.html
சென்று,106,pmuni0616_01.html
இவருடைய,88,pmuni0616_01.html
வந்து,82,pmuni0616_01.html
செய்து,77,pmuni0616_01.html
அவர்கள்,75,pmuni0616_01.html
பின்பு,74,pmuni0616_01.html
தாம்,70,pmuni0616_01.html
ஸ்ரீ,69,pmuni0616_01.html
முதலிய,69,pmuni0616_01.html
நான்,63,pmuni0616_01.html
பிள்ளையவர்கள்,60,pmuni0616_01.html
என்னும்,57,pmuni0616_01.html
அப்பொழுது,55,pmuni0616_01.html
இருந்து,54,pmuni0616_01.html
முதலியார்,54,pmuni0616_01.html
வேறு,51,pmuni0616_01.html
பொருள்,51,pmuni0616_01.html
இவருக்கு,49,pmuni0616_01.html
தமிழ்,48,pmuni0616_01.html
அறிந்து,47,pmuni0616_01.html
அங்கே,47,pmuni0616_01.html
அவருடைய,46,pmuni0616_01.html
பிள்ளை,44,pmuni0616_01.html
செய்யுள்,44,pmuni0616_01.html
தம்முடைய,43,pmuni0616_01.html
சொல்லி,42,pmuni0616_01.html
திரிசிரபுரம்,41,pmuni0616_01.html
ஆம்,41,pmuni0616_01.html
மிக்க,40,pmuni0616_01.html
கொண்டு,40,pmuni0616_01.html
உள்ள,39,pmuni0616_01.html
பாடஞ்,36,pmuni0616_01.html
தம்,36,pmuni0616_01.html
நல்ல,36,pmuni0616_01.html
என்றார்,36,pmuni0616_01.html
இந்த,34,pmuni0616_01.html
கேட்டு,34,pmuni0616_01.html
என்ற,33,pmuni0616_01.html
இருந்த,33,pmuni0616_01.html
இங்ஙனம்,33,pmuni0616_01.html
அப்பால்,32,pmuni0616_01.html
அந்த,32,pmuni0616_01.html
நூல்களை,31,pmuni0616_01.html
பலர்,31,pmuni0616_01.html
தக்க,31,pmuni0616_01.html
அவருக்கு,31,pmuni0616_01.html
சிறந்த,31,pmuni0616_01.html
இவரை,31,pmuni0616_01.html
தியாகராச,30,pmuni0616_01.html
அடிக்கடி,30,pmuni0616_01.html
சிலர்,30,pmuni0616_01.html
மிகவும்,29,pmuni0616_01.html
அது,29,pmuni0616_01.html
சபாபதி,29,pmuni0616_01.html
செய்த,28,pmuni0616_01.html
வேண்டுமென்று,28,pmuni0616_01.html
முனிவர்,28,pmuni0616_01.html
என,28,pmuni0616_01.html
ஒருவர்,27,pmuni0616_01.html
வந்தார்,27,pmuni0616_01.html
என்ன,27,pmuni0616_01.html
செட்டியார்,26,pmuni0616_01.html
சொன்னார்,26,pmuni0616_01.html
வந்த,26,pmuni0616_01.html
இவரிடம்,26,pmuni0616_01.html
நூல்களைப்,25,pmuni0616_01.html
தேசிகர்,25,pmuni0616_01.html
நூல்,24,pmuni0616_01.html
செய்யுட்கள்,24,pmuni0616_01.html
அதனை,24,pmuni0616_01.html
மீனாட்சி,24,pmuni0616_01.html
திருவாவடுதுறை,23,pmuni0616_01.html
இலக்கண,23,pmuni0616_01.html
இயற்றிய,23,pmuni0616_01.html
வருமாறு,23,pmuni0616_01.html
கேட்ட,23,pmuni0616_01.html
நினைந்து,23,pmuni0616_01.html
நோக்கி,23,pmuni0616_01.html
சுப்பிரமணிய,23,pmuni0616_01.html
அவர்களுடைய,22,pmuni0616_01.html
மட்டும்,22,pmuni0616_01.html
கல்வி,22,pmuni0616_01.html
காலத்தில்,22,pmuni0616_01.html
வேண்டிய,22,pmuni0616_01.html
அவரிடம்,22,pmuni0616_01.html
தங்கள்,21,pmuni0616_01.html
அதனைக்,21,pmuni0616_01.html
புராணம்,21,pmuni0616_01.html
சிதம்பரம்,21,pmuni0616_01.html
வருகையில்,21,pmuni0616_01.html
கண்டு,21,pmuni0616_01.html
நீங்கள்,21,pmuni0616_01.html
உடனே,21,pmuni0616_01.html
உண்டு,20,pmuni0616_01.html
பொழுது,20,pmuni0616_01.html
எண்ணி,20,pmuni0616_01.html
தெரிந்து,20,pmuni0616_01.html
பெயர்,20,pmuni0616_01.html
மிக,20,pmuni0616_01.html
பாடல்கள்,20,pmuni0616_01.html
சைவ,20,pmuni0616_01.html
வந்தனர்,20,pmuni0616_01.html
அவரை,20,pmuni0616_01.html
நன்கு,20,pmuni0616_01.html
அவ்வாறு,20,pmuni0616_01.html
அக்காலத்தில்,19,pmuni0616_01.html
அங்ஙனம்,18,pmuni0616_01.html
முறையே,18,pmuni0616_01.html
அதனைப்,18,pmuni0616_01.html
என்,18,pmuni0616_01.html
பெற்று,18,pmuni0616_01.html
செய்யும்,18,pmuni0616_01.html
படித்து,18,pmuni0616_01.html
இவர்பால்,18,pmuni0616_01.html
சிவபெருமான்,18,pmuni0616_01.html
இது,17,pmuni0616_01.html
அதனால்,17,pmuni0616_01.html
கொடுத்து,17,pmuni0616_01.html
பெரிய,17,pmuni0616_01.html
பாடங்,17,pmuni0616_01.html
நூல்கள்,16,pmuni0616_01.html
முதலியன,16,pmuni0616_01.html
வழக்கம்,16,pmuni0616_01.html
அவற்றை,16,pmuni0616_01.html
பிள்ளையவர்களுடைய,16,pmuni0616_01.html
பிரசங்கம்,16,pmuni0616_01.html
ஒருநாள்,16,pmuni0616_01.html
தமக்கு,16,pmuni0616_01.html
இங்கே,16,pmuni0616_01.html
தாண்டவராயத்,16,pmuni0616_01.html
முதலியவற்றை,15,pmuni0616_01.html
எழுதி,15,pmuni0616_01.html
வருஷம்,15,pmuni0616_01.html
மாதம்,15,pmuni0616_01.html
தாங்கள்,15,pmuni0616_01.html
பார்த்து,15,pmuni0616_01.html
அந்தப்,15,pmuni0616_01.html
வரும்,15,pmuni0616_01.html
விளங்கும்,15,pmuni0616_01.html
படித்த,15,pmuni0616_01.html
