letters,count
ன்,5636
க்,4943
து,4421
ம்,4409
க,4375
த்,4059
த,4044
அ,3933
வ,3841
ந்,3099
ல்,3076
ரு,2929
ப்,2691
ட்,2490
ர்,2413
கு,2360
ப,2262
எ,2175
தி,2072
டி,2064
இ,2052
டு,1981
கி,1798
ண்,1786
ட,1740
ள்,1734
ர,1669
ன,1589
தா,1498
ம,1426
று,1382
ங்,1327
ய,1324
வி,1306
ரி,1247
மா,1237
…,1232
ற,1209
சி,1134
யி,1085
ச,1027
உ,1002
போ,1000
ச்,996
பா,991
பி,961
கா,944
கொ,913
யா,912
ஒ,905
தை,814
ற்,793
மு,792
வா,754
ய்,705
ல,703
ஸ்,677
னா,667
னு,662
பு,652
லை,635
நா,625
றி,617
லா,612
னை,601
லி,600
”,587
லே,549
யு,548
டா,531
ள,530
“,519
வு,515
ஆ,512
நி,503
ளை,480
கை,471
சு,467
சா,464
வே,463
ந,451
கே,448
ளி,441
னி,429
மே,425
மி,424
றா,424
டை,415
ரா,413
ழு,399
ண,374
யை,353
லு,348
சொ,332
வெ,324
செ,319
ழ,311
கூ,305
தெ,304
ஞ்,296
தோ,292
நீ,286
‘,286
மை,281
தே,280
வை,278
’,278
ளு,276
–,274
ரை,272
யே,261
பெ,255
ணு,253
ணி,252
ஏ,248
பே,243
றை,241
ஓ,233
டே,229
கோ,222
ழ்,210
வ்,202
பொ,195
யோ,192
ஷ,181
னே,179
மூ,172
றே,170
நெ,170
வீ,160
டெ,159
சை,158
ழி,158
;,154
ணா,151
மீ,149
சோ,145
மோ,141
ளா,130
ஐ,119
நே,116
சே,113
ளே,113
பூ,111
பை,111
கெ,108
ரெ,104
ஜ,102
ழை,98
தொ,90
வோ,86
ஊ,85
ரே,83
ரீ,81
தூ,80
ரோ,79
யெ,76
சீ,74
நோ,73
யூ,71
மெ,70
டீ,69
ரொ,65
ஷ்,63
ஸி,63
னோ,62
கீ,57
தீ,53
ணை,52
ளோ,52
ஸ,47
ஹா,47
லோ,41
டோ,40
ஈ,39
ஸா,39
ரூ,39
றீ,37
பீ,37
னெ,34
ணீ,33
மௌ,33
ஃ,31
லீ,31
ழே,28
ஸீ,28
ஜை,27
ஹி,26
ஹ,26
ஜா,25
னொ,25
மொ,23
லெ,22
வொ,21
ழா,21
சூ,20
நு,20
ளூ,20
றோ,19
ஸை,18
நை,17
ஹீ,17
ஜீ,16
ஹே,15
டூ,15
ளீ,14
ஞா,13
ஷா,13
ஹோ,13
லூ,12
ஜி,12
¢,12
{,11
},11
நொ,10
ளெ,10
ஸெ,10
றெ,9
கௌ,9
ஸோ,8
நௌ,8
¤,8
ஜெ,7
றொ,7
ணெ,7
ஷே,7
னீ,7
னூ,7
ஷை,7
ஷி,6
ஷீ,6
ஜ்,6
ஜோ,5
ஷெ,5
நூ,5
ஸே,5
ணோ,4
டொ,4
ஞை,4
லொ,4
ஹொ,4
ஹெ,4
§,3
ஹை,3
றூ,3
ணே,3
ணூ,3
சௌ,3
ஞ,2
ஹ்,2
யொ,2
வூ,2
டௌ,2
﻿,1
&,1
ó,1
ஜு,1
ஷோ,1
ங,1
″,1
ணொ,1
யீ,1
லௌ,1
ஜொ,1
