letters,count
க்,2989
ம்,2917
க,2853
ன்,2706
ர்,2400
ட்,1967
ல்,1945
த்,1810
து,1714
அ,1639
ப்,1607
ப,1603
எ,1560
ரு,1471
வ,1395
த,1339
ள்,1254
ட,1229
ந்,1205
டி,1204
டு,1183
கு,1170
ண்,1108
தி,1105
மா,981
ங்,953
ரி,945
ஸ்,901
இ,896
வி,860
கி,824
ர,750
தா,728
று,704
கா,684
போ,683
ன,637
யா,603
றா,588
ய,581
பா,580
ம,578
டா,568
ச,557
கொ,551
ல,535
ஞ்,519
ற,512
ச்,505
ரா,479
பி,476
மி,473
சி,471
வா,469
ய்,462
யி,451
ற்,437
லி,398
ஒ,392
லா,391
பெ,388
சு,373
சா,365
லை,362
மு,343
ளை,342
ள,336
வே,336
கே,320
னா,320
உ,320
தை,304
ஆ,296
லே,288
ந,286
நா,285
செ,280
பு,276
வு,270
யு,267
ஸ,250
கூ,243
றி,237
ளு,231
கை,230
ண,229
ளி,228
வை,220
டை,208
வெ,204
ஃ,196
மே,193
’,188
‘,186
லு,172
ரை,169
னி,168
சொ,168
ணி,164
ஏ,162
னு,161
தெ,154
யை,153
மெ,152
நி,151
கோ,139
பே,139
ணு,137
தே,136
வ்,136
னை,131
லோ,127
யே,125
ஷ,116
ழு,114
தோ,102
மூ,100
டே,96
ரொ,95
ஜா,93
றை,93
ளா,93
கெ,87
ஷ்,86
ழ,81
நீ,80
றே,80
வீ,80
பூ,77
ஷி,76
சே,76
நே,75
ஸி,74
”,73
ழை,73
ளே,70
ரே,68
ஹா,66
யூ,64
;,63
ழி,63
தொ,60
னே,59
ஹ,57
ஊ,56
ஸா,55
ரூ,54
சை,53
ஜ்,51
டெ,49
டீ,49
ஜ,48
மை,48
சூ,45
சீ,45
ழ்,44
ஐ,41
ஜி,40
யோ,40
ஓ,37
பொ,37
தூ,36
தீ,35
ரீ,35
ஸு,33
மோ,32
கீ,31
ரெ,31
ஸெ,31
நெ,30
மீ,29
நூ,29
ணா,28
யெ,28
ஈ,28
டோ,28
னொ,27
வொ,26
றீ,25
ரோ,23
லீ,21
ஹெ,21
ஸை,19
லெ,17
றோ,17
வோ,16
ஹோ,16
ஞா,15
நோ,15
ணை,14
சோ,13
பீ,13
னெ,12
ளோ,12
நை,12
“,12
மொ,12
ஷா,12
{,11
},11
பை,11
ழே,11
ஸீ,11
றொ,10
ஜோ,10
ணெ,10
ஜெ,10
ணீ,9
ளெ,9
னோ,9
நு,8
வூ,7
டூ,7
ளீ,7
ஷை,6
ஹி,6
ஷே,5
ழா,5
ஜு,5
ஜை,5
&,4
நொ,4
ஹ்,4
னீ,4
ஸூ,3
–,3
|,3
னூ,3
ஷீ,3
ஷு,2
ணூ,2
ஸோ,2
ஸே,2
ஹே,2
ணோ,2
ஜே,2
ளூ,2
…,2
﻿,1
ளொ,1
ழீ,1
ஹை,1
ஷெ,1
],1
ஷோ,1
ஹொ,1
பௌ,1
ஹூ,1
றெ,1
ழெ,1
கௌ,1
ணே,1
ஷொ,1
