words,count,book
&;,4017,pmuni0387_02.html
&;&;,52,pmuni0387_02.html
யருளே,25,pmuni0387_02.html
மகரக்,24,pmuni0387_02.html
பருவம்,24,pmuni0387_02.html
வருகவே,24,pmuni0387_02.html
சப்பாணி,23,pmuni0387_02.html
சிறுபறை,23,pmuni0387_02.html
சிற்றில்,23,pmuni0387_02.html
திருப்பேரை,23,pmuni0387_02.html
தாலேலோ,22,pmuni0387_02.html
குழைக்காதர்,21,pmuni0387_02.html
சிதையேலே,21,pmuni0387_02.html
செங்கீரை,20,pmuni0387_02.html
என்று,20,pmuni0387_02.html
தென்,20,pmuni0387_02.html
தாலோ,19,pmuni0387_02.html
நூற்றெண்மர்,19,pmuni0387_02.html
அம்புலீ,19,pmuni0387_02.html
கொண்டு,18,pmuni0387_02.html
குழையே,17,pmuni0387_02.html
ஆழிநீர்,17,pmuni0387_02.html
யாடி,16,pmuni0387_02.html
முத்தமருளே,15,pmuni0387_02.html
அவர்,15,pmuni0387_02.html
ஸ்ரீ,14,pmuni0387_02.html
பேரையில்,14,pmuni0387_02.html
நாம்,14,pmuni0387_02.html
பிள்ளைத்,13,pmuni0387_02.html
கொட்டியருளே,13,pmuni0387_02.html
நீ,13,pmuni0387_02.html
வருக,13,pmuni0387_02.html
சிறியேஞ்,13,pmuni0387_02.html
இந்த,12,pmuni0387_02.html
மகர,12,pmuni0387_02.html
பேரை,12,pmuni0387_02.html
வருணன்,12,pmuni0387_02.html
சொல்,12,pmuni0387_02.html
முற்றும்,12,pmuni0387_02.html
வந்து,12,pmuni0387_02.html
வாழ்வே,12,pmuni0387_02.html
புயலே,12,pmuni0387_02.html
முழக்கியருளே,12,pmuni0387_02.html
வது,12,pmuni0387_02.html
},11,pmuni0387_02.html
ஒரு,11,pmuni0387_02.html
வண்ண,11,pmuni0387_02.html
பெருமான்,11,pmuni0387_02.html
முகில்,11,pmuni0387_02.html
சரணம்,11,pmuni0387_02.html
பாட்டு,11,pmuni0387_02.html
பிள்ளைக்,10,pmuni0387_02.html
வல்லிக்கு,10,pmuni0387_02.html
தடந்துறைவா,10,pmuni0387_02.html
திருப்,10,pmuni0387_02.html
கடவுள்,10,pmuni0387_02.html
மணவாள,10,pmuni0387_02.html
மாலே,10,pmuni0387_02.html
சந்தனச்,10,pmuni0387_02.html
னெனும்,10,pmuni0387_02.html
வாவே,10,pmuni0387_02.html
கட்டம்,10,pmuni0387_02.html
தமிழ்,9,pmuni0387_02.html
செல்வத்,9,pmuni0387_02.html
யாடவாவே,9,pmuni0387_02.html
வாய்,9,pmuni0387_02.html
