letters,count
;,4430
&,4166
க,1756
ம்,1580
த,1527
ரு,1363
வ,1224
க்,1181
ன்,1123
ம,1063
கு,1045
த்,1016
ந்,1010
தி,912
ர்,904
து,869
ல்,823
ப,810
ட,788
ய,763
ர,728
ப்,688
ங்,648
மு,638
டு,594
ண்,577
டி,523
வா,490
ல,486
வி,435
ட்,433
அ,433
ற்,432
ள்,420
ன,417
கி,406
ச,399
பு,388
று,370
மா,370
தா,369
சி,354
ரை,336
யி,336
ரி,318
கா,305
பா,305
ய்,304
ண,298
யா,284
ள,281
கொ,264
லை,258
செ,257
ற,255
யு,254
றி,250
வே,238
பொ,232
இ,231
ச்,225
ழ்,223
ளி,223
டை,219
நா,218
ழு,214
ணி,212
எ,211
ளை,209
பி,205
ந,191
பே,190
வு,189
னி,185
றை,185
ழை,181
ரா,179
னை,177
மி,176
லி,176
ழி,176
பெ,172
னு,171
சு,171
கை,169
நி,167
உ,164
தெ,164
தை,152
ழ,151
ஞ்,150
யே,135
தே,135
மை,123
ஆ,122
லா,122
லே,121
கோ,113
வெ,113
போ,108
மே,104
லு,100
நீ,99
டா,98
தொ,97
பூ,93
ளே,87
ஒ,81
கூ,80
னா,75
நெ,68
ளு,68
சொ,68
லோ,68
சா,67
மெ,66
வை,62
சை,59
னே,58
சே,53
நூ,51
யெ,50
றா,49
மொ,47
ணை,47
தோ,45
சூ,45
கே,44
மூ,44
சீ,41
ஸ்,40
றெ,38
வோ,38
வீ,37
யை,36
கெ,36
கீ,34
ழா,33
தீ,33
ரீ,32
வ்,32
தூ,32
னெ,32
ணா,32
ஜ,31
ஏ,28
சோ,28
ளா,26
யொ,24
நு,24
யோ,23
ணு,23
பை,22
லீ,21
வொ,20
ஊ,20
டோ,20
',19
நை,19
றே,18
மீ,18
ரே,18
ஷ்,16
டெ,16
றோ,15
மோ,15
ஓ,15
ஷ,14
னொ,13
ரோ,12
{,11
},11
னோ,11
லெ,11
ஐ,11
ளெ,10
ஈ,8
ஞா,8
டொ,8
ரெ,7
ஜெ,7
றொ,6
ளொ,6
ரொ,6
டே,6
ணே,6
பீ,5
வூ,5
டீ,5
நே,5
ஜா,4
லூ,4
யூ,4
ணெ,4
ளோ,4
ஃ,4
யீ,4
ஸ,4
னூ,3
டூ,3
லொ,3
ணீ,3
ஷி,3
ணூ,2
ஞ,2
ணோ,2
கௌ,2
﻿,1
ங,1
ணொ,1
நொ,1
றீ,1
றி்,1
மௌ,1
நோ,1
கே்,1
டு்,1
ஹ,1
ஜ்,1
பௌ,1
ஷை,1
ஹி,1
றூ,1
ஜொ,1
ஜை,1
ஜோ,1
