letters,count
க,2700
ம்,2485
ன்,2447
த,2413
த்,2057
ர்,1995
வ,1917
ரு,1727
;,1583
&,1570
க்,1546
தி,1486
ம,1450
ப,1417
ல்,1410
ந்,1351
ப்,1247
ய,1237
ங்,1199
ற்,1185
து,1173
கு,1163
வி,1050
ண்,1000
ன,969
ட,910
ல,899
மு,879
று,829
ர,819
ள்,745
டு,742
ற,724
கி,680
ய்,680
யி,670
அ,669
பு,642
டி,609
றி,609
வா,593
மா,573
சி,552
கா,516
ட்,481
பி,470
ரி,465
னி,464
டை,439
இ,438
யா,431
ச்,426
னை,410
ளி,409
ழு,402
தா,402
செ,388
ள,385
மி,383
ணி,379
ந,379
றை,376
ச,373
ண,364
ழ்,363
லை,343
கை,337
எ,332
லி,332
வு,331
ழி,326
நி,326
பா,321
யு,319
பொ,318
ஞ்,312
பெ,309
லா,297
கொ,285
மை,275
வே,273
உ,263
ழ,262
ரை,255
னா,241
மே,234
நீ,233
னு,232
நா,230
மெ,229
தெ,223
வெ,222
தொ,218
போ,216
பூ,201
ரா,198
ஆ,196
சு,191
வை,188
யெ,179
லு,165
றா,165
சை,163
தே,159
சா,146
கூ,145
கோ,143
யே,137
தோ,135
நெ,129
ளு,128
ணை,127
ஒ,123
வ்,122
பே,120
ளை,120
யோ,114
கே,113
மூ,112
ழை,110
தீ,103
கெ,103
வீ,103
மொ,97
தை,93
ணு,92
ளா,88
னே,86
டா,84
நோ,83
சீ,75
மீ,73
னெ,73
தூ,70
யை,69
சூ,69
ஏ,67
யொ,61
லோ,57
ஓ,56
னோ,55
சே,52
நூ,52
றெ,51
ழா,50
வோ,50
ரொ,45
ஐ,44
ரெ,42
றே,42
லெ,41
மோ,38
லே,36
ணா,36
பை,35
நு,35
ஈ,35
சொ,34
கீ,34
ஞா,32
டெ,29
னொ,28
ளெ,26
லொ,24
ரே,24
ரோ,24
ஊ,21
சோ,20
டொ,20
யீ,19
நே,18
ணீ,18
ழீ,15
ளொ,14
வொ,14
றோ,14
ளோ,14
ணெ,13
ஞ,13
டோ,13
',12
றொ,12
ரீ,12
ணோ,10
யூ,10
ளே,10
{,9
},9
ணூ,9
லீ,8
டே,8
ளீ,8
றீ,8
நை,6
னீ,5
லூ,5
றூ,5
டீ,5
ரூ,5
பௌ,4
·,4
னூ,4
நொ,4
டூ,4
பீ,4
வூ,3
கௌ,3
ஞை,3
’,2
ணொ,2
ஸ்,2
ஞி,2
ழொ,2
”,2
﻿,1
ஷா,1
ஹே,1
ஹா,1
ஹீ,1
மௌ,1
ஹ,1
ங,1
ணே,1
ழோ,1
ழே,1
