letters,count
க,7433
ன்,7349
ம்,6423
க்,5769
த்,5663
த,5470
வ,5281
ல்,4898
து,4851
ர்,4387
ந்,4333
தி,4304
அ,4061
ரு,3950
ப,3630
ர,3458
ய,3171
ப்,3167
கு,3114
எ,2715
ட்,2381
இ,2332
ட,2320
ள்,2314
ம,2277
ன,2267
ண்,2263
டு,2142
று,2044
வி,2010
டி,2005
கி,1971
சி,1852
தா,1843
யி,1775
ச,1727
ற்,1717
கா,1699
ங்,1694
பி,1598
மா,1550
ல,1296
போ,1286
ற,1274
யா,1261
லை,1247
ரி,1187
பா,1178
ஆ,1150
கொ,1139
உ,1063
னா,1054
டை,1042
மு,1034
பு,993
ச்,953
றி,950
தை,943
வே,919
யு,878
கே,855
ய்,841
ந,833
லி,828
வா,795
றா,783
நா,738
மி,732
னை,698
டா,697
ண,684
ளை,672
ள,672
ஒ,668
செ,664
ளி,635
ஞ்,626
ரை,624
னு,619
ளு,614
நி,587
லா,587
யை,573
லு,520
ரா,518
வு,505
னி,491
சோ,468
கூ,456
தெ,446
கை,440
சொ,430
தே,424
றை,421
பெ,418
ஏ,402
மே,373
வீ,363
தோ,340
ழு,312
',309
சா,308
சு,303
மை,287
வை,286
ழ,283
வ்,278
ழி,272
நீ,268
ஓ,262
கோ,253
லே,245
சை,237
யே,234
தூ,214
பே,211
நே,203
வெ,202
;,201
ணி,198
ஜ,194
னே,188
ஷ,186
ஜ்,185
ளா,184
றே,183
ஷு,177
யோ,158
ழ்,155
ளே,150
தொ,142
சே,142
மூ,140
பூ,137
ணை,134
பொ,131
ரே,131
ழை,128
மெ,126
மீ,111
தீ,108
யெ,106
ஸ்,102
ஷ்,94
ஹு,93
கீ,92
டே,91
நோ,84
பை,83
ஐ,81
நெ,80
வௌி,77
ஹா,74
கெ,73
ஜா,71
ஊ,62
ணா,62
வோ,61
மொ,61
னோ,55
சூ,54
ணு,52
ரோ,52
டீ,46
சீ,46
மோ,46
னொ,42
ஸ,40
ழே,39
லோ,38
ஞா,35
டெ,35
மௌ,34
றீ,34
நூ,33
ரெ,32
னீ,32
யூ,30
ஹ,30
ணீ,30
பீ,27
ஞை,26
ளோ,25
ரீ,25
றோ,25
ஈ,22
நு,22
ரொ,22
ஜு,22
வொ,20
சௌ,19
ஞ,19
பௌ,16
ஜை,15
ஷை,15
டோ,14
ழா,14
ஹோ,12
லெ,11
றெ,11
லீ,10
யொ,10
தௌி,9
றொ,9
ஜீ,9
ஜி,8
ளெ,7
ரூ,7
டூ,7
லூ,6
ணே,6
னெ,5
டொ,5
ஹி,4
ஷி,4
ஷே,4
கௌ,3
ஜோ,3
நௌி,3
ழெ,3
ணெ,3
நொ,3
ஜே,2
ணோ,2
யௌ,2
ஸு,2
ஹூ,2
ஷா,2
﻿,1
&,1
©,1
ஔ,1
லொ,1
ஜூ,1
ளீ,1
ளொ,1
ங,1
ஜொ,1
