letters,count
ர்,311
ம்,286
ன்,275
வ,270
க,245
அ,225
க்,209
து,198
ரு,176
த்,175
;,172
&,172
த,158
ந்,151
கு,149
எ,144
ல்,131
ள்,128
இ,127
டு,122
ப்,110
ண்,107
று,104
ட,103
உ,100
வா,98
ட்,93
ய,89
தி,85
ன,83
ப,82
வி,78
தா,77
ற்,75
ம,74
ங்,72
கி,71
போ,71
ற,61
பி,58
ரி,56
பெ,54
யா,52
கொ,52
டி,49
மி,49
கா,48
ய்,47
யு,47
ந,47
டை,47
மு,45
தை,43
நீ,42
ஆ,42
ல,41
செ,41
ர,40
யி,40
றா,40
லி,38
நா,38
கே,37
னை,37
கோ,36
டா,36
ள,35
மை,33
ரூ,31
வே,30
ரை,28
னா,28
சு,28
ரா,26
ச்,26
பு,25
வு,25
பா,24
சி,24
ளை,23
லு,22
சொ,22
மா,21
றி,21
லை,20
பொ,20
ண,19
றை,19
ஏ,18
னு,18
னி,18
ளி,18
றே,18
ளு,17
யே,17
ஒ,16
மோ,16
யை,15
ழ்,15
வ்,15
ழு,15
வை,14
ஓ,13
ழ,13
நி,13
ழை,12
கூ,12
மே,12
லா,12
லே,11
யோ,11
ழி,11
ளா,11
தெ,11
ச,10
சா,10
ணை,10
ளே,10
பே,10
ஊ,9
ணி,9
ரே,9
ரோ,8
நோ,8
னே,8
மீ,7
கை,7
தொ,7
வீ,6
தோ,6
தே,5
ளோ,5
றெ,5
சே,5
றீ,5
ஈ,5
யூ,4
லோ,4
ஸ்,4
நே,3
வெ,3
டே,3
நெ,3
மூ,3
னெ,3
ஞ்,2
பீ,2
றொ,2
தீ,2
மொ,2
ஜ,2
சை,2
ஞ,2
யெ,2
சோ,2
﻿,1
கெ,1
ணோ,1
னோ,1
ணே,1
ணீ,1
ணா,1
பை,1
வோ,1
மெ,1
தூ,1
ணெ,1
“,1
டீ,1
ரெ,1
ணு,1
றோ,1
