letters,count
ம்,567
ன்,321
து,284
க,282
ல்,269
ப,247
த,224
ர,203
த்,197
கு,195
வ,188
வி,179
அ,167
இ,161
ந்,161
ர்,153
ய,150
எ,149
க்,142
ரு,139
கை,129
ட,122
டு,121
கா,116
று,116
ப்,115
தி,110
மு,110
ட்,109
ற்,107
ங்,106
ம,96
கி,95
லை,93
பு,93
சி,93
ரி,91
டி,90
ல,89
உ,84
நி,84
ண்,80
ன,78
தா,78
ள்,76
ய்,74
ற,71
ஆ,70
ள,68
பி,66
யு,65
றி,64
யா,53
யி,52
ளை,52
ச,52
ந,51
ஒ,50
பா,48
மி,48
பெ,48
சு,47
ச்,44
மா,43
மே,41
ணி,40
நா,39
லி,39
டை,39
ரை,38
வை,38
தோ,37
வா,34
கூ,33
ணை,33
ழ்,32
ழி,32
செ,31
மை,31
றை,30
லா,29
ண,28
கோ,27
வு,27
தொ,26
ழு,25
ஞ்,25
னி,24
லு,24
நூ,23
நு,22
சா,22
ளி,22
மூ,22
போ,21
',20
வே,20
னை,20
பே,20
பொ,19
சை,18
கொ,18
மெ,18
தெ,17
ழ,17
றா,16
ஓ,16
ரே,16
நீ,16
ஐ,16
;,15
சூ,15
ஏ,15
னு,14
யே,14
ரா,13
மொ,13
நெ,12
சே,11
தை,11
வ்,11
ளு,10
பூ,10
கே,9
னே,9
தூ,8
ழை,8
ணு,8
{,7
},7
கௌ,7
தே,7
னா,7
னொ,6
யை,6
ளா,6
சீ,5
லே,5
கீ,5
லோ,5
னோ,5
சொ,5
டொ,4
வெ,4
டா,4
மோ,4
தீ,4
·,3
ஊ,3
நோ,3
ழா,3
ரீ,3
ஞா,3
ஈ,3
வொ,3
யோ,2
டே,2
றெ,2
றே,2
மீ,2
லொ,2
&,2
வோ,2
வீ,2
பை,2
﻿,1
©,1
றோ,1
ழீ,1
யூ,1
ரொ,1
ளே,1
ளீ,1
ணூ,1
ணெ,1
டீ,1
