words,count,book
என்று,798,pmuni0205.html
ஒரு,307,pmuni0205.html
என்ன,272,pmuni0205.html
நான்,266,pmuni0205.html
கொண்டு,181,pmuni0205.html
சீதா,166,pmuni0205.html
வந்து,162,pmuni0205.html
நீ,161,pmuni0205.html
சூரியா,151,pmuni0205.html
ஆனால்,125,pmuni0205.html
இந்த,125,pmuni0205.html
லலிதா,122,pmuni0205.html
என்றாள்,121,pmuni0205.html
அந்த,116,pmuni0205.html
கிட்டாவய்யர்,110,pmuni0205.html
வேண்டும்,109,pmuni0205.html
அவள்,108,pmuni0205.html
கலியாணம்,102,pmuni0205.html
என்றார்,96,pmuni0205.html
செய்து,92,pmuni0205.html
உன்,85,pmuni0205.html
அம்மா,83,pmuni0205.html
போய்,82,pmuni0205.html
என்,82,pmuni0205.html
இப்போது,81,pmuni0205.html
என்றான்,79,pmuni0205.html
பிறகு,78,pmuni0205.html
எனக்கு,75,pmuni0205.html
அம்மாள்,74,pmuni0205.html
அது,71,pmuni0205.html
சரஸ்வதி,68,pmuni0205.html
அவளுடைய,66,pmuni0205.html
அப்பா,65,pmuni0205.html
அவன்,65,pmuni0205.html
இல்லை,63,pmuni0205.html
ஒன்றும்,62,pmuni0205.html
கடிதம்,61,pmuni0205.html
ராஜம்,60,pmuni0205.html
கொஞ்சம்,57,pmuni0205.html
இரண்டு,57,pmuni0205.html
எல்லாம்,57,pmuni0205.html
நீங்கள்,55,pmuni0205.html
அவர்கள்,55,pmuni0205.html
நல்ல,54,pmuni0205.html
மட்டும்,53,pmuni0205.html
ஏதாவது,52,pmuni0205.html
பெரிய,52,pmuni0205.html
பெண்,52,pmuni0205.html
வந்தது,51,pmuni0205.html
இன்னும்,51,pmuni0205.html
ராகவன்,49,pmuni0205.html
சொல்லி,48,pmuni0205.html
அவர்,48,pmuni0205.html
தான்,48,pmuni0205.html
பார்த்து,48,pmuni0205.html
வேறு,48,pmuni0205.html
சீதாவின்,47,pmuni0205.html
என்ற,47,pmuni0205.html
பற்றி,47,pmuni0205.html
இங்கே,46,pmuni0205.html
அத்தை,46,pmuni0205.html
உனக்கு,45,pmuni0205.html
யார்,45,pmuni0205.html
ஸார்,44,pmuni0205.html
இந்தக்,44,pmuni0205.html
உடனே,43,pmuni0205.html
ஏதோ,43,pmuni0205.html
இந்தப்,43,pmuni0205.html
ஏன்,42,pmuni0205.html
இருக்கிறது,41,pmuni0205.html
அதை,40,pmuni0205.html
துரைசாமி,40,pmuni0205.html
இது,39,pmuni0205.html
இப்படி,39,pmuni0205.html
இவ்வளவு,39,pmuni0205.html
விஷயம்,39,pmuni0205.html
ராஜம்மாள்,39,pmuni0205.html
சொல்லிக்,38,pmuni0205.html
தன்,38,pmuni0205.html
என்னுடைய,38,pmuni0205.html
அந்தப்,38,pmuni0205.html
வந்த,37,pmuni0205.html
சத்தம்,37,pmuni0205.html
திரும்ப,37,pmuni0205.html
நாள்,37,pmuni0205.html
அண்ணா,37,pmuni0205.html
விட்டது,36,pmuni0205.html
அவருடைய,36,pmuni0205.html
மாதிரி,36,pmuni0205.html
உள்ளுறை,35,pmuni0205.html
போல்,35,pmuni0205.html
