letters,count
ம்,5286
பெ,2374
ய,2300
ர்,2145
க,1950
வ,1673
னு,1670
யு,1371
ரு,1341
மு,1311
த,977
ர,960
பு,931
ப்,914
ன்,767
ப,748
று,707
ம,695
ல,650
லு,618
ங்,614
மெ,611
த்,609
கு,591
ன,591
க்,591
வி,562
மா,561
தி,513
ற்,467
ட,463
ரே,459
யெ,455
மே,435
து,413
ந்,392
அ,366
வு,334
டு,329
கா,328
ச,322
ல்,314
சி,312
ண்,299
யி,294
ற,291
மை,278
ஞ்,276
வே,267
எ,256
ள,250
இ,236
லை,232
ரி,232
ட்,225
டி,221
செ,208
ந,197
பா,196
ழ,196
ரை,189
கி,179
பொ,173
மி,167
கை,167
லி,164
சு,158
டை,158
லெ,154
ண,153
நி,152
ச்,151
ளு,150
சா,147
வெ,146
றி,145
உ,145
ழி,140
வா,137
ஆ,137
ளி,136
கூ,133
யா,130
பி,129
ள்,122
ய்,119
னை,118
கொ,115
நா,115
சை,115
ணி,113
ழு,112
தா,106
சொ,103
ழ்,94
னி,94
ஒ,92
கோ,89
றை,88
தே,78
தை,74
ரா,73
தொ,71
ளை,70
ரெ,67
நீ,67
னெ,66
வை,66
பூ,65
நெ,62
தெ,61
மூ,60
மோ,55
பே,55
மொ,54
தோ,49
ஓ,47
லா,47
நு,47
சே,44
ணு,42
கெ,41
ணை,40
ழை,39
ஏ,37
சோ,35
ஈ,33
தூ,33
ஊ,33
டா,32
வீ,32
னே,31
ஐ,30
போ,29
சூ,29
சீ,28
ரோ,27
டெ,26
பை,26
கே,25
யோ,24
னா,23
றெ,22
ஞ,22
றா,21
மீ,21
லோ,20
ளெ,19
நோ,19
ரொ,18
நூ,18
யொ,18
வ்,16
கீ,16
லொ,16
தீ,14
ஞா,14
யூ,13
வொ,13
யை,12
ளா,12
நே,11
னோ,10
ணெ,10
ணா,9
ழெ,9
னொ,9
நொ,8
ழா,8
வோ,7
பீ,6
ரீ,6
றூ,6
ஞெ,6
றொ,6
யீ,5
னீ,4
ஞை,4
ரூ,4
ஃ,4
டே,4
றே,3
வூ,3
ளொ,3
யே,3
&,2
ணூ,2
ணீ,2
ணே,2
ணோ,2
டீ,2
லே,2
ழூ,2
﻿,1
;,1
©,1
ஸ்,1
டூ,1
றோ,1
ஔ,1
லீ,1
ழ஦,1
சே஦,1
ஞொ,1
தா஦,1
மு஡,1
நா஦,1
டொ,1
னூ,1
ளோ,1
ணொ,1
ளீ,1
டோ,1
