letters,count
ன்,2300
க,2144
த,2001
ம்,1958
ல்,1942
து,1612
த்,1537
வ,1461
அ,1348
ந்,1328
ர்,1313
க்,1290
ரு,1201
ப்,1119
;,981
தி,933
ம,926
ள்,920
இ,920
ய,906
ப,903
கு,880
டி,849
&,836
ன,822
ட,815
வி,788
யி,751
ய்,669
ட்,640
ல,615
ற்,612
டு,594
ர,560
று,551
எ,546
ண்,515
கி,510
பு,505
பா,503
ங்,467
ரி,459
பி,451
தா,446
உ,439
ற,426
வா,420
லை,419
னி,414
ளி,413
றி,386
கா,381
னை,369
ள,355
மு,351
ரை,341
ந,330
நி,329
போ,327
சி,322
ழு,318
கை,311
லா,303
மா,302
செ,301
ச்,300
யா,277
வை,274
தே,268
ண,268
பெ,256
நா,253
ளை,252
கொ,251
தை,251
டை,250
நீ,230
ச,228
வு,228
றை,223
னா,218
யு,217
லி,213
மி,207
ழி,206
ஒ,203
மை,202
ஆ,199
வே,196
ழ,189
லே,182
லு,177
ழ்,171
யை,167
சு,166
',165
னு,161
வெ,150
டா,149
மே,148
கூ,145
ணி,145
கோ,140
வீ,138
தோ,132
கே,131
வ்,130
தொ,120
பொ,112
றா,111
யே,103
ரா,101
சொ,97
ஏ,95
சை,94
தெ,90
ழை,86
பீ,83
னே,80
தீ,80
ஞ்,79
சா,69
நெ,68
ளே,66
ளா,66
ணை,65
மெ,65
மீ,63
ஓ,62
மூ,62
நு,58
நே,58
வோ,56
சே,55
பை,54
பே,52
யெ,52
தூ,48
மொ,46
யோ,46
கீ,45
ரே,44
றே,44
நூ,43
டே,43
கெ,41
ளு,40
சோ,40
யொ,29
ணா,29
மோ,28
ஊ,24
பூ,24
ரொ,23
ழா,23
ஸ்,21
ரோ,20
சீ,18
லெ,18
றொ,17
ணே,17
னோ,16
ளெ,16
னெ,16
ங,16
லோ,15
ஞ,14
நோ,14
றெ,14
னொ,12
ணீ,12
றோ,11
டெ,11
வொ,11
ணு,11
ரெ,11
ஷ்,10
ளோ,10
சூ,9
ஹ்,8
ணெ,8
நொ,7
வூ,7
லொ,6
ழே,6
ஈ,6
ஐ,6
றீ,6
த஡,5
டொ,5
ஃ,4
வ஡,4
லீ,4
ளொ,3
ரூ,3
டோ,3
யீ,3
க஡,2
லூ,2
து஡,2
ய஡,2
னீ,2
யூ,2
டீ,2
﻿,1
ம஡,1
ஹ,1
ழொ,1
ரீ,1
ஸா,1
ல஡,1
ஞா,1
ர்஧,1
ஜ,1
ற்஡,1
ணோ,1
ர஡,1
ணொ,1
ஷி,1
ரு஡,1
