letters,count
க,417
ம்,354
ன்,330
ரு,309
தி,287
த,280
ந்,265
த்,256
வ,229
டு,211
க்,208
ய்,201
கு,181
ம,174
அ,161
வா,159
ல்,139
ர,134
ப்,119
ப,118
கா,109
மு,108
ன,104
ய,104
து,103
ர்,102
ள்,101
ட,100
கி,96
ண்,94
ட்,93
ச,92
டி,83
ற்,80
தா,80
ஸ்,79
யு,78
னை,78
றி,74
சி,67
வி,66
பா,65
வே,64
மா,64
உ,64
று,63
நீ,59
எ,55
நா,53
மே,52
ல,52
ற,52
ரா,50
னே,50
ண,50
ங்,49
யி,48
யா,46
லை,45
இ,44
பி,41
தை,40
ச்,40
வீ,40
ளி,39
செ,38
போ,38
நி,38
பு,37
னி,35
யை,34
ரி,34
ஆ,34
கொ,33
லா,33
மி,32
பே,31
டை,30
ஏ,27
பெ,26
ரோ,25
லி,23
னா,23
தே,23
யே,23
னு,22
ந,22
மெ,22
ஷ,21
லே,21
மை,20
சு,20
டா,20
தெ,19
மூ,19
தோ,19
ஜோ,18
ணி,18
றை,18
ள,18
ஒ,18
ஞா,17
ளை,17
ழ,17
ஜ,15
ரே,15
பொ,14
கை,14
லு,13
ளா,12
வெ,12
சை,12
பை,12
ஞ்,11
ழு,11
ளு,11
கே,11
றே,10
டே,10
ழ்,10
றா,10
வு,10
ழி,10
ணை,9
வை,9
சொ,9
கோ,9
ஓ,9
மோ,9
¢,8
கெ,8
ளே,8
ரை,8
பூ,8
யோ,8
யெ,8
ணா,7
னெ,7
ஹ,7
ஷ்,7
தீ,6
ஹ்,6
சா,6
தூ,5
ழை,5
ரீ,4
வ்,4
சூ,4
சீ,4
லெ,4
சே,4
வோ,4
ளோ,3
ஸ,3
ஹி,3
வொ,3
ளொ,3
நெ,3
ஜ்,3
கூ,3
தொ,3
ணொ,2
லோ,2
ஸௌ,2
றோ,2
ஜி,2
சோ,2
டோ,2
ஸி,2
ஸா,2
மொ,2
﻿,1
;,1
©,1
ஷி,1
ஹா,1
ரூ,1
ஜீ,1
லூ,1
னோ,1
கௌ,1
மீ,1
பீ,1
ஷோ,1
ஜை,1
ஸை,1
ரெ,1
லீ,1
லௌ,1
ஊ,1
மௌ,1
வூ,1
டெ,1
ஔ,1
றொ,1
நோ,1
ளெ,1
யொ,1
ஜெ,1
சௌ,1
நே,1
ஐ,1
