letters,count
க,6802
ம்,6546
க்,4909
ன்,4537
த,4401
த்,4330
ல்,3833
து,3821
தி,3456
வ,3317
ப,3191
ர்,3136
ய,2876
ரு,2736
கு,2475
ப்,2394
அ,2362
ந்,2229
ம,2127
டு,2032
ள்,2025
இ,2008
கி,1933
வி,1915
ண்,1895
ட,1782
ர,1748
ங்,1721
ட்,1700
எ,1646
ன,1561
டி,1534
று,1503
ற்,1433
மா,1349
ற,1323
ல,1280
தா,1170
',1159
கா,1150
ச,1136
யா,1135
ரி,1107
ந,1060
யி,1058
ய்,1030
மு,1003
பி,999
உ,990
தை,913
கொ,889
பா,885
சி,821
லா,807
வே,804
லு,801
போ,795
டை,787
நா,772
செ,768
லை,759
ளி,734
பு,718
ஸ்,691
ரா,667
மை,664
வா,663
ளு,657
யு,653
டா,652
ஆ,648
ஒ,642
றி,641
ளை,635
றா,593
ண,589
மி,584
வு,580
ச்,575
தே,540
னா,531
னி,525
னு,520
நி,513
கை,507
பெ,505
னை,466
ள,464
தெ,437
லி,434
லே,418
சொ,398
கூ,388
ஸ,358
ஷ,347
சா,346
மே,345
யை,332
பொ,319
ஷ்,315
ரீ,313
ஜ,306
சு,304
ழ,301
ழி,299
ழு,290
வை,275
ரை,272
;,269
றை,257
ழ்,241
ஏ,239
மெ,231
யே,223
கே,222
வெ,210
மூ,202
ளா,187
தொ,185
வ்,180
கோ,174
வீ,172
தீ,171
தோ,166
ஞ்,160
பூ,160
நீ,157
சே,153
யோ,149
ழை,148
ஜா,147
ளே,145
பே,145
ணி,141
ஹி,140
ரோ,133
னே,133
ஐ,116
ரே,113
சை,106
நே,106
றே,102
றோ,102
ஓ,100
யெ,98
கீ,98
ஞா,93
வோ,88
ஜ்,88
ணை,86
சீ,85
ஹ,84
ஹா,83
பை,83
ணு,80
தூ,78
லோ,77
கெ,75
மீ,75
லீ,74
ஷை,68
ஸா,67
ங,65
நூ,63
ஷி,62
மோ,59
ளெ,58
மொ,57
நோ,56
டே,54
சோ,53
நெ,50
வொ,47
ஜீ,47
ணா,46
னோ,44
நு,44
டோ,42
றொ,41
ரெ,41
ஊ,40
யூ,39
ஈ,35
சூ,34
னெ,30
ஜை,26
ரூ,26
ஜி,26
ஸி,26
ஷா,25
ஸு,20
ஹ்,18
யொ,18
ஷே,18
றெ,17
லெ,17
ஹோ,17
ழே,14
&,13
டெ,13
ழா,13
ஸூ,13
ணீ,13
றீ,12
பீ,12
ளோ,12
{,11
},11
ஃ,10
டீ,9
லௌ,9
லொ,9
பௌ,8
ஹூ,8
சௌ,8
ஹே,7
ஸௌ,7
ஸை,7
ணே,6
நை,6
னொ,6
[,6
],6
ஜு,6
லூ,5
ஹீ,5
ஜூ,5
ஞ,5
ஷீ,5
ஹை,5
கௌ,5
ரொ,4
ரீீ,4
ழெ,4
நொ,3
ஸே,3
ணெ,3
ஜெ,3
டூ,3
ஹெ,3
ஜோ,2
னீ,2
வூ,2
ஸீ,2
ஸொ,2
ஸோ,2
யீ,2
ணூ,2
ஷோ,2
﻿,1
மௌ,1
ளூ,1
ஜே,1
ஸெ,1
ஹொ,1
வௌ,1
–,1
னூ,1
டொ,1
ஹு,1
