letters,count
ன்,129
க,82
த,80
ம்,72
வ,72
ட,63
ச,59
ல்,49
தி,48
ன,46
ற,46
க்,42
ரு,41
ந்,41
த்,38
ம,38
ப,37
னே,37
னை,37
னோ,35
ண்,34
து,33
மு,32
ல,31
கு,31
ய,29
டு,28
வா,28
வி,27
ர்,27
நீ,26
ர,26
யெ,26
கா,25
யு,23
பி,23
ய்,23
மி,22
று,22
சி,21
யி,21
டி,20
ழு,20
ப்,20
லை,20
னி,20
யா,19
ந,18
ரா,18
தா,18
ள்,17
லா,17
ற்,16
ங்,16
இ,16
கி,15
பா,15
ட்,15
வு,14
உ,14
அ,13
னு,13
ழ்,13
மோ,13
செ,13
பு,12
லு,12
பெ,12
ஈ,12
யீ,12
மா,12
தை,11
போ,11
எ,11
நே,11
மெ,11
ரி,10
ரை,10
றி,10
ளி,9
ஞ்,9
நி,9
தே,9
ள,9
றை,8
ண,8
னா,8
வெ,8
ழி,8
நா,7
யே,7
பொ,7
கோ,7
டை,7
லி,7
னெ,7
வே,7
ளை,7
தெ,7
ஆ,6
வை,6
மூ,6
மொ,5
கே,5
ளு,5
ளா,5
ழ,5
கொ,5
சொ,5
மே,5
தொ,5
ஓ,4
ணா,4
ஒ,4
பே,4
கை,4
யோ,4
மீ,4
றெ,4
சை,4
லே,4
சா,4
ரெ,4
யை,4
கெ,4
தோ,3
லெ,3
ச்,3
சு,3
ளெ,3
சே,3
நொ,3
டோ,3
வோ,3
பூ,2
ணு,2
சீ,2
கூ,2
டா,2
வ்,2
ஏ,2
சூ,2
ணி,2
நெ,2
நோ,2
யொ,2
றா,2
லோ,2
﻿,1
;,1
டே,1
ழொ,1
ளொ,1
ளீ,1
நூ,1
ஞா,1
ரொ,1
பை,1
நு,1
ஸ்,1
கீ,1
ரே,1
ளோ,1
லீ,1
மை,1
தீ,1
வீ,1
றே,1
சோ,1
டெ,1
னொ,1
