letters,count
ன்,1947
ம்,1808
ய,1776
ர்,1736
பெ,1629
க,1366
ம,809
ர,754
கு,741
ப,700
யி,690
ங்,654
வ,638
த,632
தி,621
ரு,535
ல,481
ல்,474
த்,466
ச,456
ந்,446
லி,405
ரி,403
வி,395
மு,383
ற்,358
பு,354
க்,353
ண்,350
து,348
சி,347
ட,345
கி,345
ப்,333
ஞ்,326
ன,318
டி,294
பி,292
கா,292
மா,285
று,283
ட்,281
ள்,253
அ,251
யா,235
ளி,209
சு,208
கை,205
யு,197
ள,193
வா,190
கோ,190
லை,181
றி,173
டு,170
ச்,170
னை,167
இ,163
கொ,162
ரை,162
பா,159
தா,157
ற,148
சா,146
ஆ,142
டை,142
ளை,140
னு,133
செ,132
ண,132
வை,130
வெ,122
ய்,114
நா,113
வே,113
மி,111
யெ,108
உ,108
னி,107
லா,106
வு,105
லு,103
ந,98
மே,97
ழ,91
ரா,90
பொ,89
தை,88
ழி,88
பூ,86
ணி,84
கூ,82
ழ்,80
எ,79
ழு,76
மை,72
சூ,71
மெ,70
தூ,67
சை,64
போ,60
மூ,57
ழை,57
தோ,54
சே,54
தே,53
நீ,50
கே,48
றா,47
டா,44
றை,44
சோ,43
ரே,43
நெ,38
பே,37
நி,35
கெ,35
யே,35
மீ,35
தொ,34
சீ,33
பீ,32
ளா,32
ணை,32
–,31
ஓ,30
னா,29
பை,29
லெ,27
தெ,27
ஒ,26
வ்,25
கீ,25
யூ,23
ரீ,23
ணா,23
‌,23
நு,23
ஏ,23
லே,22
ஞை,21
மொ,21
ரோ,20
ஊ,20
வீ,17
மோ,17
றெ,16
சொ,14
னே,14
ஈ,14
ளு,13
ழா,13
ரெ,13
தீ,12
{,11
},11
னெ,11
லோ,11
டே,11
;,10
யோ,10
டெ,10
ஞ,9
றே,9
ஞெ,8
றோ,7
ளெ,7
லூ,7
னீ,7
நூ,7
ஐ,7
ரூ,6
றூ,6
நொ,6
நோ,6
ணு,6
னூ,6
ழெ,6
ணெ,6
நே,5
ளே,5
யொ,5
ஞா,5
ணீ,5
கௌ,4
டீ,4
டூ,4
ஃ,3
வொ,3
னோ,3
யை,3
ணொ,3
ஸ்,2
சௌ,2
ஞி,2
லீ,2
டோ,2
ளூ,2
ழே,2
ரொ,2
யீ,2
மௌ,2
﻿,1
&,1
ஷ்,1
ஜி,1
லொ,1
—,1
னொ,1
வோ,1
ழொ,1
ணே,1
றொ,1
யௌ,1
ஷ,1
ஔ,1
நை,1
