letters,count
க,3067
ன்,2883
த,2809
வ,2431
த்,2277
ரு,2017
ர்,1837
ந்,1823
ம,1822
ய,1741
ம்,1715
ப,1715
க்,1596
தி,1556
து,1401
ன,1336
ல,1309
ர,1287
ல்,1284
கு,1244
ங்,1216
மு,1210
ப்,1174
வி,1142
ற்,1137
ட,1126
ண்,1105
று,940
ற,837
பு,832
டு,803
டி,777
யி,770
வா,764
றி,728
மா,726
ய்,709
னி,694
ரி,693
ள்,631
யா,615
ட்,587
கா,585
கி,577
யு,552
ணி,548
னை,548
லை,538
தா,529
ள,526
லி,514
ழி,498
ண,498
ளி,475
றை,467
சி,464
லா,461
மி,446
பொ,424
டை,423
ச,419
பி,411
ழு,411
ரை,380
பா,378
நி,378
னு,375
ந,374
கொ,374
வெ,355
வே,352
வு,352
செ,339
போ,330
னா,325
ச்,320
ழ,314
ஞ்,312
நா,302
கை,298
லு,297
மெ,291
ழ்,289
தெ,286
மை,284
நீ,279
பெ,273
அ,268
தொ,263
மே,262
சு,245
ரா,243
கோ,225
தை,221
வை,218
யெ,214
தோ,201
தே,190
சை,183
றா,176
ளை,175
ழை,170
இ,167
பூ,161
சா,154
ளு,142
னெ,142
ணை,136
உ,135
ஆ,135
யே,131
யை,126
கூ,125
வீ,118
மொ,113
பே,112
மூ,111
வ்,109
யொ,106
கே,105
தீ,103
லெ,103
டா,102
நெ,97
எ,93
ளா,91
யோ,91
றே,90
சூ,90
கெ,84
ரெ,79
சே,79
தூ,78
மோ,74
ணு,73
மீ,69
லோ,67
நூ,66
றெ,65
சீ,63
னே,63
ரே,63
ணா,60
பை,60
வொ,59
ரோ,59
லே,56
னோ,54
ஒ,53
ஞா,51
டெ,51
சொ,50
றோ,50
றொ,49
ஏ,48
ளெ,48
வோ,47
டே,46
லொ,45
னொ,44
சோ,41
நு,40
நோ,39
கீ,37
ழா,37
ரொ,37
ஞ,35
யீ,33
னீ,33
டொ,31
;,29
ணீ,27
ளோ,27
ரீ,24
யூ,23
நே,21
‌,21
ளே,20
டோ,19
ளொ,19
னூ,18
&,17
லீ,16
ஈ,16
டீ,16
பீ,14
வூ,14
லூ,14
ணோ,14
ஓ,13
ஸ்,12
ஊ,12
றீ,12
{,11
},11
ணெ,11
றூ,10
ரூ,9
ஐ,8
ஃ,8
ஞை,8
டூ,7
ணே,6
ளீ,5
ங,5
நொ,5
ளூ,4
ஷா,3
ஷை,3
நை,3
ழீ,3
ழொ,3
ஷே,2
ழோ,2
¡,2
ணூ,2
ழெ,2
﻿,1
ஷ,1
ஜீ,1
ஜ,1
ஷி,1
மு்,1
ஞி,1
ழூ,1
ணொ,1
மௌ,1
§,1
¨,1
