letters,count
க,302
ன்,278
த,243
க்,200
ம்,181
வ,181
கு,164
ய,151
ல்,146
ரு,145
ப்,144
த்,143
ர,133
து,131
ர்,126
டி,124
ண்,118
ப,115
ந்,113
இ,108
ல,106
ங்,99
ற்,98
று,97
பா,92
மு,91
வி,91
ற,89
அ,88
ம,80
தி,79
ட,78
ரி,75
கி,72
ன,71
சை,69
ள்,68
ட்,65
ய்,63
றி,61
தா,61
யா,60
சி,57
வெ,56
ண,54
யி,54
சீ,54
கா,53
ழி,53
லி,52
டு,52
யு,51
ள,50
எ,48
செ,46
ச்,46
வா,45
னி,44
ஞ்,44
டை,42
பு,42
உ,41
மி,40
பி,40
கை,37
ளை,37
றை,36
ரை,35
மா,35
யே,35
பெ,33
தொ,30
ழு,29
லா,28
னு,27
னை,27
ளி,27
வே,26
ழ்,25
கொ,25
மூ,23
ஒ,23
நி,23
மை,22
நா,22
மொ,21
டா,21
மெ,21
லை,20
நெ,20
ந,20
றா,20
சா,19
பொ,19
ழ,19
சு,18
தே,17
நூ,16
னா,16
வு,15
நே,15
லு,14
போ,14
ச,13
மே,13
லே,13
ஆ,12
தெ,12
ணி,12
ளா,11
ணை,11
கூ,11
ரா,11
தோ,10
ளு,10
யை,10
ஓ,9
கே,9
பூ,9
யெ,9
பே,8
வொ,8
வ்,7
மோ,7
தை,7
னே,7
தீ,7
ழை,6
சொ,6
றொ,6
யோ,5
ஏ,5
றே,5
டொ,5
தூ,5
கீ,5
சே,5
கோ,5
;,4
வை,4
சோ,4
ரே,4
ணா,4
னெ,4
லொ,4
ணு,4
ஊ,3
னோ,3
நீ,3
லோ,3
கெ,3
லெ,3
நு,3
ஈ,3
·,3
[,2
],2
©,2
யீ,2
டோ,2
றூ,2
ரோ,2
டீ,2
டூ,2
ளெ,2
றெ,2
ரொ,2
ஐ,2
டே,2
நை,2
﻿,1
ஜ,1
ழெ,1
வூ,1
னொ,1
ழா,1
பை,1
சூ,1
மீ,1
ணீ,1
றோ,1
ஞ,1
வோ,1
ரெ,1
யூ,1
வீ,1
ளோ,1
ணூ,1
&,1
