letters,count
ன்,457
ம,262
க,257
த,248
தி,239
ல்,216
ம்,213
ர்,191
ற்,181
த்,170
க்,167
வ,161
ய,154
ந,151
து,148
ந்,144
ப,139
ரு,138
ன,136
கு,135
யே,130
ங்,129
வி,121
று,117
ண்,110
ட,109
ய்,107
ப்,106
ற,104
வா,93
ர,86
ல,83
பு,80
பா,79
கா,74
ள்,73
டு,70
றி,68
யி,67
ட்,66
யா,66
லா,65
ரி,62
மி,61
செ,61
மு,61
ண,61
யு,56
மை,56
ச,55
தா,55
மா,55
கி,51
லு,50
லி,49
ச்,49
னை,48
கை,47
பி,44
மெ,43
சி,42
கொ,42
டி,38
மே,38
அ,37
தே,37
னி,37
ழி,35
ள,35
லை,33
னு,32
சா,32
ஞ்,32
பெ,31
ழ்,29
பொ,29
ரா,28
தை,28
நி,27
வை,27
வு,27
ளி,26
நா,26
ணி,26
வெ,23
சு,23
மொ,23
இ,23
ழ,23
றா,23
போ,23
டை,22
தீ,22
கே,21
சொ,20
வே,20
சை,19
தெ,18
டா,18
யை,18
றை,18
ரை,16
நீ,16
கூ,16
றே,16
சே,16
யோ,15
ளை,15
உ,15
பே,15
எ,14
னா,14
ளா,14
வீ,14
லெ,13
சீ,13
ழு,12
தொ,12
றெ,12
ளே,12
னெ,12
யெ,12
;,11
{,11
},11
ணா,11
பூ,11
னே,11
லே,11
ஆ,10
வ்,10
ழை,10
ஒ,10
ஏ,9
கோ,9
ளு,9
ணு,9
னீ,9
நூ,8
கீ,8
றோ,8
தோ,8
நோ,8
யொ,8
ரீ,7
லொ,7
னூ,6
நெ,6
ரெ,6
மோ,6
தூ,6
ஷை,5
ஓ,5
னோ,5
லோ,5
கெ,5
றீ,5
ணை,5
டே,5
ஸ்,4
ஈ,4
மூ,4
சோ,4
வூ,4
பை,4
றொ,4
மீ,4
நே,4
வோ,3
ஞா,3
ஷ,3
சூ,3
ணே,3
யீ,3
',2
ஜி,2
ஊ,2
டொ,2
ழோ,2
வொ,2
ஐ,2
லூ,2
ணெ,2
ளெ,2
ங,2
ரே,2
யூ,2
ரோ,2
ரூ,2
ஞ,2
﻿,1
&,1
ஃ,1
ம௱௱,1
ம்௵,1
ஷோ,1
ஜ,1
],1
[,1
மௌ,1
ணூ,1
ணீ,1
ளொ,1
றூ,1
ரொ,1
பீ,1
நை,1
ழா,1
ளோ,1
நு,1
நொ,1
டோ,1
