letters,count
ன்,395
க,315
த,308
ய,277
;,251
த்,245
ரு,242
ந்,241
&,241
வ,240
ண்,218
ற்,214
க்,205
ன,178
ம்,178
தி,174
ட,174
ம,161
ப,156
ர்,148
ங்,147
றை,142
ப்,141
து,136
ர,132
கு,131
னை,128
வா,120
வி,119
ய்,114
பு,103
ல்,103
றி,98
னே,98
யா,97
று,96
ற,96
ல,95
மு,89
டி,89
ரி,83
டு,79
யு,79
ஞ்,76
ச,76
பா,75
தா,74
மா,74
போ,74
செ,72
கி,71
ள்,68
கொ,68
வெ,67
யி,64
னி,63
யே,62
கா,62
ட்,60
டை,59
ந,58
ண,57
வே,55
ணி,53
னு,52
நா,51
தே,51
ள,49
சி,48
கை,48
நி,46
லை,46
வு,44
பொ,44
பெ,43
தெ,42
யெ,42
னா,41
பி,41
ழ,38
ச்,38
மெ,37
லா,34
சு,32
ழ்,32
வூ,31
லி,31
மே,30
ழி,28
டா,27
ழு,25
மை,25
மூ,25
னெ,24
லு,24
சே,24
ளி,23
கூ,23
அ,22
யை,22
வை,22
மி,21
ரா,20
தோ,20
தை,20
ரை,19
ணை,19
தொ,19
றே,19
நெ,19
யூ,18
தீ,17
பூ,17
சூ,17
ணு,17
நீ,17
டே,16
லே,16
யோ,15
வீ,15
கோ,15
மீ,14
இ,14
ளா,14
றா,14
ரெ,13
சொ,13
ளு,13
உ,12
றெ,12
கே,12
{,11
},11
ஆ,11
பே,11
னூ,11
ழை,11
ளை,10
ணா,10
றோ,10
ளே,10
யொ,10
றொ,10
கெ,10
சோ,10
லெ,10
லூ,9
வோ,9
எ,8
பை,8
வ்,8
தூ,7
சை,7
ஞா,7
ரூ,7
லோ,7
மோ,7
சா,6
ஊ,6
னோ,6
னீ,5
ளெ,5
நு,4
டோ,4
ங,4
லொ,4
ரே,4
ளோ,4
நை,3
ளூ,3
ஃ,3
ரோ,3
டொ,3
ஏ,3
ழூ,3
சீ,3
நே,3
ஐ,3
ணெ,3
யீ,3
ஹா,2
ஸ்,2
ரீ,2
ணே,2
மொ,2
ழீ,2
றீ,2
டெ,2
மௌ,2
﻿,1
நூ,1
ஞோ,1
நோ,1
ணொ,1
டூ,1
கௌ,1
ணூ,1
ணீ,1
கீ,1
ஞெ,1
ழொ,1
ழே,1
ணோ,1
