letters,count
க,4629
ம்,3713
ன்,3352
வ,3348
ர்,3207
த,3176
க்,2805
த்,2658
ரு,2610
அ,2433
ல்,2404
ப,2335
ய,2302
து,2287
ந்,1957
ப்,1812
தி,1794
கு,1655
ள்,1584
ட,1377
ற்,1304
இ,1294
டு,1290
ங்,1290
வி,1152
ட்,1124
ல,1113
ண்,1098
ன,1088
எ,1080
று,1067
ர,1029
ம,1011
டி,981
கி,922
யா,900
பா,850
ற,823
ரி,811
மு,798
தா,794
யி,771
சி,754
கா,711
டை,698
செ,684
பி,674
உ,662
வா,645
றி,615
லி,613
;,603
மா,582
ச்,572
ய்,570
யு,569
ச,546
நா,542
பு,533
ளை,524
ளி,523
தை,504
ள,492
ரா,480
லை,477
ஒ,463
மி,442
லு,427
பெ,423
வே,410
ண,401
ளு,398
கொ,398
ந,374
னா,374
ஆ,370
னு,362
ழு,348
மை,344
ரை,340
ழ,340
போ,328
கே,325
லா,324
றை,324
வு,313
றா,310
கூ,307
‌,306
டா,298
னை,289
ழ்,279
&,277
பொ,275
சொ,273
வை,259
கை,257
நி,251
தெ,243
யை,238
ணி,224
சு,219
தே,217
சா,211
வ்,197
னி,195
கோ,193
',187
மே,171
மெ,171
ஸ்,168
ழி,168
வெ,153
யே,151
தோ,145
பே,144
நூ,138
வீ,131
ளா,124
ழை,124
ஏ,120
பை,119
ஷ,118
நீ,117
லே,115
றே,112
தொ,110
ஞ்,106
சை,103
ரெ,101
னே,100
யோ,98
சே,93
கீ,93
யெ,87
மீ,82
ரீ,80
ணா,75
ணை,69
மூ,69
ஊ,68
ரே,65
நே,65
டே,64
ஜ,64
மொ,62
நெ,62
றொ,60
பூ,58
லெ,57
ஐ,55
லோ,54
ஷ்,52
ஓ,48
தீ,47
ளெ,47
னெ,46
ஞா,44
தூ,41
ளே,40
சீ,40
ரோ,38
ணு,37
றோ,37
ங,36
லூ,36
ஸ,32
யொ,32
வொ,32
னோ,32
ழா,30
வோ,30
மோ,29
சோ,28
வூ,27
ஞ,27
ரூ,25
ஈ,25
ளோ,25
டெ,25
நோ,24
ஷை,24
ஜி,22
சூ,21
கெ,20
[,19
றெ,18
],18
ஷி,17
ஸி,16
ஜை,15
றீ,13
நு,13
டீ,12
ரொ,12
ஜு,12
{,11
},11
யூ,11
னூ,11
ஹ,10
ஸௌ,10
ழே,9
ஷே,8
டோ,8
–,7
னீ,7
லொ,7
பீ,7
லீ,6
யீ,5
ஜா,5
ளூ,5
னொ,5
சௌ,5
கௌ,5
ணீ,5
ஜீ,5
ஜ்,5
டொ,5
ஹி,4
ஷா,4
ஹை,4
நொ,4
ணெ,4
நை,4
ஸா,4
ஃ,3
ழொ,3
ழெ,3
௨,2
மௌ,2
பௌ,2
ணோ,2
றூ,2
﻿,1
ளொ,1
ஜோ,1
ஸே,1
தௌ,1
ணே,1
ஜே,1
ஹெ,1
ஷு,1
யௌ,1
ஹோ,1
ழோ,1
ஹா,1
