letters,count
க,6096
ம்,5612
ன்,4617
த,4483
ர்,4270
க்,3997
த்,3761
வ,3734
து,3659
ல்,3625
ம,3561
ரு,3527
ப,3280
தி,3118
இ,2910
ப்,2631
ய,2625
ந்,2541
கு,2439
ச,2319
ள்,2236
அ,2060
ற,1960
எ,1931
ர,1925
டு,1903
று,1899
ன,1845
ண,1842
கி,1801
ண்,1758
ங்,1684
ட,1664
ற்,1606
ட்,1480
யி,1387
ல,1345
வி,1266
உ,1217
கா,1205
டி,1169
ரி,1030
மு,998
ள,996
தா,988
பு,968
ச்,945
ய்,883
சி,857
யா,850
ஆ,839
றி,809
செ,807
ரா,792
பி,763
மா,749
ளி,746
பெ,734
வா,711
டை,703
லை,670
பா,664
கொ,661
யு,647
னு,623
கூ,618
நா,612
னை,600
லி,594
‘,574
தை,563
’,562
கோ,555
னா,541
போ,527
வு,527
ளை,515
ந,513
மை,510
ரை,498
லு,487
[,486
],485
ஒ,472
வே,471
கை,470
ழு,463
சா,453
லா,433
மி,422
ளு,422
ழி,405
னி,385
நி,361
வை,353
மே,346
றை,344
ழ,340
வ்,340
டா,319
ழ்,316
பொ,316
றா,302
சு,302
தெ,295
யை,286
தே,262
தீ,252
சை,250
வெ,250
ணி,247
;,243
நூ,240
நீ,228
சே,215
லே,215
ஞ்,211
வீ,205
ளா,199
மூ,188
ஏ,185
ஸ்,181
கே,180
தொ,180
தோ,159
வூ,145
பூ,140
பே,139
மொ,111
ஊ,108
யே,106
சோ,97
ழை,96
பௌ,93
தூ,93
ணா,91
நெ,89
&,88
ணை,85
ஐ,83
ஷ,81
சூ,81
ரீ,77
ரே,72
லூ,71
சீ,70
கீ,68
வோ,67
ஓ,64
மெ,62
நே,62
யோ,59
னே,58
ஞா,58
சொ,56
நோ,54
ணு,53
லோ,51
யூ,50
றே,47
ஜ,47
மோ,47
பை,45
கெ,45
னெ,43
னூ,39
னொ,37
டெ,36
ஃ,36
மீ,35
ஈ,35
யெ,34
றொ,34
றோ,32
ஷ்,31
நு,30
ரோ,29
யொ,29
னோ,28
வொ,27
ஜி,26
டே,23
ஸ,23
பீ,21
ரூ,21
றெ,19
ரெ,17
',16
ளே,16
ழா,16
டூ,16
ஜை,13
ஜீ,13
¤,13
ளூ,13
கௌ,12
ஜா,12
ரொ,12
{,11
},11
னீ,11
ஷி,11
லெ,11
ளோ,10
லொ,10
டொ,10
ஜ்,9
ணீ,9
றூ,9
றீ,8
£,8
ளெ,8
ழே,8
டோ,7
நொ,6
தௌ,6
ஷா,6
டீ,6
ஹ,6
ஸி,5
ணெ,5
மௌ,5
ஹி,5
௸,4
ஞூ,4
ஷெ,4
ழொ,4
”,3
ஷை,3
«,3
¬,3
லீ,3
யீ,3
ணூ,3
¢,3
ஹா,3
ஷே,3
ஞி,3
“,2
ஸா,2
ணொ,2
ஹ்,2
ளொ,2
ளீ,2
¦,2
ணே,2
ஷு,2
﻿,1
–,1
ஸே,1
ழோ,1
ஜெ,1
ஜோ,1
௵,1
நை,1
ணோ,1
யௌ,1
லௌ,1
ஞ,1
ஜு,1
