letters,count
ன்,2328
த,1384
க,1249
ம்,1156
ர்,1138
வ,1032
ந்,990
ன,935
த்,865
ல்,860
தி,789
ற்,754
ரு,640
ய,625
ர,616
ப,603
து,597
அ,591
ற,561
ம,559
ட,537
டு,536
ல,528
க்,526
ங்,518
ண்,517
வி,461
று,447
றி,445
கு,428
மு,425
யி,419
இ,412
ப்,400
ய்,400
சி,383
டி,367
கி,353
ள்,339
செ,336
னை,325
மா,302
பு,293
ரி,292
லை,277
வா,270
உ,261
எ,255
கொ,241
தா,234
கை,233
பி,231
டை,228
னி,223
யா,221
மை,218
ட்,216
ஆ,216
ள,212
யு,210
னா,209
ஞ்,208
ச்,206
வு,191
ரை,188
வீ,183
லு,183
வே,181
ழி,180
வெ,180
ண,179
யே,175
கா,170
போ,165
தொ,164
னு,163
லா,162
ந,159
மே,157
பொ,154
நி,153
லி,144
பா,132
றை,130
;,128
ச,128
ழு,124
பெ,123
மி,121
ளி,120
&,119
ஒ,119
ணி,115
ழ்,113
தெ,112
தே,112
நீ,111
றா,110
தோ,109
தை,105
ழ,101
வை,95
சூ,92
ஏ,89
சை,79
கோ,78
யெ,78
மொ,77
மெ,77
கே,72
ரா,68
ளை,67
தூ,66
யை,61
¢,58
நா,58
ளு,58
ஓ,57
யோ,56
சு,56
சே,55
கூ,55
பே,54
பூ,53
நெ,51
டா,46
சா,45
ழை,42
மீ,41
ஈ,40
ளா,39
றெ,39
லோ,36
தீ,36
ணை,35
ணு,34
னோ,34
றொ,34
மோ,34
னெ,33
கெ,33
சொ,32
மூ,31
சீ,29
நோ,28
வ்,27
ஊ,26
லெ,26
சோ,26
ரோ,26
ஐ,26
நே,25
யொ,24
டே,23
ரெ,23
ளெ,22
£,20
ஞ,20
னே,19
ளோ,19
வௌ,17
னொ,16
ணா,16
றே,16
நூ,15
ரே,15
கீ,14
லே,14
நு,13
ரொ,11
வொ,11
வோ,11
டெ,11
டொ,10
¤,10
·,10
ழீ,10
{,9
},9
நொ,9
றீ,9
ஞா,9
ரீ,9
றோ,8
ளே,8
ணெ,7
தௌ,6
ழா,6
யூ,5
பை,5
லொ,5
டோ,4
ங,3
பீ,3
னூ,3
யீ,3
ஞை,2
ளீ,2
ழூ,2
﻿,1
ரூ,1
டூ,1
பௌ,1
ஞௌ,1
டௌ,1
வூ,1
ஔ,1
ழெ,1
ணொ,1
ணே,1
¦,1
நை,1
னீ,1
நௌ,1
