letters,count
ā,1131
ṇ,838
“,364
”,360
’,292
ḍ,266
ḷ,180
ṛ,154
ṭ,126
‘,45
—,34
',19
{,11
},11
;,10
–,6
ர,5
ம்,4
ஆ,3
ர்,3
யி,2
ய,2
ப்,2
பா,2
ங்,2
க,2
&,2
ś,2
﻿,1
நா,1
லா,1
த்,1
தி,1
வ்,1
வி,1
பி,1
ப,1
ந்,1
த,1
ழ்,1
வா,1
சு,1
ள்,1
இ,1
ண்,1
டா,1
கி,1
ல,1
மொ,1
ழி,1
பெ,1
பு,1
கௌ,1
ச,1
ல்,1
யா,1
ஹா,1
ட்,1
Ā,1
