letters,count
;,3918
&,3873
ன்,1407
க,1251
ம்,1244
க்,978
த,978
ல்,940
த்,898
வ,712
து,696
ந்,565
தி,549
ப்,547
ரு,535
ம,526
ட்,507
வி,499
ர்,491
அ,490
டு,488
கு,488
ள்,478
கி,437
ப,435
ன,426
ட,422
டி,419
இ,407
எ,399
ய,376
தா,340
கா,322
ங்,305
உ,303
ற,301
ல,300
று,300
ர,292
ண்,286
ய்,281
யி,263
ற்,261
லை,251
பு,241
பா,237
சி,233
னை,228
ச,213
நி,210
மு,209
ச்,208
ரி,202
மா,201
போ,201
பி,185
நா,178
றி,177
வா,176
கொ,175
சு,162
னி,158
தை,157
ண,155
ளி,155
வே,151
வை,141
–,141
ள,134
ந,134
ழி,132
யா,131
மை,131
ஆ,126
கை,126
தே,126
ஞ்,125
லா,124
றா,123
லி,122
ளை,119
பெ,116
ழு,115
லே,111
னு,105
நெ,101
டா,100
டை,100
கே,98
ழ்,98
ழ,97
யே,97
செ,95
சொ,90
ரை,90
யு,90
வு,89
மி,89
நீ,86
ஒ,85
னா,82
லு,81
வெ,77
சா,77
பொ,74
தெ,72
றை,72
மே,71
கூ,70
ஏ,69
ணி,67
தோ,66
மெ,65
பே,64
னே,61
சை,60
யை,57
ளு,52
வீ,51
ரா,51
யோ,50
கோ,50
யெ,49
பூ,48
ழை,47
தொ,46
ஓ,45
றே,42
’,41
மூ,37
‘,36
ணை,36
சே,33
கெ,33
தூ,33
ளே,32
தீ,31
மீ,30
ஊ,29
சோ,28
…,28
மோ,27
ளா,26
றோ,25
வோ,24
“,21
நே,21
ஞா,21
”,20
மொ,20
டே,20
டோ,19
ரே,19
ணு,19
னோ,17
சூ,16
நோ,15
நொ,14
றெ,14
பை,13
வ்,13
லெ,13
டெ,12
ணீ,12
{,11
},11
ணா,11
சீ,11
லோ,10
ஷ,10
ளோ,10
ஈ,9
ரோ,9
வொ,9
னெ,8
ஸ்,8
லூ,7
ழா,7
ஜா,7
ஜ,6
றொ,6
ஞ,6
கீ,5
நு,5
ரெ,4
பீ,4
ழே,4
ளெ,4
ரீ,3
னொ,3
ரூ,3
னூ,3
டொ,3
யொ,3
யூ,2
ஷ்,2
டீ,2
ணெ,2
ஜோ,2
டூ,2
நூ,2
﻿,1
ணே,1
ஜ்,1
ஹா,1
ஸை,1
ஜி,1
பௌ,1
ஜெ,1
ஐ,1
ரொ,1
ளொ,1
ஹோ,1
லொ,1
னீ,1
லீ,1
யீ,1
