letters,count
க,4093
ன்,3841
ம்,3254
க்,3167
த்,2657
ல்,2588
து,2567
த,2364
அ,2197
வ,2191
ப்,2017
ப,1908
எ,1874
ர்,1851
ட்,1780
ரு,1760
ந்,1752
ள்,1629
டு,1449
தி,1441
இ,1439
கி,1390
கு,1384
டி,1311
ட,1294
வி,1236
தா,1203
ங்,1151
ண்,1094
ம,1080
மா,1076
ர,1016
று,999
ய,998
யா,912
ன,896
கா,854
போ,782
ரி,725
பா,703
ற்,694
ற,690
வா,685
உ,675
ச,659
கொ,631
றா,620
லா,608
ண,601
லை,576
பி,553
சி,551
ல,528
னா,508
நா,486
ச்,484
டா,481
யி,455
ஒ,442
மு,439
தை,428
வே,418
ய்,403
ஆ,399
பு,395
றி,392
னி,386
ளை,374
னை,353
சு,335
ந,334
லி,325
டை,321
கே,315
‌,310
ள,308
ஏ,303
யு,293
',291
வு,276
பெ,266
ளு,264
சொ,264
நி,261
கூ,259
வை,253
கை,236
செ,231
ளி,227
ஸ்,226
னு,221
யே,218
தே,215
மி,212
ழு,205
யை,204
நீ,202
கோ,200
லு,197
பே,195
ரா,188
றை,185
லே,183
ணி,182
றே,182
மே,180
சா,172
ரை,169
தோ,168
ழ,147
வீ,145
தெ,145
ளா,145
சே,135
னே,132
மை,127
டே,121
வெ,117
ணு,115
ரே,105
யோ,103
ழி,97
ஓ,97
ளே,91
ழை,91
சை,90
ஷ்,89
மூ,86
தொ,84
ஷ,81
பொ,78
ஞ்,77
;,72
தீ,72
ஊ,70
நே,69
ழ்,68
வ்,66
ஐ,65
ஜ,64
ரொ,63
மீ,59
யெ,53
மெ,52
தூ,52
நெ,51
மோ,50
கீ,48
ஜி,48
பை,48
றீ,47
கெ,45
ணை,44
ணா,43
நோ,40
ரோ,40
ரூ,40
சீ,39
றோ,36
ஸா,36
பூ,35
டீ,33
வோ,30
ஜா,28
பீ,27
டெ,26
ஹோ,25
சோ,24
ரெ,24
ஸி,24
ளோ,20
ஃ,20
நூ,19
டோ,18
ஞா,17
லோ,17
யூ,17
னோ,16
நு,16
ரீ,16
லெ,15
சூ,14
ஈ,13
னொ,12
ஸு,12
ழே,12
ஷா,12
{,11
},11
ஜை,11
னீ,11
ஜெ,11
வொ,11
லீ,11
ணீ,10
லூ,10
றெ,9
ஹி,8
ஜ்,7
னெ,7
ணோ,7
ஸ,7
கௌ,7
ஞ,7
ழா,7
மொ,7
ஸை,6
யொ,6
றொ,6
ஷி,6
ஹை,6
ஸீ,5
ளெ,5
ஹா,4
ஜோ,4
சௌ,4
ஹூ,4
ஸெ,4
ஜு,4
ஜே,3
ளூ,3
ணே,3
யௌ,3
ணெ,3
ஹ,3
மௌ,3
–,2
ழெ,2
ஙொ,2
ஸே,2
லொ,2
ளீ,2
டூ,2
நொ,2
ஷே,2
ஶ்,2
﻿,1
&,1
ணூ,1
ஸோ,1
நை,1
வூ,1
ஹெ,1
ஜீ,1
],1
ஹொ,1
ஷெ,1
ணொ,1
டொ,1
