letters,count
க,1148
ன்,814
ம்,812
க்,751
த்,723
வ,640
த,637
து,619
ர்,594
ல்,566
ரு,532
தி,527
ப்,495
ப,486
ய,484
கு,457
ட,430
ண்,410
அ,408
ர,400
வி,374
ந்,372
ட்,327
டு,327
ம,310
டி,309
ள்,300
இ,297
ங்,278
தா,269
ச,266
ல,258
ன,236
பா,234
எ,234
கா,231
கி,227
வு,225
ரி,199
மா,197
மு,194
று,190
போ,187
பி,185
ய்,175
யி,170
வா,168
ற்,165
ச்,151
யா,149
னு,141
உ,139
சி,138
கொ,137
பு,134
டை,131
ரா,129
தை,128
ஒ,124
ள,124
லே,123
ற,122
மி,119
ளி,110
டா,110
லை,106
சா,106
னை,104
ண,97
ந,95
வே,95
ளு,94
றி,91
னா,91
செ,86
லா,85
லி,84
நா,83
ளை,77
ஜ,77
சு,76
லு,76
சொ,76
றா,76
யு,75
நி,73
தெ,72
ழு,71
கை,69
ஆ,68
னி,65
ரை,64
ழி,62
பெ,59
மே,57
கே,55
“,55
மீ,54
ஸ்,53
னே,53
வை,52
”,52
தே,51
கூ,51
‘,50
;,46
ஷ,46
ஷ்,46
’,46
ழ,45
ஞ்,44
யே,43
ணி,40
யை,40
றை,40
வெ,40
பை,39
ஏ,38
சே,36
வ்,35
தோ,33
தொ,32
ழ்,32
',32
மெ,32
பொ,31
ளா,30
பூ,29
பே,29
மூ,27
–,27
வீ,24
ஜா,24
ழை,23
யெ,22
மை,20
யோ,20
ஊ,19
கோ,19
ரே,19
றே,19
கெ,19
நீ,19
மொ,18
னூ,17
மோ,17
ணு,17
ளெ,16
ஐ,15
நே,15
நெ,15
கீ,15
ளே,15
…,15
ஸ,14
சீ,14
சோ,14
ரீ,13
{,11
},11
டே,11
லோ,11
தூ,11
ணா,11
ரோ,10
நூ,10
தீ,10
ஷை,8
ஜை,8
நோ,8
றொ,8
ஞா,8
ரெ,8
னோ,7
றோ,7
ணை,7
நு,6
சை,6
னெ,6
ணீ,6
லீ,5
வூ,5
ஓ,5
ஷா,5
சூ,5
ஜ்,5
வோ,4
ஜி,4
வொ,4
டோ,3
றெ,3
யூ,3
ஜீ,3
ரொ,3
ஷி,3
ளோ,3
றீ,3
லெ,2
ங,2
ஹி,2
ரூ,2
னொ,2
ஜு,2
ஹா,2
ஷோ,2
﻿,1
&,1
ஈ,1
ழா,1
ளொ,1
ஷே,1
ழெ,1
ஜூ,1
ஹோ,1
ழே,1
ஃ,1
ஹீ,1
யொ,1
ணே,1
டீ,1
னீ,1
ஜோ,1
