letters,count
க,2595
ம்,2212
த,1751
ன்,1658
ல்,1577
வ,1492
து,1454
க்,1453
அ,1279
ற்,1272
த்,1236
ர்,1182
ரு,1121
ப,1091
ந்,1063
கு,977
ய,977
ப்,974
இ,890
டு,855
ங்,798
ல,760
வி,689
ம,686
ள்,653
று,611
ன,604
ற,604
ண்,585
எ,582
றி,563
யி,561
உ,557
கி,550
ட்,547
தி,535
ட,493
யா,471
ய்,451
ழி,443
சி,416
லா,414
மு,395
ச்,393
டி,390
ளை,388
வு,385
ள,378
யு,369
தா,358
மை,350
லு,346
மி,345
கா,342
ளி,318
பி,312
வா,309
செ,300
ந,300
மா,298
டை,293
ஆ,285
ர,283
பு,275
ரி,275
நா,272
பா,266
லை,265
வே,263
பெ,254
ழ்,245
மொ,242
னு,241
போ,238
ஒ,232
கை,229
ளு,220
னை,219
ண,215
ழ,207
றை,196
சொ,193
வ்,181
வை,178
ரா,175
றா,175
‘,173
லி,172
கொ,170
நி,163
பொ,156
னா,153
னி,146
;,144
டா,143
ரை,141
மே,139
ஞ்,135
ழு,133
யே,131
நூ,124
யை,121
ளா,116
தை,114
தொ,111
சு,107
தெ,103
“,102
பே,94
ச,90
வெ,85
றோ,84
தே,83
ஏ,80
மெ,80
கூ,77
ழை,74
கே,67
ங,65
லே,60
ஓ,57
நீ,56
ணி,52
யெ,52
ரோ,48
யோ,47
தோ,45
சே,44
ஊ,44
தீ,38
&,37
நே,37
சை,35
தூ,31
சா,31
நோ,30
கோ,29
ரே,29
நெ,29
மோ,28
ணு,28
நு,26
வோ,23
பை,23
ஃ,23
ஐ,23
ளெ,23
மூ,22
ளே,22
ளோ,21
றே,20
னோ,20
கீ,20
ணை,19
றொ,18
ஈ,18
ரெ,17
ஸ்,17
வீ,17
னே,16
லோ,16
ழா,14
யொ,14
கெ,14
வொ,13
சூ,13
பூ,12
டோ,12
டே,12
{,11
},11
ஞா,11
னெ,11
சோ,10
ஞ,10
டொ,10
ரொ,9
ணா,8
டெ,8
றெ,8
சீ,8
யூ,7
ஜா,7
னூ,6
ஜ,6
மீ,6
ரூ,6
ஷ்,5
–,5
ழே,5
ரீ,4
’,4
லெ,4
லொ,4
ஔ,4
ணீ,3
டீ,3
ணே,3
னொ,3
பீ,3
ளொ,3
ழோ,3
நொ,3
லீ,3
லூ,2
நை,2
யீ,2
ஜே,2
ஜ்,2
ஹ,2
ஸ,2
ழெ,2
வூ,2
”,2
﻿,1
கொ,1
ஷி,1
ஸா,1
ஜை,1
ஷே,1
ஷெ,1
ஜெ,1
டூ,1
ஷ,1
ஷா,1
ஷீ,1
ழொ,1
ஹி,1
றூ,1
பௌ,1
