letters,count
க,2452
ன்,1658
ம்,1629
க்,1391
த,1317
ல்,1301
வ,1200
த்,1150
து,1012
ய,993
ப்,984
ப,944
ர்,898
ந்,851
தி,836
ரு,812
அ,809
இ,747
ட,659
கு,655
ள்,633
ன,628
கி,573
ற்,552
வி,549
டு,543
ல,513
ட்,483
டி,479
ம,474
ர,470
லா,466
எ,462
ற,452
ங்,430
பி,387
யி,364
பா,345
று,342
மு,340
உ,324
சி,311
ண்,308
கா,299
யா,295
மா,281
மி,279
',277
பு,276
டை,275
ளி,270
றி,264
தா,262
ச்,253
ள,252
யு,244
ய்,237
தை,235
லே,227
ழி,225
ஆ,218
பெ,217
போ,217
ந,216
நா,214
னி,205
வு,203
ளை,199
லை,197
மொ,195
வா,194
செ,194
ச,193
வை,179
வே,179
ரை,178
லு,178
ண,176
னா,169
ஒ,168
லி,166
ழ்,160
கை,158
ளு,151
னு,145
மை,143
நி,142
றை,131
னை,127
கொ,127
ழு,126
ரா,120
றா,119
தொ,103
ழ,103
சு,101
பொ,98
நூ,97
சொ,92
கூ,88
யை,88
தே,79
ளா,77
மே,69
சா,65
டா,65
ழா,61
ஓ,61
தோ,61
;,59
நீ,59
ஏ,58
வௌி,58
ஸ்,57
ழை,57
பே,57
வ்,54
யே,54
வெ,53
கோ,52
ணி,52
வீ,52
ஷ்,51
மூ,46
சீ,40
சை,40
கே,39
தெ,38
மீ,35
சே,35
பை,33
ணை,31
மாி,30
ஞ்,27
ரே,27
நெ,25
றே,25
வோ,24
சிாி,23
லொ,22
ஞ,22
ஐ,22
தூ,21
னே,21
லெ,20
லோ,20
நே,20
யோ,20
ரோ,19
தீ,19
றோ,18
சூாி,18
நோ,17
ஊ,17
திாி,17
ணு,17
யாி,17
ரொ,16
னோ,16
பொி,16
காி,16
பாி,16
ஈ,15
வாி,15
ஹெ,13
பூ,13
கெ,13
டோ,12
ளே,12
தொி,12
யொ,12
பிாி,11
கீ,11
மெ,11
ஹி,10
யூ,10
சூ,10
யெ,9
நு,9
ணா,9
போாி,8
விாி,8
மோ,7
காாி,7
வொ,7
னொ,7
சாி,7
டெ,6
&,6
யீ,6
ஸி,6
தாி,6
மொி,6
றொ,6
ஜ,5
சோ,5
புாி,5
ஃ,5
டே,5
தௌி,5
ஞா,4
எாி,4
ணீ,4
அாி,4
ஆாி,4
வூ,4
உாி,4
கீாி,4
ஏாி,3
வாாி,3
யாாி,3
நொ,3
குாி,3
ஞாி,3
போி,3
கௌ,3
சுாி,3
ளோ,3
னெ,3
பாாி,2
ணெ,2
டொ,2
துாி,2
லூாி,2
ரூ,2
னாி,2
ளெ,2
ஜெ,2
யோாி,2
ஷ,2
ழீ,2
பீ,2
ஹா,2
ஜா,2
ளாி,2
ஹை,2
சோாி,2
றெ,2
ஹீ,2
னீ,2
ழூ,2
பொாி,2
﻿,1
©,1
ஔ,1
ரி,1
லாி,1
யிாி,1
ணீாி,1
ஜீ,1
ஜாி,1
கிாி,1
ஹ,1
கோி,1
வோாி,1
ஷே,1
ஸு,1
ஹே,1
[,1
],1
ஒாி,1
ஸா,1
ஞை,1
அா,1
ரௌ,1
கூாி,1
வீாி,1
காா,1
பூாி,1
ழே,1
றூ,1
தூாி,1
ஹ்,1
சொாி,1
ணே,1
நீாி,1
ரெ,1
ழாி,1
த்ாி,1
ணோ,1
யூாி,1
ஹொ,1
