letters,count
க,3250
ம்,2697
த்,2452
ர்,2330
த,2268
க்,2234
ன்,2021
தி,1999
ல்,1915
ந்,1822
து,1785
வ,1732
ப,1467
அ,1405
ரு,1327
கு,1316
ப்,1248
ய,1245
ட,1135
கா,1104
ட்,1095
ள்,1093
ர,1032
ம,1024
வி,997
டி,934
எ,930
இ,927
ங்,910
தா,830
மா,812
டு,785
று,744
ற்,718
ண்,707
கி,691
ன,684
ச,681
ரி,657
யி,617
பி,578
யா,554
ல,507
ஆ,507
மு,498
னா,489
லை,487
சி,469
ய்,454
உ,450
போ,427
பா,421
செ,421
லா,401
கொ,397
ச்,365
ரா,354
வே,354
ந,347
றி,346
தை,344
ஸ்,341
ளி,330
டை,327
வு,324
ற,316
ளு,290
ஒ,289
யு,286
வா,281
டா,280
பு,261
நா,252
நி,251
ள,243
ண,233
ளை,232
கூ,230
கை,227
லி,222
மி,220
சா,217
ஜி,206
மை,204
னு,195
லு,183
யை,180
பெ,175
னி,175
ஏ,173
தே,171
னை,166
ஜ,162
வை,152
சு,150
கே,146
சொ,142
ரீ,141
தொ,140
‌,139
ரை,138
ழி,138
றா,135
றை,135
தெ,134
சே,127
ஷ,125
ழு,115
மே,106
கோ,106
லே,104
வ்,94
பே,93
பொ,92
யோ,85
ளா,82
ஷ்,81
யே,80
ஹ,79
மூ,75
றே,75
தோ,74
தீ,74
நீ,70
ழை,68
ழ்,63
வெ,63
ழ,62
நே,60
',59
வீ,59
ணி,58
சை,56
;,55
டே,51
ஊ,49
பூ,47
னே,44
லீ,43
ணை,41
மோ,40
யெ,40
சோ,39
மீ,39
சூ,39
பை,38
கீ,36
ணா,35
கெ,33
தூ,32
ஹி,31
மெ,30
நோ,29
ரோ,29
ஞ்,27
நெ,27
ஸா,27
ஜ்,27
ரே,26
ஓ,25
ளே,25
சீ,24
ஐ,24
நு,24
ஸ,21
ஹா,20
வோ,19
பீ,19
ரூ,18
லோ,17
மொ,17
ஈ,17
ஞை,17
றோ,16
வொ,14
லெ,14
ஸி,13
ணு,12
னொ,12
{,11
},11
யொ,11
ஷோ,11
ஜீ,9
னோ,9
ளோ,8
ஷா,8
றீ,8
ஜே,8
நூ,7
ஜு,7
ஜெ,7
ஷி,7
டோ,6
ரெ,6
ஜா,6
மௌ,6
டீ,5
றொ,5
ணீ,5
பௌ,5
&,4
கொ,4
லூ,4
ஞ,4
ஞா,4
டெ,4
ழே,3
ரொ,3
ழா,3
ஜை,3
ஸு,3
ஸே,3
சௌ,3
ஷே,3
னெ,3
ஸை,3
ளெ,3
றெ,2
ஸோ,2
கௌ,2
ஹ்,2
னௌ,2
யூ,2
ஹோ,2
﻿,1
ஜோ,1
யீ,1
ஜூ,1
து்,1
டூ,1
ஹீ,1
ஹே,1
ழெ,1
ளூ,1
ஷை,1
ணெ,1
