letters,count
க,506
ன்,491
த,382
ர்,369
வ,353
ந்,327
க்,306
ம்,305
ய,304
ல,298
ரு,273
த்,266
ம,260
ண்,250
கு,246
ங்,243
தி,242
டி,232
ல்,222
வி,220
ன,209
ட,192
ப,190
ற்,188
ரி,180
து,155
ர,145
று,138
டு,130
சி,129
ற,123
மு,122
ழி,122
யி,121
டை,118
கா,115
ந,113
வா,111
மா,109
கி,105
ப்,101
ட்,93
பு,92
கோ,90
யா,88
கொ,88
பா,87
ள்,87
லை,83
நெ,83
அ,81
ஆ,79
னி,79
வே,79
னை,76
லி,76
ள,76
வெ,76
ய்,73
றி,72
செ,71
சீ,69
கை,67
ச,65
தா,64
மி,64
யு,63
வு,60
ஞ்,59
றை,58
டா,58
ழு,57
ளி,56
ளை,56
ச்,55
மே,55
தே,55
நா,54
பொ,52
தெ,51
லா,51
ரா,51
ழ,48
எ,47
மெ,46
நி,45
தொ,44
ணி,41
யே,41
ழ்,40
ண,40
னா,40
பி,39
வை,38
ளா,38
ரை,37
போ,37
தோ,36
சை,35
னு,34
நீ,34
சு,33
பெ,32
லு,32
யெ,29
தை,28
பூ,25
றா,24
மை,23
வீ,23
கூ,23
னே,22
ளு,21
சே,20
இ,19
சொ,19
நே,19
றே,18
கே,18
சா,18
கெ,15
லோ,15
ரே,14
ழை,14
டோ,14
ணை,13
ணா,13
வோ,12
டே,12
சோ,12
னோ,12
உ,11
யோ,11
றோ,11
மோ,11
வ்,10
தீ,10
ணு,10
ஓ,9
ரெ,9
னெ,9
சூ,9
தூ,9
லே,9
றெ,9
பே,9
மொ,9
யை,8
ளே,8
வூ,8
ளெ,7
ழா,7
றொ,7
ணெ,7
லெ,6
ரோ,6
கீ,6
மூ,5
நு,5
பை,5
னீ,5
ஞா,5
னொ,5
ரூ,5
ரொ,4
டெ,4
ஏ,4
நூ,3
ஒ,3
வொ,3
யூ,3
நோ,3
மீ,3
லீ,3
லொ,3
ஊ,3
யொ,3
டொ,3
றீ,3
&,2
னூ,2
ங,2
ணீ,2
ஃ,2
ணே,2
ஈ,2
டூ,2
﻿,1
;,1
©,1
வௌி,1
ஞ,1
ழொ,1
லூ,1
பீ,1
ளொ,1
ரீ,1
நை,1
ணொ,1
கொா,1
ளோ,1
மிை,1
