letters,count
ன்,3419
க்,3076
க,2976
த்,2682
து,2164
த,2151
வ,2055
ல்,2055
ம்,1893
ரு,1709
ப்,1682
ன,1658
தி,1631
ப,1535
ந்,1467
டு,1462
அ,1421
கு,1392
ண்,1284
கி,1266
ட்,1190
ய,1139
ர,1121
ம,1049
ர்,1048
ட,1028
ற்,994
யி,966
ங்,948
டி,941
இ,940
வி,880
ச,861
ற,831
று,778
கொ,769
போ,750
ல,673
கா,669
ள்,664
பி,651
தை,645
யா,629
எ,609
ரி,603
சி,559
ச்,552
பா,551
ய்,541
தா,533
லா,521
மா,500
மு,490
னை,467
னா,459
கே,442
வா,432
கை,431
வே,424
ரா,413
றி,410
லி,406
டை,403
னு,399
பு,391
மி,383
ந,382
நா,369
ளை,365
சொ,364
லு,348
உ,342
லை,319
யு,315
ண,315
ஆ,315
மெ,309
னி,305
றா,296
செ,286
ஞ்,279
னெ,279
யெ,278
னே,273
சு,265
யை,262
நீ,262
டா,258
தெ,244
ஒ,242
சா,240
வு,238
நி,226
ள,222
ளி,200
வை,197
வெ,195
ணி,186
தே,181
ரை,181
பெ,179
வ்,179
மை,172
தோ,163
மே,160
ளு,153
யே,152
றை,148
பே,144
ழி,143
கூ,139
பொ,135
ழு,132
வீ,108
யோ,96
மூ,93
ழ,91
கெ,89
தொ,87
லே,87
றே,85
சீ,85
நே,79
கோ,77
ஓ,76
ஷ்,74
லெ,73
லோ,72
ணு,69
சை,69
சே,68
நெ,67
னோ,65
ழ்,64
ஷ,64
ளெ,64
ழை,63
ஏ,61
மீ,61
ளா,58
பூ,55
வோ,52
தீ,50
ஸ்,49
தூ,47
மொ,45
ரீ,45
மோ,44
சோ,43
றொ,42
றோ,42
பை,41
டே,41
நோ,41
ளே,40
றெ,40
ணா,35
லொ,35
ங,34
ரோ,28
ஜ,27
ரெ,27
ணீ,27
ணை,25
ளோ,25
ஐ,24
கீ,23
வொ,23
சூ,23
யொ,22
;,21
ரே,20
ஜா,18
ஃ,17
ஷி,17
னொ,17
டெ,17
டோ,16
ரூ,16
ஈ,15
நு,14
நூ,12
{,11
},11
ழா,11
றீ,11
டூ,10
யூ,10
பீ,9
வூ,9
யீ,8
ஊ,8
ஷா,7
ணே,6
ளொ,5
நொ,5
கௌ,5
லூ,5
மௌ,5
டீ,5
டொ,4
ஷே,4
ணோ,4
ரொ,3
…,3
ளீ,3
ழே,3
னீ,3
னூ,3
ஞா,2
ஷை,2
சௌ,2
ஹா,2
ஞ,2
ழீ,2
﻿,1
&,1
ோ,1
ழோ,1
ஞீ,1
கி்,1
யௌ,1
ந்ி,1
ஜ்,1
ரௌ,1
றொ,1
யொ,1
ணூ,1
ஜீ,1
போ,1
',1
ளூ,1
பி்,1
நை,1
ணெ,1
ழெ,1
லோ,1
ழொ,1
பௌ,1
றூ,1
ஞெ,1
