letters,count
ப,474
த்,405
ர்,315
தீ,265
ம்,251
தி,224
க,203
ரு,200
ம,186
க்,186
ந்,180
த,178
ன்,172
வ,165
கா,163
ங்,159
ற்,151
கை,122
கு,116
ண்,107
ய,104
ன,84
ப்,81
ஞ்,80
ல,77
ட,77
வி,75
ர,72
பா,69
டு,69
மு,69
ல்,66
து,66
ரி,64
ண,64
ச,55
கி,54
மா,54
ட்,52
லை,48
ணை,47
சோ,46
லா,45
ணி,44
வெ,43
று,43
வா,43
மே,43
பு,42
ள,42
தா,42
மி,41
ந,41
சி,40
டி,40
ய்,39
ணா,38
ற,37
மெ,36
செ,36
ள்,34
யு,34
யா,33
ச்,32
ளி,31
னு,30
கொ,30
பி,30
னை,29
ரா,28
றி,28
யி,26
னி,26
போ,25
ழ்,25
டை,23
டீ,22
வு,22
வே,21
பொ,20
தெ,20
லி,20
ளு,20
சே,19
லு,19
ழி,19
னா,18
றீ,18
சா,18
சை,17
சு,16
ரை,16
மை,16
கோ,15
நா,15
தோ,15
பெ,14
சீ,14
ழு,13
ழ,12
டா,12
னே,12
றை,12
தே,12
நி,12
நீ,11
மொ,11
கே,11
;,10
தொ,10
ளை,10
யே,10
யோ,10
ஞா,10
{,9
},9
தை,9
ஆ,8
மீ,8
பூ,8
நே,8
அ,7
மோ,7
பே,7
நெ,7
சூ,6
யெ,6
லே,5
கீ,5
வை,5
கூ,5
லோ,5
ழை,5
ணு,5
கெ,5
இ,4
யொ,4
னீ,4
யை,4
தூ,4
றா,3
டோ,3
எ,3
வீ,3
வோ,3
ழா,3
வ்,3
மூ,3
நோ,3
டே,3
னெ,3
உ,2
ரெ,2
றே,2
வொ,2
ளா,2
சொ,2
லெ,2
ஏ,2
னோ,2
﻿,1
&,1
யீ,1
ஈ,1
ஸ்,1
நூ,1
றொ,1
வூ,1
ளோ,1
ரோ,1
ரூ,1
ணோ,1
ங,1
றெ,1
ரே,1
ணெ,1
டூ,1
டெ,1
ளெ,1
ஊ,1
றூ,1
ணீ,1
