letters,count
க,3667
ன்,2950
ம்,2938
க்,2745
ல்,2448
வ,2420
த,2383
அ,2267
து,1933
ப்,1887
ந்,1840
கு,1823
த்,1809
ரு,1755
ர்,1724
ய,1713
ப,1559
ள்,1520
தி,1348
இ,1263
எ,1253
ண்,1196
ட,1191
ம,1187
டு,1121
ட்,1000
டி,975
று,922
ற்,921
ற,915
வி,915
கி,909
ரி,866
உ,855
ர,843
ய்,843
ல,777
டை,757
ங்,733
ன,717
யா,706
மு,677
தா,674
ண,613
போ,602
பு,593
கா,585
ளை,566
னு,561
சி,559
யி,549
மை,542
பி,542
கொ,542
ளு,518
யு,513
செ,508
சு,502
றி,475
ச,472
பெ,458
பா,451
ஆ,449
ந,446
லா,444
ள,419
ஒ,417
நா,412
ச்,410
லு,397
லை,386
மா,385
வு,380
னை,378
னா,373
டா,368
னே,360
ளி,348
வா,344
வே,342
தை,310
ழு,285
கை,284
யை,281
றா,279
பொ,259
றை,236
ழி,235
லி,214
தெ,206
ரை,202
ழ,199
வை,198
சொ,171
ரா,169
மி,160
கூ,160
மே,154
ஞ்,154
னி,149
வ்,144
நி,136
ளா,135
லே,134
நீ,132
ழ்,131
தீ,128
வெ,127
;,124
சா,121
கே,119
ணி,113
தோ,112
யே,107
தொ,105
தே,99
பே,99
ஊ,97
ஏ,97
ரே,90
',79
நோ,77
வீ,76
ழை,67
தூ,65
றே,65
சை,59
மொ,54
ஐ,53
ணு,51
கோ,51
யோ,51
சூ,51
மூ,50
ஓ,50
வோ,46
ணா,46
கெ,45
நே,45
சே,44
நூ,42
ளே,40
ணை,40
யெ,40
நெ,33
பை,33
பூ,33
டே,32
ழா,32
மீ,31
றோ,28
மெ,25
னோ,24
நு,24
கீ,23
லோ,22
[,22
],21
ணீ,20
ஃ,19
ரெ,19
ளோ,16
றொ,16
ரோ,16
சீ,15
மோ,13
டோ,13
சோ,12
{,11
},11
வொ,11
னெ,11
யூ,10
லெ,10
“,9
ழே,8
டீ,8
லொ,7
”,7
ஞ,7
றீ,6
பீ,5
ஈ,5
றெ,5
ணெ,5
ணே,5
ளெ,5
ஷ்,4
ஸ்,4
ணூ,4
டெ,3
ஷ,3
ஞா,3
வூ,3
னொ,3
யீ,2
லூ,2
யொ,2
மௌ,2
ங,2
﻿,1
&,1
றூ,1
ஜ,1
ஹ,1
ஜ்,1
ஜீ,1
ஷா,1
ஷே,1
ஷி,1
«,1
டொ,1
ளீ,1
ரூ,1
ளூ,1
நொ,1
ரௌ,1
லீ,1
டூ,1
