letters,count
க,3473
ம்,2802
ன்,2121
க்,1896
த்,1736
அ,1593
து,1591
த,1524
வ,1486
ள்,1476
ல்,1350
ங்,1299
ப,1222
ரு,1191
தி,1149
ய,1035
ர்,1004
ப்,909
கு,856
கி,853
உ,798
ன,788
ற்,738
டு,689
யு,665
ற,650
ந்,641
ல,633
ம,601
வி,599
ண்,564
மை,551
ர,537
யா,536
இ,533
று,515
ட,510
ச,507
நி,495
மா,494
தை,467
டி,450
நீ,447
மு,439
ளை,433
கா,427
எ,410
யி,407
லை,399
ஒ,396
ட்,391
;,377
றி,368
செ,364
ந,361
ய்,360
ள,353
டை,348
பி,340
கொ,340
னை,339
ரி,324
பு,320
ஆ,309
வு,307
ச்,296
லா,295
தா,284
ளு,284
லு,277
சி,264
வா,263
ளி,259
யை,246
வே,245
பொ,238
னி,228
பா,218
கை,206
ழு,186
',176
லி,174
வ்,172
போ,171
வை,171
சு,158
ண,149
ளா,149
றை,145
னா,144
நா,143
மி,141
மெ,127
ழி,126
றா,126
டா,126
னு,125
வெ,123
ழ்,118
தோ,108
வீ,101
பெ,100
தெ,95
தே,91
மே,91
கூ,91
ரா,83
யோ,83
ஞ்,80
தீ,80
ஷ,71
யெ,71
ஸ்,70
ரோ,68
ஞா,67
சா,67
யே,66
ழ,64
சொ,63
ஏ,62
ரை,61
நே,58
தொ,55
ஓ,53
தூ,51
னோ,49
றீ,47
ஃ,46
நோ,44
ணி,43
ளெ,42
ஷ்,42
னெ,42
ரீ,41
சே,41
வோ,40
மூ,39
வொ,38
பீ,37
கே,36
லே,35
றே,35
சை,35
லோ,34
மீ,34
ளே,33
பூ,32
னே,32
பே,32
ணு,32
கோ,31
கெ,31
கீ,28
நூ,27
ஜ,26
நு,26
நெ,25
ளோ,23
பை,21
மொ,19
சூ,19
ரே,18
ஊ,18
சீ,17
ழை,17
ஜீ,15
மோ,15
ஹீ,14
றொ,13
றோ,13
{,11
},11
ஐ,11
மௌ,10
ரெ,10
ஈ,10
யொ,10
ணா,9
ணை,9
லெ,9
ஜே,8
றெ,8
¢,8
னூ,7
டே,7
டீ,7
ரூ,7
ஷி,5
§,4
சௌ,4
டொ,3
யூ,3
ஜா,3
ஞ,3
சோ,3
ழே,3
ஹி,3
ழா,2
டோ,2
ளொ,2
லொ,2
யீ,2
﻿,1
&,1
லீ,1
ஷை,1
ஷே,1
வூ,1
ணே,1
ரொ,1
னொ,1
ஜெ,1
¦,1
ஹ,1
£,1
டூ,1
ளூ,1
டெ,1
¤,1
ஜை,1
லூ,1
ஸி,1
ஸ,1
கௌ,1
