words,count,book
நீ,14,pmuni0103.html
என்று,12,pmuni0103.html
என்றும்,10,pmuni0103.html
அழகர்,9,pmuni0103.html
என்னும்,9,pmuni0103.html
உண்டு,9,pmuni0103.html
எனும்,9,pmuni0103.html
ஒரு,7,pmuni0103.html
எல்லாம்,6,pmuni0103.html
தான்,6,pmuni0103.html
உரைத்தல்,5,pmuni0103.html
தன்,5,pmuni0103.html
மாலை,5,pmuni0103.html
மீது,5,pmuni0103.html
கொண்டு,5,pmuni0103.html
உண்டோ,5,pmuni0103.html
போலும்,5,pmuni0103.html
அன்று,5,pmuni0103.html
ஒன்றே,5,pmuni0103.html
வந்த,5,pmuni0103.html
எங்கும்,5,pmuni0103.html
அங்கு,5,pmuni0103.html
வந்து,5,pmuni0103.html
விமானம்,5,pmuni0103.html
கிள்ளை,4,pmuni0103.html
தலைவி,4,pmuni0103.html
மேல்,4,pmuni0103.html
விட்டு,4,pmuni0103.html
வரும்,4,pmuni0103.html
என்,4,pmuni0103.html
பேர்,4,pmuni0103.html
மால்,4,pmuni0103.html
போல்,4,pmuni0103.html
திருமலை,4,pmuni0103.html
நான்,4,pmuni0103.html
ஒன்று,4,pmuni0103.html
ஆனோன்,4,pmuni0103.html
இது,4,pmuni0103.html
ஓர்,4,pmuni0103.html
தூது,3,pmuni0103.html
கிளியின்,3,pmuni0103.html
கோடைத்,3,pmuni0103.html
சோலைமலை,3,pmuni0103.html
வேதனை,3,pmuni0103.html
கடவுள்,3,pmuni0103.html
வையம்,3,pmuni0103.html
உனக்கு,3,pmuni0103.html
வெய்யோன்,3,pmuni0103.html
சொல்லாய்,3,pmuni0103.html
உனைப்,3,pmuni0103.html
உன்னை,3,pmuni0103.html
பேரும்,3,pmuni0103.html
என்றால்,3,pmuni0103.html
போல,3,pmuni0103.html
எங்கள்,3,pmuni0103.html
முகம்,3,pmuni0103.html
கொண்டாய்,3,pmuni0103.html
உறும்,3,pmuni0103.html
வெண்ணெய்,3,pmuni0103.html
தம்பிரான்,3,pmuni0103.html
தானும்,3,pmuni0103.html
என்னத்,3,pmuni0103.html
புகழ்ந்து,3,pmuni0103.html
மலை,3,pmuni0103.html
பொன்,3,pmuni0103.html
