words,count,book
தன்ன,8,pmuni0067.html
ஒருகை,8,pmuni0067.html
பலவுடன்,5,pmuni0067.html
பலர்புகழ்,4,pmuni0067.html
தைஇய,4,pmuni0067.html
பெருந்தண்,4,pmuni0067.html
உருவின்,4,pmuni0067.html
கொண்ட,4,pmuni0067.html
;,3,pmuni0067.html
திருமுருகாற்றுப்படை,3,pmuni0067.html
உலகம்,3,pmuni0067.html
அல்குல்,3,pmuni0067.html
இடையிடுபு,3,pmuni0067.html
வென்றடு,3,pmuni0067.html
பாடி,3,pmuni0067.html
சோலை,3,pmuni0067.html
அறியா,3,pmuni0067.html
உருகெழு,3,pmuni0067.html
கொற்றத்து,3,pmuni0067.html
அவிழ்ந்த,3,pmuni0067.html
உறைதலும்,3,pmuni0067.html
உரியன்,3,pmuni0067.html
மாலை,3,pmuni0067.html
மொய்ம்பின்,3,pmuni0067.html
தாவில்,3,pmuni0067.html
அந்தணர்,3,pmuni0067.html
மார்பின்,3,pmuni0067.html
நிலைஇய,3,pmuni0067.html
செல்வனும்,3,pmuni0067.html
அதான்று,3,pmuni0067.html
வேலன்,3,pmuni0067.html
வேறுபல்,3,pmuni0067.html
மதுரைக்,2,pmuni0067.html
கணக்காயனார்,2,pmuni0067.html
மகனார்,2,pmuni0067.html
நக்கீரர்,2,pmuni0067.html
இமைக்கும்,2,pmuni0067.html
சேண்விளங்கு,2,pmuni0067.html
தாங்கிய,2,pmuni0067.html
செறுநர்த்,2,pmuni0067.html
தேய்த்த,2,pmuni0067.html
தடக்கை,2,pmuni0067.html
மறுவில்,2,pmuni0067.html
மால்வரை,2,pmuni0067.html
சேணுயர்,2,pmuni0067.html
வாங்கிய,2,pmuni0067.html
நுசுப்பின்,2,pmuni0067.html
கவின்பெறு,2,pmuni0067.html
விளங்கும்,2,pmuni0067.html
செங்கால்,2,pmuni0067.html
வலம்புரி,2,pmuni0067.html
தேங்கமழ்,2,pmuni0067.html
முடித்த,2,pmuni0067.html
எழுதரு,2,pmuni0067.html
திண்காழ்,2,pmuni0067.html
காண்வர,2,pmuni0067.html
சிலம்பப்,2,pmuni0067.html
மகளிர்,2,pmuni0067.html
