letters,count
ன்,1739
க,1376
த,1235
த்,1162
ம்,1053
ல்,1006
க்,989
வ,956
தி,888
ந்,873
ர்,847
து,774
ரு,696
ம,681
ப்,680
ண்,652
ப,652
ன,592
ங்,587
கு,583
ற்,581
ய,570
ட்,517
வி,505
ள்,482
ர,479
ட,472
டி,441
டு,432
ய்,428
கி,428
மு,413
தா,410
று,408
யி,399
ல,372
ச,354
வா,341
மா,328
கா,325
ற,310
யா,308
அ,292
யு,290
பா,279
றி,272
ரி,261
பு,260
நா,260
போ,256
ந,253
சி,237
மி,237
லை,236
னை,232
செ,227
வே,227
கொ,224
ண,221
பி,219
லா,218
ச்,216
ஞ்,214
இ,202
தை,200
ணி,199
லி,196
தே,185
யே,181
னா,177
ள,175
கே,173
பெ,170
லு,169
கை,169
ரை,163
கூ,161
மெ,159
ரா,153
னி,152
றா,152
டை,147
ளி,147
எ,143
வு,143
சு,141
னே,140
னு,138
பொ,138
சொ,136
ழி,133
டா,132
லே,122
யெ,120
நீ,118
ளை,117
மே,117
ழ,116
ஆ,114
தோ,112
வெ,108
நி,106
கோ,106
சா,103
ழு,101
றே,101
உ,97
தெ,95
வை,93
ழ்,86
ணை,85
பே,83
மை,81
யை,80
றை,79
பூ,68
வ்,67
டே,65
தொ,64
தூ,62
சே,62
மோ,61
மூ,57
ளு,56
யோ,54
பை,53
னெ,53
சை,48
நெ,47
நே,47
ழை,47
மீ,40
ணா,39
வீ,38
ஏ,37
நூ,36
சீ,36
னோ,35
கெ,35
ளா,34
ளே,34
சோ,32
மொ,32
ஒ,31
ரே,31
ரெ,31
தீ,30
ளெ,30
வோ,28
லெ,27
ணு,26
லோ,24
;,23
ஈ,21
சூ,21
ரோ,21
யொ,21
–,20
நோ,19
டெ,19
றோ,18
ஊ,18
ஐ,17
ஓ,17
”,17
ளோ,17
றெ,16
டோ,16
ரீ,15
“,15
வூ,14
யீ,14
டீ,12
வொ,12
{,11
},11
&,11
ஞா,11
கீ,10
நு,10
ஸ்,9
றூ,9
யூ,8
லொ,8
ணே,8
னீ,8
ழா,8
பீ,7
றொ,6
ணீ,5
ரூ,5
லூ,5
ணெ,5
டொ,5
நொ,5
ஞ,5
ஷ்,4
ணூ,4
னூ,4
ஷ,4
ங,3
றீ,3
ளொ,3
ஃ,2
ஷா,2
ரொ,2
ஞூ,2
[,2
],2
ணோ,2
டூ,2
﻿,1
சௌ,1
ழே,1
ணொ,1
னோொ,1
நை,1
னொ,1
ளீ,1
ஷை,1
ழோ,1
ளூ,1
',1
லீ,1
