letters,count
ன்,7598
ம்,5301
த,4864
க,4577
து,3617
வ,3608
ய,3360
த்,3158
ல்,2964
ர்,2935
அ,2716
க்,2679
ரு,2666
ப,2548
கு,2487
ந்,2440
று,2348
எ,2320
ம,2306
ற்,2081
ற,2079
தி,2075
ன,1973
வி,1962
இ,1930
ண்,1839
ப்,1754
ட,1593
ள்,1553
டு,1534
ர,1522
யி,1478
ல,1368
கி,1332
உ,1312
றி,1237
னை,1228
ட்,1181
ய்,1168
ங்,1116
மு,1113
பு,1052
கா,974
செ,954
யு,922
யா,888
சி,887
தா,887
மை,866
;,864
மா,851
றா,837
பி,833
வா,829
னா,825
ரி,823
லி,794
டை,771
டி,767
ண,747
ந,747
நி,743
ள,735
ச,697
பா,691
வு,691
கொ,687
&,643
கூ,641
னி,627
ரை,626
ச்,620
மி,616
னு,613
லா,573
ழி,538
பெ,529
ளி,525
கை,510
லை,509
தே,508
போ,501
ளை,484
லு,449
ழ்,445
தை,434
ணி,432
வே,416
மே,413
ஞ்,406
ரா,405
பொ,404
ழு,387
றை,381
ஒ,375
வ்,357
மெ,330
ஆ,326
தெ,322
நா,305
நீ,299
ழ,291
தோ,290
வெ,286
ளு,283
சை,281
டா,275
யை,269
யெ,259
தொ,252
கே,252
வை,247
சு,241
ளா,234
சோ,232
தீ,209
சொ,200
நெ,199
ஏ,168
சா,163
யே,156
கோ,153
வீ,148
நூ,128
ணு,117
மொ,114
பே,111
ழை,109
பூ,106
ணை,105
னெ,104
றே,103
‌,103
நோ,102
மூ,100
ஓ,96
னே,94
கெ,92
ஈ,86
யொ,80
றோ,78
னோ,78
ஐ,77
றெ,75
சூ,71
சீ,70
சே,70
லே,66
ணா,65
யோ,64
ரெ,63
ஃ,57
வொ,54
கீ,54
லெ,53
பை,53
ளெ,53
ளே,48
†,46
ரே,43
நு,43
ஊ,43
லோ,42
தூ,41
னொ,40
வோ,39
ஞா,38
றொ,35
ழா,34
மீ,34
மோ,32
”,32
லொ,31
ரோ,29
டே,27
“,27
டொ,25
பீ,25
டெ,23
ளோ,23
டோ,23
நே,22
யீ,20
ஞ,19
‡,17
னீ,16
ளொ,14
ஞூ,14
ரீ,12
ரொ,12
{,11
},11
ஸ்,11
யூ,10
ணெ,10
ஔ,8
ணே,8
ஜி,7
ரூ,6
னூ,6
ஷி,6
ணீ,6
ஜ,5
றூ,5
ணொ,5
§,5
ளீ,5
ங,4
லூ,4
',4
றீ,4
ஷ்,4
ழே,4
ஹ,3
கௌ,3
ஷா,3
வூ,3
$,3
டூ,3
],2
[,2
ணோ,2
டீ,2
வி்,2
நை,2
﻿,1
சி்,1
ஷை,1
ஜா,1
தௌ,1
யௌ,1
ழெ,1
ளிி,1
ஜை,1
ளூ,1
ழீ,1
உ்,1
ஷ,1
வௌ,1
கைை,1
–,1
நி்,1
வாா,1
நொ,1
ணிி,1
போோ,1
