letters,count
க,5365
ம்,4337
து,4226
ன்,3939
க்,3802
த,3572
த்,3451
வ,3366
அ,3080
ல்,2960
ந்,2889
ரு,2622
ர்,2432
ப,2371
ப்,2358
கு,2189
இ,2104
தி,2099
ட்,2082
டி,1967
ள்,1967
டு,1910
வி,1896
ட,1804
எ,1786
ர,1599
ய,1593
ண்,1582
தா,1294
ம,1291
ன,1221
ச,1162
ங்,1134
மா,1129
கி,1119
போ,1106
று,1100
கா,1017
ல,940
பா,938
ற்,882
சி,881
கொ,870
மு,849
ரி,843
பி,829
ஒ,826
யி,822
லை,776
ற,747
டை,737
யா,733
தை,664
வா,652
ய்,609
',599
நா,567
பு,566
ச்,558
ளை,527
றி,516
உ,513
ளி,489
னா,474
டா,460
லா,458
வு,444
னை,434
ண,433
நி,433
ஆ,432
வே,426
ளு,425
யு,421
ள,416
னு,381
யை,381
வை,379
லு,378
ழு,365
லி,350
ந,348
கை,333
செ,331
தே,324
றை,313
சா,312
ரா,306
மி,303
ழ,293
லே,291
வெ,290
றா,288
கூ,286
ரை,285
பெ,284
னி,284
சு,282
கே,242
யே,233
ணி,225
சொ,225
தெ,222
மை,220
மே,202
தொ,195
ஸ்,191
பொ,186
வீ,181
ஓ,181
தோ,180
சை,174
ஏ,161
பூ,159
ஞ்,147
மெ,146
நே,141
பே,138
கோ,138
வ்,132
நீ,125
மூ,124
சே,122
ழி,120
தூ,117
ழ்,115
டே,113
;,112
யோ,109
ஸ,96
ஷ,93
ளா,92
ஊ,91
னே,89
தீ,85
ழை,80
சோ,71
கெ,66
கீ,64
மீ,62
நெ,60
ணை,58
யூ,54
’,52
ஐ,51
ணு,51
வோ,50
ணே,50
லோ,49
பை,49
ரோ,47
ணா,46
சூ,46
ளே,45
றே,44
சீ,41
ரே,40
­,37
னொ,36
யெ,34
நு,30
மோ,30
ஷ்,30
னோ,28
ஜ,28
பீ,28
ஞா,27
நூ,26
“,26
ழே,25
நோ,22
வொ,18
மொ,18
டீ,18
ஹ,17
றோ,16
ளோ,15
ரெ,15
ஈ,15
டோ,14
ழா,14
ஹா,13
{,11
},11
ரூ,10
ணெ,10
மௌ,10
ஜ்,9
€,9
ளெ,8
ஜூ,8
ஜா,8
ரீ,7
”,7
டெ,7
னெ,7
யொ,7
றீ,7
றெ,7
டூ,6
ரௌ,6
லெ,6
ஞ,5
ரொ,4
ஜொ,4
சௌ,4
நொ,4
ஹு,4
ஹை,4
யௌ,3
பௌ,3
டொ,3
ஷா,3
ஜி,3
ஞை,3
ஷை,3
ஹே,3
ணீ,3
ஜெ,2
ஸா,2
றொ,2
‘,2
ஜு,2
ஹ்,2
னீ,2
லீ,2
ஸை,2
ஜோ,2
﻿,1
&,1
–,1
ஹெ,1
[,1
],1
லூ,1
லௌ,1
ஜை,1
ஜே,1
ஷோ,1
ங,1
ணூ,1
ளொ,1
லொ,1
யீ,1
னூ,1
ணோ,1
ஷே,1
þ,1
ஹூ,1
