letters,count
க,6502
ம்,5805
ர்,4733
வ,4582
த,4537
ன்,4393
த்,4155
க்,4074
ரு,3773
அ,3562
ல்,3485
து,3263
ந்,3187
ய,3064
ப,2980
தி,2902
கு,2592
ப்,2471
ள்,2187
எ,2068
இ,1976
ட,1848
ங்,1821
ன,1800
ர,1723
டு,1653
ற்,1638
வி,1539
ட்,1526
ண்,1513
ல,1482
று,1401
டி,1349
ரி,1332
தா,1328
யா,1322
கி,1271
ம,1257
பா,1228
யி,1100
பி,1073
சி,1061
உ,1055
கா,1042
வா,1011
தை,1010
ற,998
மா,957
ச,950
டை,929
மு,928
செ,903
ளை,861
ச்,828
ய்,762
ளி,724
நா,723
ண,717
ரா,710
யு,702
பு,701
றி,691
வே,659
ள,656
லை,637
னா,623
ஒ,620
கொ,596
லு,587
பெ,573
லி,563
போ,561
ந,539
ளு,532
மி,523
ஆ,504
டா,465
கே,417
நி,413
ஸ்,402
றை,395
லா,385
ரை,385
மை,384
சொ,375
னு,374
வு,372
;,370
ழ,367
கை,348
ழு,321
ழ்,320
வை,318
னை,310
வ்,305
றா,302
சு,293
சா,291
தெ,289
தே,284
யை,275
கூ,249
னி,246
கோ,237
யே,229
ஷ்,217
பொ,215
ணி,212
தோ,212
கீ,203
மே,203
ஐ,193
ஏ,192
வீ,192
ஷ,190
ரெ,185
ஊ,184
',175
மெ,167
வெ,164
நூ,153
தொ,150
ஞ்,141
மூ,140
ணை,139
ழி,138
பை,137
லே,137
பே,135
யோ,131
ளா,131
ஜ,130
ழை,120
றே,116
சே,113
னே,111
மீ,107
தூ,101
லூ,98
பூ,98
ஸ,95
நீ,95
டே,94
சை,89
ஓ,88
ணா,87
ரீ,86
&,85
யெ,68
வூ,65
தீ,65
ரே,63
வொ,62
சீ,57
ணு,53
நே,52
லோ,49
வோ,46
ளே,46
ஈ,46
ஜை,46
சோ,45
சூ,44
ரோ,44
ரூ,43
ஞா,41
நெ,40
னெ,38
ளெ,33
னோ,32
லெ,32
யூ,31
றோ,31
மொ,27
ஷே,27
ஷி,26
ஜா,26
நோ,25
மோ,25
னூ,24
ஸா,24
கெ,22
ழா,22
ளோ,22
ஞ,21
லீ,21
டோ,19
சௌ,19
ஜீ,19
றொ,18
நு,17
ஜோ,16
ஜி,15
கௌ,14
யொ,12
றீ,12
{,11
},11
ங,10
பீ,9
டீ,9
டெ,9
ஷை,8
ஸை,8
ஜ்,7
[,6
],6
ணீ,6
ஸி,5
றெ,5
டூ,5
ஹ,5
நை,5
டொ,4
ணெ,4
ஹா,4
ரொ,4
ணே,3
மௌ,3
ஷு,3
ஹ்,3
ஜு,3
யீ,2
லொ,2
றூ,2
ளூ,2
ஜே,2
ஸீ,2
பௌ,2
நொ,2
ஜூ,2
ஹி,2
னொ,2
﻿,1
ஹெ,1
Œ,1
ஸெ,1
ழெ,1
’,1
ஹு,1
லௌ,1
ழீ,1
னீ,1
,1
ஷா,1
ரௌ,1
ஷீ,1
ளீ,1
ணூ,1
ளொ,1
வௌ,1
ழே,1
ஸே,1
ணோ,1
ஞை,1
