letters,count
க,3458
ன்,3291
க்,3253
ம்,3015
து,2768
த்,2596
ல்,2365
த,2135
வ,1986
ரு,1910
ப்,1882
ர்,1822
ந்,1788
அ,1691
கு,1675
எ,1658
ப,1612
ட்,1606
தி,1542
டு,1522
ள்,1440
டி,1308
ட,1298
ய,1195
வி,1193
ண்,1172
ர,1150
தா,1119
இ,1110
கி,1100
பி,1062
று,1036
ம,950
மா,835
ன,815
ங்,810
ச,760
கா,760
ற்,750
கொ,747
ற,671
ல,656
யி,645
ரி,639
உ,638
பா,623
ச்,595
யா,583
ளை,578
சி,577
போ,550
லை,515
மு,494
வா,489
தை,484
ஒ,463
னா,447
பு,441
றா,436
டா,402
மி,386
ய்,368
டை,365
லி,364
யு,360
வு,348
சா,345
செ,343
றி,337
ள,334
வே,331
ழு,322
சு,319
நா,314
ளி,301
யை,301
லா,297
கை,294
ஆ,293
ந,278
நி,274
;,264
னை,261
',258
வை,249
ளு,248
ழ,244
லு,243
வெ,230
ண,222
னி,213
ரை,204
சொ,204
தெ,196
தே,194
ஏ,191
லே,190
ரா,189
ணி,189
மை,183
பொ,183
கூ,183
மே,183
கே,180
ஸ்,174
னு,172
பெ,171
கோ,142
றை,139
ஞ்,127
நீ,125
தோ,123
ழி,120
மூ,119
பே,118
டே,113
தூ,112
சை,111
யே,110
ஷ,106
ளா,102
வீ,101
ணு,99
ழை,94
ஓ,93
மீ,93
ஜ,85
ளே,84
தொ,83
னே,81
ஊ,80
நெ,79
யோ,72
சீ,71
மெ,68
றே,68
நே,67
வ்,65
பூ,65
கெ,61
ரே,58
சே,54
ஐ,53
ணை,52
ஷ்,50
ழ்,49
தீ,45
ணா,43
பை,41
லெ,40
மோ,39
யெ,38
ரீ,37
நு,36
வோ,35
ரோ,34
நோ,32
ஜா,31
ரூ,29
சோ,28
சூ,26
டீ,26
ஷா,24
பீ,23
லோ,22
ணீ,21
கீ,19
டோ,19
ரெ,18
னெ,18
ஸா,18
ஈ,17
ஜீ,17
ணெ,15
கௌ,14
ஞா,14
னோ,14
ஸி,14
ஹோ,13
டெ,13
றீ,13
றொ,12
ஹ,12
{,11
},11
வொ,11
ளோ,11
ஜை,11
நூ,10
றோ,10
லீ,10
ரொ,10
ஷி,9
ழே,9
ஜி,9
யூ,8
மௌ,7
ஞை,7
ஸ,7
னொ,7
மொ,6
வூ,6
ஜ்,6
ழா,6
ஹி,5
ஜோ,5
சௌ,5
றெ,5
றூ,5
ளெ,5
ணே,3
ளூ,3
ஸே,3
னீ,3
ஸோ,3
நை,2
ஷை,2
ஹா,2
ஸெ,2
ணூ,2
நொ,2
ஜெ,2
ஸை,2
ஸீ,2
ஞ,2
﻿,1
&,1
யீ,1
ஷீ,1
டொ,1
னூ,1
லூ,1
யொ,1
ஜு,1
ஸு,1
பௌ,1
ஹே,1
ணோ,1
ஷெ,1
ளொ,1
