letters,count
ன்,1016
த,832
க,770
த்,614
ன,587
ந்,578
க்,533
வ,478
ரு,476
;,418
ய,417
ம,416
&,409
ப,393
ல்,364
தி,361
ற்,353
ண்,344
ம்,334
து,306
ட,304
ர்,299
ர,297
ப்,284
ங்,284
கு,280
ய்,278
வி,276
னை,275
யா,253
ல,244
நி,239
வா,238
லா,233
ற,226
மு,226
றி,224
மா,219
ட்,208
டி,203
தா,202
று,196
யு,195
கா,192
யி,185
டு,177
கி,175
ச,172
யெ,167
ஞ்,160
யே,156
பா,154
னி,152
வு,150
ள,149
லை,146
வே,146
வெ,145
பு,139
மே,133
நா,132
ள்,129
மெ,125
ண,122
செ,120
னு,120
மி,117
ரி,117
பொ,114
ச்,112
சி,110
ரா,108
நீ,100
பி,99
னா,99
தே,98
மோ,98
சு,96
ளி,96
தெ,96
மை,95
போ,91
தை,88
டை,88
ந,83
னே,82
லே,79
வை,77
ழ்,76
கொ,75
டா,75
பெ,74
லி,72
லு,70
றை,69
னெ,68
கே,67
யோ,64
சொ,61
சே,61
றா,60
கை,57
ழு,57
யை,57
ணி,56
பே,56
ரை,55
நெ,54
ழி,51
பூ,49
தோ,46
ணை,45
றோ,43
கெ,42
தொ,41
கோ,40
ழ,39
ளு,37
கூ,36
ளை,35
டோ,35
சா,33
ளே,32
றே,31
ணா,31
எ,30
ணு,30
அ,29
லெ,29
வ்,28
தீ,27
மூ,27
ழை,26
ஞா,26
டே,25
யொ,24
ளா,21
மௌ,21
ளெ,20
சை,20
மொ,20
வோ,18
ரே,17
ஆ,16
றெ,16
வொ,16
வீ,16
றொ,15
கீ,15
உ,14
ழா,14
னீ,13
இ,12
சூ,12
னோ,12
சோ,11
ரெ,11
ஏ,10
டெ,10
{,9
},9
யீ,9
னொ,9
தூ,9
லோ,9
ரூ,9
நே,9
ரோ,9
ஜ,9
ணீ,8
லொ,8
யூ,7
ரொ,6
சீ,6
ணே,6
டீ,6
பை,6
ஒ,5
ஞ,4
ணெ,4
நோ,4
மீ,4
ளோ,4
நொ,3
நூ,3
டொ,3
வூ,3
ரீ,3
நு,3
ஊ,2
ஷ்,2
ழே,2
றூ,2
ஐ,2
ணொ,2
ளொ,2
ஓ,2
னூ,2
ஞே,2
﻿,1
ஜோ,1
ஷி,1
லூ,1
ணோ,1
போ,1
றீ,1
டூ,1
நி்,1
ஸ்,1
ஷ,1
ஹா,1
ளூ,1
ங,1
ளீ,1
