letters,count
ன்,2169
த,1674
ரு,1547
க,1373
த்,1357
ம்,1326
ந்,1207
வ,1041
அ,881
து,862
க்,815
ம,770
தி,759
ல்,693
எ,665
ய,642
ப,635
ட,584
கு,549
வி,539
ப்,536
ர்,514
ங்,504
ன,485
ற,474
கி,472
இ,471
டி,452
றி,431
ய்,409
ளி,396
ர,391
யே,380
ள்,379
ண்,378
ந,376
ல,368
தே,349
ற்,347
உ,342
பு,341
னை,321
நி,318
று,318
டு,312
னி,296
டை,285
தா,276
மு,276
சி,275
பொ,273
ள,260
ரி,245
யா,235
கா,231
ண,224
மா,214
யி,211
வா,207
பெ,205
ஒ,203
ணி,199
பி,192
தெ,186
லை,184
ச,183
ட்,182
கொ,178
லா,174
வே,169
செ,167
நா,164
னு,160
கை,158
ச்,154
வு,150
ஆ,149
யு,137
னே,136
மை,133
ழ்,128
மி,125
ஞ்,125
பா,124
ணை,123
ழை,123
றை,112
லி,104
ழு,95
மெ,95
ளு,93
சு,93
ரை,91
பே,90
ழி,89
லே,89
போ,87
தொ,86
சே,74
மே,73
நெ,69
வெ,68
றே,65
றா,60
ழ,59
தோ,58
ளே,55
நீ,54
கே,48
சை,48
பூ,47
ளை,45
லு,45
வை,45
றெ,42
யை,40
ளா,39
தை,38
கெ,38
டா,36
ஈ,36
வ்,35
ணு,34
கோ,34
ஏ,32
ஓ,32
னா,29
ஞா,29
யெ,26
ரா,25
சா,25
சீ,25
சொ,25
யோ,24
மொ,22
கூ,22
ஐ,19
ரெ,19
சோ,19
ணா,16
ளெ,14
ஊ,14
றோ,14
மூ,14
யொ,13
தீ,13
பை,13
ணே,12
ரே,12
னொ,12
டே,11
டெ,11
வோ,11
சூ,10
னோ,10
தூ,10
லோ,10
னெ,10
ளோ,10
டூ,10
றொ,9
ரூ,9
மீ,9
நோ,9
வீ,7
மோ,7
வூ,6
நே,5
ணோ,5
வொ,5
ரொ,5
ங,5
கீ,5
ஞ,5
லெ,4
',4
லூ,4
சௌ,3
ளொ,3
நு,2
டொ,2
﻿,1
;,1
©,1
ஷ்,1
ணீ,1
ப஦,1
ஜ,1
லொ,1
வே஢,1
நை,1
பீ,1
நூ,1
ஃ,1
டோ,1
றீ,1
ளூ,1
