words,count,book
&;,289,pmuni0627_02.html
காவடிச்,18,pmuni0627_02.html
மாவூற்று,13,pmuni0627_02.html
காணீரோ,13,pmuni0627_02.html
சிந்து,12,pmuni0627_02.html
},11,pmuni0627_02.html
வேலப்பர்,10,pmuni0627_02.html
{,7,pmuni0627_02.html
மாவூற்றுக்,6,pmuni0627_02.html
;,5,pmuni0627_02.html
மீனாட்சிசுந்தர,5,pmuni0627_02.html
நாடார்,5,pmuni0627_02.html
சுந்தர்,5,pmuni0627_02.html
காளி,5,pmuni0627_02.html
பாடல்கள்,5,pmuni0627_02.html
சிந்துப்,5,pmuni0627_02.html
மதுரை,5,pmuni0627_02.html
{;,4,pmuni0627_02.html
என்று,4,pmuni0627_02.html
என்,4,pmuni0627_02.html
மாவூற்றுச்,4,pmuni0627_02.html
பாடிய,3,pmuni0627_02.html
முனைவர்,3,pmuni0627_02.html
முதலிய,3,pmuni0627_02.html
நடக்கும்,3,pmuni0627_02.html
சிந்துப்பாவியல்,3,pmuni0627_02.html
நூற்பா,3,pmuni0627_02.html
ஓரெதுகை,3,pmuni0627_02.html
கண்ணியும்,3,pmuni0627_02.html
அனைத்தும்,3,pmuni0627_02.html
மும்மை,3,pmuni0627_02.html
சிந்தின்,3,pmuni0627_02.html
எனவே,3,pmuni0627_02.html
திரு,3,pmuni0627_02.html
பறந்து,3,pmuni0627_02.html
பட்டிவழி,3,pmuni0627_02.html
குமரனைக்,3,pmuni0627_02.html
பாதை,3,pmuni0627_02.html
பரிமளம்,2,pmuni0627_02.html
அ,2,pmuni0627_02.html
தலைவர்,2,pmuni0627_02.html
ஆண்டிபட்டி,2,pmuni0627_02.html
ஏப்ரல்,2,pmuni0627_02.html
ஹேமமாலா,2,pmuni0627_02.html
சிண்டிகேட்,2,pmuni0627_02.html
முருகன்,2,pmuni0627_02.html
இசைப்,2,pmuni0627_02.html
நாடகத்,2,pmuni0627_02.html
என்பது,2,pmuni0627_02.html
உள்ளன,2,pmuni0627_02.html
இரண்டடி,2,pmuni0627_02.html
கருதப்,2,pmuni0627_02.html
படுமே,2,pmuni0627_02.html
சிந்துகளின்,2,pmuni0627_02.html
கண்ணிகள்,2,pmuni0627_02.html
பெற்று,2,pmuni0627_02.html
வரும்,2,pmuni0627_02.html
சீர்கள்,2,pmuni0627_02.html
கண்டம்,2,pmuni0627_02.html
இந்நூலின்,2,pmuni0627_02.html
அவற்றிலும்,2,pmuni0627_02.html
நூல்,2,pmuni0627_02.html
அல்லி,2,pmuni0627_02.html
பாடலும்,2,pmuni0627_02.html
நந்தனச்,2,pmuni0627_02.html
தெள்ளிய,2,pmuni0627_02.html
வருதிப்படி,2,pmuni0627_02.html
தருப்பல,2,pmuni0627_02.html
