letters,count
ன்,3533
க,2160
த,2092
ம்,2045
ர்,1737
ல்,1521
வ,1470
ன,1370
ந்,1257
த்,1253
தி,1230
அ,1162
ரு,1054
ய,1028
க்,990
ற்,907
ங்,899
ப,882
து,876
ம,837
ற,798
கி,773
ர,759
ண்,750
வி,735
ல,732
கு,725
மு,689
ட,675
ள்,639
று,633
இ,631
டு,610
எ,585
ய்,522
யி,521
ப்,501
மா,490
பு,485
னை,481
டி,478
உ,463
சி,449
றி,431
செ,418
னி,398
யா,393
ரி,385
லை,380
கா,371
தா,354
னா,351
யு,341
டை,327
ஆ,324
கை,317
வு,315
ட்,309
ண,306
வா,298
பி,288
வே,286
னு,280
ச,278
மை,268
பா,264
ச்,261
கொ,258
லு,256
ந,254
லா,250
தொ,244
ஞ்,244
நி,244
;,239
மே,237
ரை,237
ள,235
போ,233
பொ,226
ழு,224
ளி,212
றை,212
மி,211
தோ,208
ழி,203
லி,200
றா,200
&,194
வீ,194
வெ,189
தே,187
பெ,184
நீ,169
நா,165
ணி,165
தை,165
யே,162
தெ,160
சு,158
வை,151
ழ்,149
ஏ,148
ஒ,132
சா,129
ழ,119
ரா,110
சை,110
கெ,101
நோ,100
மெ,97
ணு,95
ஈ,95
பூ,90
யெ,89
யோ,88
யை,88
கோ,81
வ்,81
சே,81
ளு,75
தீ,75
கே,73
சூ,72
ஓ,72
லோ,71
ணை,71
ளா,70
ளை,70
கூ,68
னோ,66
றே,64
பே,61
டா,58
மொ,57
ஊ,56
சீ,55
னே,50
மீ,48
ழை,48
றெ,48
நெ,46
நு,46
னெ,43
மூ,43
தூ,42
ஐ,39
மோ,37
சொ,37
¢,34
டே,33
லெ,33
ரே,32
ரோ,30
ரெ,29
யொ,27
லே,26
றொ,26
றோ,25
ணா,25
வௌ,24
நே,23
ஞ,22
சோ,20
பை,20
டெ,19
·,18
ழா,17
வோ,17
னொ,17
ஞா,15
ளோ,15
டோ,15
ரொ,14
கீ,14
லொ,14
ரீ,13
ளே,12
ணெ,12
ளெ,12
றீ,12
நூ,11
ழீ,10
வொ,10
பீ,10
நொ,10
{,9
},9
¤,9
டொ,8
ஔ,7
டீ,6
£,5
ஸ்,5
ணொ,5
ங,5
லூ,5
னீ,5
ஷ,4
ணோ,4
யூ,4
நை,3
னூ,3
யீ,3
ழூ,3
ணே,3
ஞை,3
லீ,3
ணூ,3
¨,2
தௌ,2
ஷ்,2
ஹ,2
ரூ,2
',2
﻿,1
ழொ,1
“,1
”,1
மௌ,1
ணீ,1
ழோ,1
பௌ,1
வூ,1
கௌ,1
