letters,count
ம்,1539
ன்,1305
அ,840
த்,785
த,783
து,729
க,719
வ,707
ர்,685
ந்,663
ல்,629
தி,586
கு,552
ரு,535
க்,520
ப,434
ட,408
ண்,384
வி,368
ய,366
ஆ,343
தா,336
று,335
உ,334
இ,333
றி,333
கி,324
ம,321
டு,319
ற,315
ன,313
ர,312
ல,304
ச,303
ங்,281
ள்,272
ற்,271
எ,251
மே,249
ப்,240
மா,231
மு,230
ய்,223
நி,219
வா,217
சி,216
டி,201
கா,201
யா,195
ட்,186
ந,179
யி,173
னை,170
பு,170
யு,162
பி,161
நா,152
ஒ,152
செ,150
ண,149
னே,149
ள,147
லா,134
பா,128
ரி,128
லை,124
தே,122
ரா,120
னி,117
ழி,117
னு,116
சு,110
ச்,110
கொ,109
வு,109
ணி,101
போ,88
லி,84
ஞ்,82
ளி,80
மை,79
மி,79
ரை,78
வை,74
ஈ,72
டை,72
றை,72
லு,71
றா,71
நீ,71
ழு,69
ரே,68
வே,67
ஐ,67
சை,67
பொ,66
தெ,65
கை,61
பெ,59
னா,58
ஏ,57
சா,54
தோ,54
டா,52
யோ,52
மூ,51
ழ,51
கூ,51
ளே,51
கோ,50
ழ்,49
ஞா,47
யை,45
பே,45
ணு,44
யே,43
தை,43
கே,40
லே,40
ளை,40
ஊ,39
பூ,39
தொ,38
நெ,36
சே,36
ஓ,35
றே,34
ளா,34
மெ,28
வெ,27
வோ,26
சோ,24
வ்,24
ணா,24
ளு,24
வீ,24
தூ,23
தீ,23
நே,20
டே,19
லோ,19
யெ,18
சொ,18
மீ,17
சூ,17
சீ,17
ழை,16
ணை,16
கெ,14
னோ,12
னெ,11
மொ,11
னொ,11
றோ,10
கீ,9
மோ,9
ழா,8
றெ,8
டோ,8
வொ,7
டொ,6
டெ,6
நு,6
ரொ,6
யொ,6
ரெ,5
ரோ,5
பீ,5
ளோ,5
ணோ,5
நூ,5
லெ,4
லீ,4
நொ,4
ணொ,3
யூ,3
யீ,3
ரீ,3
றொ,3
பை,3
ணீ,3
ஞ,2
றூ,2
ழோ,2
நோ,2
﻿,1
ணெ,1
லொ,1
கௌ,1
ரூ,1
ளொ,1
னீ,1
ஜ,1
நை,1
ங,1
ழே,1
ழொ,1
னூ,1
ணூ,1
