letters,count
க,2800
த,2519
த்,2153
ன்,1933
ரு,1844
தி,1715
ம்,1707
வ,1623
ந்,1617
ப,1445
ய,1374
ர்,1332
க்,1314
ர,1297
ன,1258
ம,1068
ங்,1068
து,1053
ண்,981
கு,911
ப்,908
ட,889
ல்,838
வி,833
ள்,819
ல,811
மு,797
ற்,786
கி,772
று,763
ச,652
‌,621
மா,610
ற,599
அ,597
டு,580
இ,578
ரி,552
யா,547
டி,544
தா,521
பி,512
வா,506
யி,502
யு,498
சி,496
கா,468
பு,461
எ,444
ய்,428
ட்,427
ச்,410
பொ,399
மி,397
பா,395
ந,395
ள,380
னா,374
நி,372
னி,353
ண,351
ளி,348
செ,347
டை,341
றி,338
போ,332
ஞ்,320
ரா,315
லா,302
லி,300
கொ,298
வு,285
லே,279
லை,267
தை,252
நா,243
ணி,239
மே,235
சு,234
னு,232
லு,228
ளு,227
னை,221
ழி,219
ழு,215
கை,202
மெ,200
தே,194
டா,193
வே,190
ழ,186
பெ,185
னே,184
ஆ,175
நீ,175
ழ்,173
வெ,172
ரை,169
யெ,159
றா,158
மை,157
யை,153
றை,150
தெ,150
சா,149
ளை,147
உ,141
பூ,139
சொ,129
சை,128
வை,123
தொ,119
கூ,116
ஸ்,100
தோ,99
ஞா,96
மூ,93
ளா,91
ரீ,88
ஒ,87
யே,86
வ்,84
னெ,82
ணு,78
ணை,77
சே,69
கே,69
மொ,60
லோ,59
கோ,58
யோ,58
வீ,56
நெ,55
ரே,54
வோ,50
தீ,48
ணா,48
பே,46
கெ,46
லெ,46
றெ,46
சூ,45
ழை,45
ரெ,44
மோ,44
ளெ,43
யொ,43
றே,42
சீ,40
ஷ,37
னோ,36
சோ,34
றோ,34
பை,33
ரூ,33
ஷி,33
ரோ,32
நு,32
ஷ்,31
வொ,30
நே,29
மீ,25
கீ,25
ஏ,25
;,22
டே,22
நோ,22
ஓ,20
லொ,19
தூ,18
றொ,18
டோ,18
ணீ,18
யூ,17
டெ,15
&,13
ரொ,13
ளே,13
நூ,12
{,11
},11
ஐ,11
ஈ,10
டொ,10
ங,9
ழா,8
னொ,8
ஊ,8
ஞே,8
ளோ,7
நொ,7
லீ,7
னீ,7
பீ,6
டூ,6
ஞ,5
றீ,5
ணெ,5
ணோ,5
வூ,4
யீ,4
ளொ,4
ஷை,3
ஃ,3
ஷா,3
ழெ,3
ணே,3
ஹ,2
நை,2
–,2
ஞோ,2
றூ,2
ழோ,2
﻿,1
ஷு,1
ழொ,1
ஷே,1
௦,1
ஸ,1
ஜா,1
ஞெ,1
னா்,1
‌ா,1
ணொ,1
ஶ்,1
ஞூ,1
ளீ,1
ழே,1
னூ,1
ஜ,1
