letters,count
;,242
&,241
க,101
ன்,95
வ,88
த,81
ம,78
த்,70
ரு,67
தி,67
ண்,59
ம்,57
வி,55
ப,54
ன,49
ல,47
ட,47
ர,45
ர்,45
மு,45
ற,43
ய,42
டு,39
கி,38
ற்,37
ல்,37
க்,37
று,36
லா,35
து,34
ங்,33
ந்,32
டி,31
கு,29
வா,28
யா,27
யி,27
பு,23
னை,23
ள்,22
அ,22
ரி,22
ப்,22
மெ,22
ய்,21
பி,21
சை,21
சி,19
நா,19
யே,19
செ,18
ள,18
னு,18
லு,18
மா,18
மே,18
ட்,17
சு,17
யெ,16
றி,16
ச்,15
தே,15
வு,15
ஞா,14
ளி,14
தா,14
பொ,13
சே,13
நீ,13
வை,12
தெ,12
ண,11
கா,11
பா,11
மி,11
ளு,11
வெ,11
னா,10
யு,10
ழி,10
ச,9
லை,9
ழ்,8
நி,8
ழு,8
றை,7
ரா,7
கொ,7
ழ,7
னி,7
இ,6
ரை,6
வே,6
பே,6
லி,6
லெ,6
டா,6
ளெ,6
ணை,5
நு,5
யை,5
லே,5
லொ,5
போ,5
பெ,5
கை,5
ந,5
னே,5
கெ,5
யோ,4
உ,4
ஆ,4
சா,4
டை,4
வ்,4
ஞ்,4
டெ,4
கே,4
மொ,4
னீ,4
டே,3
ஸ்,3
கோ,3
தை,3
ணா,3
லோ,3
சொ,3
மை,3
மூ,3
ளே,3
யொ,3
ரீ,2
ளை,2
எ,2
சோ,2
ழா,2
தொ,2
டொ,2
றெ,2
தூ,2
தோ,2
லூ,2
ணி,2
ரெ,2
வீ,2
மீ,2
னொ,2
ணு,2
மோ,2
﻿,1
தீ,1
ஷ்,1
ஜி,1
டூ,1
ழை,1
னெ,1
றே,1
நெ,1
வோ,1
ளோ,1
சூ,1
வூ,1
யூ,1
நோ,1
றோ,1
ளா,1
றா,1
நை,1
ணே,1
ளூ,1
நே,1
ங,1
பூ,1
வொ,1
னோ,1
கூ,1
டோ,1
கீ,1
