letters,count
;,406
&,397
ன்,98
க,95
த,94
ப,87
ம்,71
வ,71
ற்,57
தி,57
சி,56
ர்,56
ச்,55
ய,54
ண்,53
த்,52
ரு,44
ட,42
ம,42
க்,39
ர,37
வி,37
கி,35
மு,35
து,34
ல்,34
கொ,34
ல,33
ப்,32
நீ,31
யே,30
ள,30
டி,29
யு,29
லை,28
மா,28
ந்,28
டு,27
றி,27
ன,25
கு,25
ஞ்,23
ள்,22
லி,21
மை,20
யா,20
ற,20
ட்,20
கா,19
சை,18
நா,18
ரி,18
நி,18
ங்,18
பே,17
யி,17
று,17
பு,16
வு,16
லே,16
ணி,16
ச,16
ய்,16
மி,15
னை,15
பா,15
லா,15
னா,15
மே,14
செ,14
வே,14
ரை,13
மெ,13
{,11
},11
சு,11
லு,11
னி,10
ளி,10
தா,10
டை,10
ழ்,10
சோ,10
வோ,10
ஆ,9
கோ,9
வா,9
ண,9
ளு,9
லெ,8
ழி,8
ழு,8
ந,8
பொ,8
வெ,7
றை,7
யோ,7
னு,7
தெ,7
யெ,7
பெ,7
அ,6
உ,6
தே,6
பூ,6
போ,6
ரூ,5
இ,5
ரா,5
கூ,5
கை,5
வை,5
தோ,5
னீ,5
நெ,5
தொ,5
பி,5
தூ,4
சா,4
ளா,4
நூ,4
வ்,4
நே,4
சே,4
ழ,4
னே,4
தை,4
சூ,3
சொ,3
சீ,3
ஏ,3
மொ,3
மோ,3
ளோ,3
ணீ,3
யொ,3
மீ,3
ணு,3
ணை,3
–,2
பை,2
எ,2
னோ,2
டொ,2
ஞா,2
மூ,2
ழை,2
றா,2
ணா,2
டெ,2
﻿,1
ஃ,1
கீ,1
ஐ,1
நு,1
ரொ,1
தீ,1
றொ,1
றோ,1
னெ,1
ளை,1
லோ,1
ணே,1
லொ,1
ஊ,1
டீ,1
ழா,1
