letters,count
ன்,4603
ர்,4377
ய,3786
க,3285
ம்,3252
வ,2580
த,2547
பெ,2546
தி,2034
ம,1956
ர,1821
த்,1812
ப,1768
கு,1381
ல்,1336
ந்,1223
ரு,1187
ல,1182
ட,1166
க்,1100
ன,1091
வி,1049
ங்,1008
யி,999
ச,964
மு,939
ப்,937
ரி,910
ண்,901
அ,892
ற்,889
து,829
பு,827
சி,694
கா,677
கை,656
ற,638
ள்,634
மா,620
று,616
டி,608
ட்,597
லை,587
கி,573
பி,568
பா,567
வா,565
ண,540
லி,503
யு,491
ள,489
டு,479
தா,456
ஞ்,455
னி,448
இ,448
றி,426
சு,420
ந,419
நி,410
நா,380
டை,361
யா,354
ழி,349
உ,347
ளி,336
ஆ,335
ச்,331
மி,321
வை,319
வே,313
கொ,309
வு,304
பொ,296
சா,288
மே,283
செ,282
கோ,281
ணி,276
ரா,272
மை,271
ய்,264
ழு,239
றை,238
ரை,227
னை,222
லு,216
ழ,209
தோ,207
யோ,205
தை,204
கூ,196
பூ,186
எ,181
ரே,177
லா,175
தே,171
மெ,169
னு,167
னா,162
ணை,156
சை,154
வெ,152
மூ,150
ழ்,139
நீ,138
ளை,137
லோ,135
தொ,134
சே,131
கே,131
சூ,129
‌,127
டா,114
போ,113
தெ,111
யெ,108
வீ,106
யே,104
பே,97
சொ,97
சோ,95
ஒ,87
ழை,84
னெ,82
றா,80
ஐ,80
ளு,75
நெ,72
ஏ,69
தீ,69
ரோ,69
ஓ,66
ணு,66
தூ,65
யை,63
பை,63
மீ,61
றே,59
ணா,59
சீ,56
ரெ,55
னே,54
வோ,52
ஊ,52
மோ,51
ஞ,50
ளா,49
லே,49
நு,47
கீ,47
;,46
லெ,45
றோ,43
வ்,40
மொ,40
நூ,39
யூ,36
ஈ,35
டோ,34
ஞா,34
னீ,33
னூ,32
கௌ,31
ரீ,30
கெ,29
னோ,29
ளே,28
றெ,27
டே,27
டெ,24
–,22
&,21
ரூ,20
பீ,18
யொ,17
ஞெ,17
ழா,16
னொ,16
ளோ,14
பௌ,14
நொ,14
வொ,12
நே,12
நை,12
{,11
},11
வூ,11
நோ,11
லொ,10
டொ,10
†,10
றூ,10
ளெ,10
லீ,10
றொ,10
ஞை,9
சௌ,9
றீ,8
‡,8
ழே,8
ணீ,8
யீ,8
ழோ,8
டூ,8
ஃ,7
லூ,7
ளூ,7
ணே,6
ளொ,6
ரொ,6
ஸ்,5
ளீ,4
ணெ,4
மௌ,4
தௌ,4
டீ,4
$,4
“,3
”,3
ணோ,3
ழூ,2
ழெ,2
ரௌ,2
ஞீ,2
',2
§,2
﻿,1
ஷ்,1
ஜி,1
ங,1
வி்,1
ழொ,1
றி்,1
சு்,1
று்,1
வௌ,1
அ்,1
ணூ,1
