letters,count
ன்,2095
த,1292
ந்,1285
க,1275
ர்,1059
வ,1030
ம,952
ம்,933
த்,933
ற்,803
து,801
ரு,761
க்,728
ய,718
தி,706
ன,674
ப,661
கு,649
ல்,636
ங்,579
ண்,577
ப்,545
வி,515
ல,508
தா,484
ட,474
மு,456
ற,453
ர,443
ய்,440
மா,423
வா,404
டு,378
று,374
கா,349
னி,314
டி,303
னை,301
பா,300
யா,300
றி,297
பு,291
கி,284
யி,274
செ,272
ண,267
போ,262
ந,259
ரி,258
ட்,255
மே,252
ள்,249
யு,247
லா,240
மி,233
வே,232
பொ,226
சி,222
தே,216
அ,206
ச,198
ஞ்,196
ள,189
மை,187
ரை,182
னு,182
றா,177
னா,174
பி,171
ச்,169
லி,164
லு,160
வு,158
இ,156
வெ,153
ளி,153
ழ்,150
சே,148
டை,144
தை,144
லை,143
மெ,143
கை,137
கொ,135
ழி,134
றை,133
தோ,132
யோ,127
பெ,119
யெ,119
நா,118
ரா,117
னே,116
சா,114
ழ,114
ழு,112
யே,110
சு,107
ணி,104
நி,103
தெ,95
டா,91
பூ,89
வை,89
நீ,89
சொ,88
கோ,86
;,78
பே,78
னெ,75
றே,71
கே,70
ளை,68
சீ,68
சை,67
–,67
எ,64
ளு,63
லே,61
தீ,59
ஆ,58
வ்,58
ஸ்,56
ழை,56
மூ,54
மொ,52
யை,51
கூ,51
நெ,50
னோ,49
தொ,47
வோ,47
மீ,45
ரெ,44
மோ,44
லோ,43
வீ,43
தூ,42
றோ,42
லெ,42
சூ,41
ரீ,40
ஞா,40
ணா,37
நே,37
நூ,35
ரே,35
ளா,34
றெ,32
ணை,29
பை,29
உ,28
ணு,27
டே,26
ரோ,23
கெ,23
சோ,22
ங,19
நோ,18
யொ,18
னீ,18
டோ,17
கீ,16
ஏ,16
ளோ,16
டெ,13
ஒ,12
னூ,12
{,11
},11
ஓ,11
யீ,11
ணீ,11
ளெ,11
ளே,11
றொ,11
ஷ்,10
பீ,10
ஈ,9
வொ,8
றூ,8
ஃ,7
நு,7
னொ,7
லொ,7
ணெ,7
வூ,6
',6
ஞ,6
ணோ,6
லூ,5
ஷ,5
ழே,5
ரொ,5
ஐ,5
டொ,5
ளொ,5
யூ,5
&,4
ரூ,4
றீ,4
நை,4
ஊ,4
டூ,3
ளீ,3
ழா,3
ணூ,3
ஜி,2
ஷி,2
ஹ,2
ஹை,2
[,2
],2
ணொ,2
லீ,2
நொ,2
ணே,2
ஜ,2
ஜீ,2
ஹா,2
﻿,1
ஹெ,1
ஜ்,1
ஸி,1
டீ,1
ஜே,1
ஷா,1
ஷே,1
”,1
வுாை,1
குே,1
