letters,count
ன்,7087
க,4947
ம்,4785
த,4410
து,4069
வ,4057
ர்,4032
ய,3413
ல்,3335
க்,3265
த்,3098
ப,2890
ரு,2825
ந்,2795
ப்,2602
கு,2535
அ,2479
இ,2164
ற்,2157
ண்,2124
டு,2116
று,2101
ற,2073
;,1929
எ,1885
ல,1767
ன,1757
ட்,1711
ட,1700
ம,1630
தி,1623
வி,1603
கி,1466
பு,1462
யி,1444
ள்,1369
யா,1305
ர,1289
யு,1288
றி,1276
ங்,1257
டி,1246
உ,1160
ரி,1153
சி,1152
டை,1125
பா,1116
கா,1103
னை,1075
லை,1059
தா,1022
ய்,1021
மு,1019
நி,992
ள,982
செ,940
ரை,932
பெ,922
பி,889
வா,881
மை,844
மா,817
கொ,785
ச்,779
னா,764
ந,757
ளி,755
வே,732
லி,676
போ,663
னு,661
ழ,639
வு,614
ழி,597
கூ,580
வெ,546
&,537
கை,533
பொ,527
றா,521
ஆ,513
னி,509
லா,509
ழ்,507
ண,495
றை,470
ரா,470
ஒ,447
ழு,441
நா,438
யை,437
மி,421
ஞ்,420
லு,418
தை,414
ளை,405
வை,401
தொ,379
டா,376
கோ,373
ணி,360
சா,352
யெ,332
தோ,319
நீ,318
தே,272
தெ,269
வ்,263
சு,262
மே,243
நெ,231
ளா,215
ச,214
ளு,210
யோ,210
சோ,207
சை,204
றோ,202
மெ,199
ழை,186
னே,186
பே,179
ணை,175
சொ,175
சே,169
நோ,169
யே,166
கே,165
ரெ,144
பூ,142
சூ,138
னோ,136
ஈ,134
னெ,133
கெ,125
ஏ,121
வீ,118
தீ,113
ஊ,111
நு,105
லே,105
தூ,104
யொ,99
ழா,98
மீ,98
வோ,94
ணு,92
பை,92
லோ,90
ணா,89
மூ,89
றே,81
மொ,80
ஓ,79
நூ,77
லெ,69
மோ,66
ரே,64
யூ,63
ஐ,51
னூ,50
டே,47
வூ,43
றெ,41
கீ,40
சீ,39
னொ,39
டெ,37
டோ,37
ரூ,37
ரோ,37
பீ,35
டூ,33
ஃ,33
டொ,32
ளே,31
ரொ,31
நே,29
ஞா,28
லூ,27
ளெ,27
ணீ,23
ழீ,23
வொ,22
றொ,21
றூ,19
‘,18
ணே,18
’,17
ஞ,17
லொ,17
யீ,14
ரீ,14
றீ,13
ஹொ,12
{,11
},11
டீ,11
–,10
ணெ,9
ளூ,9
ங,7
லீ,7
ளீ,7
ஸ்,5
ணோ,5
நை,5
ழே,4
ளொ,4
நொ,4
்,4
ளோ,3
ணொ,3
னீ,3
ழூ,2
ஞெ,2
வௌ,2
ஞை,2
﻿,1
ஹை,1
ஷி,1
ழொ,1
யைா,1
ம்ே,1
டைா,1
நை்,1
னெ்,1
யைு,1
ளைா,1
சீ்,1
வைி,1
யைி,1
…,1
மெை்,1
ழெ,1
ளாா,1
